CUPS;Fecha;Hora;Consumo;GGG
AAA;29/11/2021;22;0.446;
AAA;29/11/2021;23;0.362;
AAA;29/11/2021;24;0.413;
AAA;30/11/2021;1;0.415;
AAA;30/11/2021;2;0.337;
AAA;30/11/2021;3;0.338;
AAA;30/11/2021;4;0.338;
AAA;30/11/2021;5;0.331;
AAA;30/11/2021;6;0.334;
AAA;30/11/2021;7;0.36;
AAA;30/11/2021;8;0.52;
AAA;30/11/2021;9;0.546;
AAA;30/11/2021;10;0.623;
AAA;30/11/2021;11;0.445;
AAA;30/11/2021;12;1.303;
AAA;30/11/2021;13;0.56;
AAA;30/11/2021;14;0.189;
AAA;30/11/2021;15;0.286;
AAA;30/11/2021;16;0.176;
AAA;30/11/2021;17;0.21;
AAA;30/11/2021;18;0.312;
AAA;30/11/2021;19;0.272;
AAA;30/11/2021;20;0.29;
AAA;30/11/2021;21;0.429;
AAA;30/11/2021;22;0.564;
AAA;30/11/2021;23;0.42;
AAA;30/11/2021;24;0.328;
AAA;01/12/2021;1;0.252;
AAA;01/12/2021;2;0.895;
AAA;01/12/2021;3;0.699;
AAA;01/12/2021;4;0.154;
AAA;01/12/2021;5;0.171;
AAA;01/12/2021;6;0.127;
AAA;01/12/2021;7;0.113;
AAA;01/12/2021;8;0.404;
AAA;01/12/2021;9;0.711;
AAA;01/12/2021;10;4.127;
AAA;01/12/2021;11;4.142;
AAA;01/12/2021;12;3.796;
AAA;01/12/2021;13;3.7;
AAA;01/12/2021;14;3.884;
AAA;01/12/2021;15;3.818;
AAA;01/12/2021;16;4.284;
AAA;01/12/2021;17;3.95;
AAA;01/12/2021;18;0.355;
AAA;01/12/2021;19;0.319;
AAA;01/12/2021;20;0.313;
AAA;01/12/2021;21;0.878;
AAA;01/12/2021;22;0.569;
AAA;01/12/2021;23;0.505;
AAA;01/12/2021;24;1.497;
AAA;02/12/2021;1;0.773;
AAA;02/12/2021;2;0.135;
AAA;02/12/2021;3;0.129;
AAA;02/12/2021;4;0.123;
AAA;02/12/2021;5;0.127;
AAA;02/12/2021;6;0.138;
AAA;02/12/2021;7;0.136;
AAA;02/12/2021;8;0.404;
AAA;02/12/2021;9;0.567;
AAA;02/12/2021;10;0.567;
AAA;02/12/2021;11;0.284;
AAA;02/12/2021;12;0.249;
AAA;02/12/2021;13;0.398;
AAA;02/12/2021;14;0.171;
AAA;02/12/2021;15;0.368;
AAA;02/12/2021;16;0.167;
AAA;02/12/2021;17;0.327;
AAA;02/12/2021;18;0.177;
AAA;02/12/2021;19;0.138;
AAA;02/12/2021;20;0.19;
AAA;02/12/2021;21;0.326;
AAA;02/12/2021;22;0.241;
AAA;02/12/2021;23;0.405;
AAA;02/12/2021;24;0.284;
AAA;03/12/2021;1;0.017;
AAA;03/12/2021;2;0.097;
AAA;03/12/2021;3;0.093;
AAA;03/12/2021;4;0.119;
AAA;03/12/2021;5;0.116;
AAA;03/12/2021;6;0.152;
AAA;03/12/2021;7;0.15;
AAA;03/12/2021;8;0.351;
AAA;03/12/2021;9;0.655;
AAA;03/12/2021;10;3.819;
AAA;03/12/2021;11;3.737;
AAA;03/12/2021;12;3.758;
AAA;03/12/2021;13;3.678;
AAA;03/12/2021;14;4.067;
AAA;03/12/2021;15;3.719;
AAA;03/12/2021;16;3.67;
AAA;03/12/2021;17;3.755;
AAA;03/12/2021;18;0.164;
AAA;03/12/2021;19;0.448;
AAA;03/12/2021;20;0.292;
AAA;03/12/2021;21;0.468;
AAA;03/12/2021;22;0.142;
AAA;03/12/2021;23;0.145;
AAA;03/12/2021;24;0.135;
AAA;04/12/2021;1;0.221;
AAA;04/12/2021;2;0.205;
AAA;04/12/2021;3;0.135;
AAA;04/12/2021;4;0.136;
AAA;04/12/2021;5;0.196;
AAA;04/12/2021;6;0.155;
AAA;04/12/2021;7;0.199;
AAA;04/12/2021;8;0.183;
AAA;04/12/2021;9;0.141;
AAA;04/12/2021;10;0.238;
AAA;04/12/2021;11;1.368;
AAA;04/12/2021;12;3.647;
AAA;04/12/2021;13;2.755;
AAA;04/12/2021;14;0.285;
AAA;04/12/2021;15;0.135;
AAA;04/12/2021;16;0.155;
AAA;04/12/2021;17;0.139;
AAA;04/12/2021;18;0.134;
AAA;04/12/2021;19;0.127;
AAA;04/12/2021;20;0.207;
AAA;04/12/2021;21;0.166;
AAA;04/12/2021;22;0.183;
AAA;04/12/2021;23;3.768;
AAA;04/12/2021;24;4.016;
AAA;05/12/2021;1;0.298;
AAA;05/12/2021;2;0.299;
AAA;05/12/2021;3;0.216;
AAA;05/12/2021;4;0.213;
AAA;05/12/2021;5;0.219;
AAA;05/12/2021;6;0.217;
AAA;05/12/2021;7;1.725;
AAA;05/12/2021;8;0.221;
AAA;05/12/2021;9;1.35;
AAA;05/12/2021;10;6.649;
AAA;05/12/2021;11;4.171;
AAA;05/12/2021;12;3.912;
AAA;05/12/2021;13;4.226;
AAA;05/12/2021;14;4.538;
AAA;05/12/2021;15;3.954;
AAA;05/12/2021;16;0.673;
AAA;05/12/2021;17;0.93;
AAA;05/12/2021;18;0.139;
AAA;05/12/2021;19;0.159;
AAA;05/12/2021;20;0.392;
AAA;05/12/2021;21;0.303;
AAA;05/12/2021;22;0.185;
AAA;05/12/2021;23;0.177;
AAA;05/12/2021;24;0.178;
AAA;06/12/2021;1;0.173;
AAA;06/12/2021;2;0.169;
AAA;06/12/2021;3;0.137;
AAA;06/12/2021;4;0.117;
AAA;06/12/2021;5;0.176;
AAA;06/12/2021;6;0.131;
AAA;06/12/2021;7;0.135;
AAA;06/12/2021;8;0.14;
AAA;06/12/2021;9;0.215;
AAA;06/12/2021;10;0.255;
AAA;06/12/2021;11;0.31;
AAA;06/12/2021;12;0.262;
AAA;06/12/2021;13;0.197;
AAA;06/12/2021;14;0.177;
AAA;06/12/2021;15;1.787;
AAA;06/12/2021;16;0.445;
AAA;06/12/2021;17;0.289;
AAA;06/12/2021;18;0.238;
AAA;06/12/2021;19;0.172;
AAA;06/12/2021;20;0.338;
AAA;06/12/2021;21;0.675;
AAA;06/12/2021;22;0.325;
AAA;06/12/2021;23;0.436;
AAA;06/12/2021;24;0.337;
AAA;07/12/2021;1;0.182;
AAA;07/12/2021;2;0.168;
AAA;07/12/2021;3;0.132;
AAA;07/12/2021;4;0.135;
AAA;07/12/2021;5;0.128;
AAA;07/12/2021;6;0.133;
AAA;07/12/2021;7;0.135;
AAA;07/12/2021;8;0.437;
AAA;07/12/2021;9;0.51;
AAA;07/12/2021;10;0.414;
AAA;07/12/2021;11;0.152;
AAA;07/12/2021;12;0.346;
AAA;07/12/2021;13;0.047;
AAA;07/12/2021;14;0.049;
AAA;07/12/2021;15;0.31;
AAA;07/12/2021;16;0.25;
AAA;07/12/2021;17;0.437;
AAA;07/12/2021;18;1.08;
AAA;07/12/2021;19;2.046;
AAA;07/12/2021;20;0.34;
AAA;07/12/2021;21;0.85;
AAA;07/12/2021;22;0.684;
AAA;07/12/2021;23;0.485;
AAA;07/12/2021;24;0.338;
AAA;08/12/2021;1;3.466;
AAA;08/12/2021;2;0.103;
AAA;08/12/2021;3;0.099;
AAA;08/12/2021;4;0.084;
AAA;08/12/2021;5;0.114;
AAA;08/12/2021;6;0.094;
AAA;08/12/2021;7;0.16;
AAA;08/12/2021;8;0.263;
AAA;08/12/2021;9;0.521;
AAA;08/12/2021;10;0.324;
AAA;08/12/2021;11;3.742;
AAA;08/12/2021;12;3.809;
AAA;08/12/2021;13;3.739;
AAA;08/12/2021;14;3.738;
AAA;08/12/2021;15;4.791;
AAA;08/12/2021;16;4.438;
AAA;08/12/2021;17;3.922;
AAA;08/12/2021;18;0.315;
AAA;08/12/2021;19;0.31;
AAA;08/12/2021;20;0.314;
AAA;08/12/2021;21;0.49;
AAA;08/12/2021;22;0.778;
AAA;08/12/2021;23;1.123;
AAA;08/12/2021;24;0.367;
AAA;09/12/2021;1;2.743;
AAA;09/12/2021;2;0.621;
AAA;09/12/2021;3;0.57;
AAA;09/12/2021;4;0.569;
AAA;09/12/2021;5;0.136;
AAA;09/12/2021;6;0.138;
AAA;09/12/2021;7;0.139;
AAA;09/12/2021;8;0.389;
AAA;09/12/2021;9;0.558;
AAA;09/12/2021;10;0.636;
AAA;09/12/2021;11;1.051;
AAA;09/12/2021;12;0.84;
AAA;09/12/2021;13;0.549;
AAA;09/12/2021;14;0.454;
AAA;09/12/2021;15;0.72;
AAA;09/12/2021;16;0.861;
AAA;09/12/2021;17;1.136;
AAA;09/12/2021;18;0.314;
AAA;09/12/2021;19;0.243;
AAA;09/12/2021;20;0.156;
AAA;09/12/2021;21;0.398;
AAA;09/12/2021;22;0.395;
AAA;09/12/2021;23;0.386;
AAA;09/12/2021;24;0.619;
AAA;10/12/2021;1;2.436;
AAA;10/12/2021;2;0.34;
AAA;10/12/2021;3;0.149;
AAA;10/12/2021;4;0.14;
AAA;10/12/2021;5;0.142;
AAA;10/12/2021;6;0.139;
AAA;10/12/2021;7;0.139;
AAA;10/12/2021;8;0.489;
AAA;10/12/2021;9;0.445;
AAA;10/12/2021;10;0.393;
AAA;10/12/2021;11;0.57;
AAA;10/12/2021;12;0.219;
AAA;10/12/2021;13;0.188;
AAA;10/12/2021;14;0.435;
AAA;10/12/2021;15;0.486;
AAA;10/12/2021;16;0.21;
AAA;10/12/2021;17;0.262;
AAA;10/12/2021;18;0.325;
AAA;10/12/2021;19;0.335;
AAA;10/12/2021;20;1.453;
AAA;10/12/2021;21;1.098;
AAA;10/12/2021;22;0.508;
AAA;10/12/2021;23;0.404;
AAA;10/12/2021;24;0.449;
AAA;11/12/2021;1;0.242;
AAA;11/12/2021;2;0.12;
AAA;11/12/2021;3;0.108;
AAA;11/12/2021;4;0.099;
AAA;11/12/2021;5;0.132;
AAA;11/12/2021;6;0.099;
AAA;11/12/2021;7;0.081;
AAA;11/12/2021;8;2.345;
AAA;11/12/2021;9;1.696;
AAA;11/12/2021;10;3.998;
AAA;11/12/2021;11;4.398;
AAA;11/12/2021;12;3.666;
AAA;11/12/2021;13;3.641;
AAA;11/12/2021;14;3.656;
AAA;11/12/2021;15;3.669;
AAA;11/12/2021;16;3.808;
AAA;11/12/2021;17;0.175;
AAA;11/12/2021;18;0.338;
AAA;11/12/2021;19;0.418;
AAA;11/12/2021;20;0.745;
AAA;11/12/2021;21;0.369;
AAA;11/12/2021;22;0.283;
AAA;11/12/2021;23;0.344;
AAA;11/12/2021;24;0.3;
AAA;12/12/2021;1;0.173;
AAA;12/12/2021;2;0.152;
AAA;12/12/2021;3;0.208;
AAA;12/12/2021;4;0.132;
AAA;12/12/2021;5;0.133;
AAA;12/12/2021;6;0.136;
AAA;12/12/2021;7;0.133;
AAA;12/12/2021;8;0.171;
AAA;12/12/2021;9;0.156;
AAA;12/12/2021;10;0.143;
AAA;12/12/2021;11;0.37;
AAA;12/12/2021;12;0.182;
AAA;12/12/2021;13;0.49;
AAA;12/12/2021;14;0.067;
AAA;12/12/2021;15;0.381;
AAA;12/12/2021;16;0.214;
AAA;12/12/2021;17;0.26;
AAA;12/12/2021;18;0.172;
AAA;12/12/2021;19;0.143;
AAA;12/12/2021;20;0.129;
AAA;12/12/2021;21;0.132;
AAA;12/12/2021;22;0.131;
AAA;12/12/2021;23;0.134;
AAA;12/12/2021;24;0.18;
AAA;13/12/2021;1;0.185;
AAA;13/12/2021;2;0.128;
AAA;13/12/2021;3;0.126;
AAA;13/12/2021;4;0.13;
AAA;13/12/2021;5;0.131;
AAA;13/12/2021;6;0.128;
AAA;13/12/2021;7;0.111;
AAA;13/12/2021;8;0.071;
AAA;13/12/2021;9;0.066;
AAA;13/12/2021;10;0.172;
AAA;13/12/2021;11;0.139;
AAA;13/12/2021;12;0.117;
AAA;13/12/2021;13;0.14;
AAA;13/12/2021;14;0.139;
AAA;13/12/2021;15;0.138;
AAA;13/12/2021;16;0.139;
AAA;13/12/2021;17;0.167;
AAA;13/12/2021;18;0.112;
AAA;13/12/2021;19;0.127;
AAA;13/12/2021;20;0.167;
AAA;13/12/2021;21;0.146;
AAA;13/12/2021;22;0.156;
AAA;13/12/2021;23;0.155;
AAA;13/12/2021;24;0.133;
AAA;14/12/2021;1;0.221;
AAA;14/12/2021;2;0.182;
AAA;14/12/2021;3;0.157;
AAA;14/12/2021;4;0.159;
AAA;14/12/2021;5;0.166;
AAA;14/12/2021;6;0.156;
AAA;14/12/2021;7;0.157;
AAA;14/12/2021;8;0.156;
AAA;14/12/2021;9;0.124;
AAA;14/12/2021;10;0.128;
AAA;14/12/2021;11;0.134;
AAA;14/12/2021;12;0.145;
AAA;14/12/2021;13;0.145;
AAA;14/12/2021;14;0.142;
AAA;14/12/2021;15;0.146;
AAA;14/12/2021;16;0.126;
AAA;14/12/2021;17;0.133;
AAA;14/12/2021;18;0.116;
AAA;14/12/2021;19;0.134;
AAA;14/12/2021;20;0.135;
AAA;14/12/2021;21;0.122;
AAA;14/12/2021;22;0.158;
AAA;14/12/2021;23;0.132;
AAA;14/12/2021;24;0.133;
AAA;15/12/2021;1;0.132;
AAA;15/12/2021;2;0.11;
AAA;15/12/2021;3;0.121;
AAA;15/12/2021;4;0.133;
AAA;15/12/2021;5;0.132;
AAA;15/12/2021;6;0.144;
AAA;15/12/2021;7;0.135;
AAA;15/12/2021;8;0.137;
AAA;15/12/2021;9;0.135;
AAA;15/12/2021;10;0.15;
AAA;15/12/2021;11;0.143;
AAA;15/12/2021;12;0.234;
AAA;15/12/2021;13;0.134;
AAA;15/12/2021;14;0.153;
AAA;15/12/2021;15;0.201;
AAA;15/12/2021;16;0.145;
AAA;15/12/2021;17;0.131;
AAA;15/12/2021;18;0.26;
AAA;15/12/2021;19;0.23;
AAA;15/12/2021;20;0.205;
AAA;15/12/2021;21;0.676;
AAA;15/12/2021;22;0.414;
AAA;15/12/2021;23;0.707;
AAA;15/12/2021;24;0.808;
AAA;16/12/2021;1;0.181;
AAA;16/12/2021;2;0.129;
AAA;16/12/2021;3;0.128;
AAA;16/12/2021;4;0.127;
AAA;16/12/2021;5;0.107;
AAA;16/12/2021;6;0.125;
AAA;16/12/2021;7;0.164;
AAA;16/12/2021;8;0.638;
AAA;16/12/2021;9;2.477;
AAA;16/12/2021;10;0.55;
AAA;16/12/2021;11;0.358;
AAA;16/12/2021;12;0.22;
AAA;16/12/2021;13;0.749;
AAA;16/12/2021;14;0.305;
AAA;16/12/2021;15;0.734;
AAA;16/12/2021;16;0.276;
AAA;16/12/2021;17;0.197;
AAA;16/12/2021;18;0.175;
AAA;16/12/2021;19;0.176;
AAA;16/12/2021;20;0.359;
AAA;16/12/2021;21;0.582;
AAA;16/12/2021;22;0.395;
AAA;16/12/2021;23;0.359;
AAA;16/12/2021;24;0.279;
AAA;17/12/2021;1;0.129;
AAA;17/12/2021;2;0.121;
AAA;17/12/2021;3;0.161;
AAA;17/12/2021;4;0.141;
AAA;17/12/2021;5;0.112;
AAA;17/12/2021;6;0.125;
AAA;17/12/2021;7;0.13;
AAA;17/12/2021;8;0.674;
AAA;17/12/2021;9;0.67;
AAA;17/12/2021;10;0.265;
AAA;17/12/2021;11;0.124;
AAA;17/12/2021;12;0.155;
AAA;17/12/2021;13;0.154;
AAA;17/12/2021;14;1.625;
AAA;17/12/2021;15;1.471;
AAA;17/12/2021;16;0.425;
AAA;17/12/2021;17;0.158;
AAA;17/12/2021;18;0.231;
AAA;17/12/2021;19;0.839;
AAA;17/12/2021;20;0.455;
AAA;17/12/2021;21;0.421;
AAA;17/12/2021;22;0.322;
AAA;17/12/2021;23;0.521;
AAA;17/12/2021;24;0.267;
AAA;18/12/2021;1;0.176;
AAA;18/12/2021;2;0.145;
AAA;18/12/2021;3;0.14;
AAA;18/12/2021;4;0.137;
AAA;18/12/2021;5;0.179;
AAA;18/12/2021;6;0.171;
AAA;18/12/2021;7;0.168;
AAA;18/12/2021;8;0.131;
AAA;18/12/2021;9;0.16;
AAA;18/12/2021;10;0.383;
AAA;18/12/2021;11;0.354;
AAA;18/12/2021;12;0.815;
AAA;18/12/2021;13;0.172;
AAA;18/12/2021;14;0.496;
AAA;18/12/2021;15;0.934;
AAA;18/12/2021;16;0.332;
AAA;18/12/2021;17;0.271;
AAA;18/12/2021;18;0.195;
AAA;18/12/2021;19;0.189;
AAA;18/12/2021;20;0.189;
AAA;18/12/2021;21;0.17;
AAA;18/12/2021;22;0.163;
AAA;18/12/2021;23;0.462;
AAA;18/12/2021;24;0.406;
AAA;19/12/2021;1;0.293;
AAA;19/12/2021;2;0.176;
AAA;19/12/2021;3;0.23;
AAA;19/12/2021;4;0.13;
AAA;19/12/2021;5;0.14;
AAA;19/12/2021;6;0.178;
AAA;19/12/2021;7;0.115;
AAA;19/12/2021;8;0.129;
AAA;19/12/2021;9;0.135;
AAA;19/12/2021;10;0.257;
AAA;19/12/2021;11;0.311;
AAA;19/12/2021;12;0.257;
AAA;19/12/2021;13;0.224;
AAA;19/12/2021;14;4.281;
AAA;19/12/2021;15;3.682;
AAA;19/12/2021;16;3.74;
AAA;19/12/2021;17;4.01;
AAA;19/12/2021;18;4.694;
AAA;19/12/2021;19;1.943;
AAA;19/12/2021;20;0.587;
AAA;19/12/2021;21;0.254;
AAA;19/12/2021;22;0.895;
AAA;19/12/2021;23;0.237;
AAA;19/12/2021;24;0.166;
AAA;20/12/2021;1;0.178;
AAA;20/12/2021;2;0.173;
AAA;20/12/2021;3;0.192;
AAA;20/12/2021;4;0.166;
AAA;20/12/2021;5;0.167;
AAA;20/12/2021;6;0.201;
AAA;20/12/2021;7;0.255;
AAA;20/12/2021;8;0.46;
AAA;20/12/2021;9;0.447;
AAA;20/12/2021;10;0.282;
AAA;20/12/2021;11;0.693;
AAA;20/12/2021;12;0.875;
AAA;20/12/2021;13;0.299;
AAA;20/12/2021;14;0.354;
AAA;20/12/2021;15;1.842;
AAA;20/12/2021;16;0.47;
AAA;20/12/2021;17;0.532;
AAA;20/12/2021;18;0.301;
AAA;20/12/2021;19;0.314;
AAA;20/12/2021;20;0.237;
AAA;20/12/2021;21;0.649;
AAA;20/12/2021;22;0.488;
AAA;20/12/2021;23;0.398;
AAA;20/12/2021;24;0.551;
AAA;21/12/2021;1;0.61;
AAA;21/12/2021;2;0.147;
AAA;21/12/2021;3;0.193;
AAA;21/12/2021;4;0.145;
AAA;21/12/2021;5;0.112;
AAA;21/12/2021;6;0.113;
AAA;21/12/2021;7;0.131;
AAA;21/12/2021;8;0.877;
AAA;21/12/2021;9;0.629;
AAA;21/12/2021;10;4.161;
AAA;21/12/2021;11;3.696;
AAA;21/12/2021;12;3.687;
AAA;21/12/2021;13;3.745;
AAA;21/12/2021;14;3.949;
AAA;21/12/2021;15;3.82;
AAA;21/12/2021;16;3.869;
AAA;21/12/2021;17;3.831;
AAA;21/12/2021;18;0.328;
AAA;21/12/2021;19;0.336;
AAA;21/12/2021;20;0.28;
AAA;21/12/2021;21;0.323;
AAA;21/12/2021;22;0.413;
AAA;21/12/2021;23;0.41;
AAA;21/12/2021;24;0.332;
AAA;22/12/2021;1;0.177;
AAA;22/12/2021;2;0.149;
AAA;22/12/2021;3;0.176;
AAA;22/12/2021;4;0.141;
AAA;22/12/2021;5;0.139;
AAA;22/12/2021;6;0.136;
AAA;22/12/2021;7;0.132;
AAA;22/12/2021;8;0.437;
AAA;22/12/2021;9;0.462;
AAA;22/12/2021;10;0.444;
AAA;22/12/2021;11;0.277;
AAA;22/12/2021;12;0.222;
AAA;22/12/2021;13;0.191;
AAA;22/12/2021;14;0.169;
AAA;22/12/2021;15;1.716;
AAA;22/12/2021;16;0.588;
AAA;22/12/2021;17;0.612;
AAA;22/12/2021;18;0.983;
AAA;22/12/2021;19;0.291;
AAA;22/12/2021;20;0.526;
AAA;22/12/2021;21;0.535;
AAA;22/12/2021;22;0.378;
AAA;22/12/2021;23;0.335;
AAA;22/12/2021;24;0.253;
AAA;23/12/2021;1;0.147;
AAA;23/12/2021;2;0.131;
AAA;23/12/2021;3;0.159;
AAA;23/12/2021;4;0.13;
AAA;23/12/2021;5;0.132;
AAA;23/12/2021;6;0.143;
AAA;23/12/2021;7;0.222;
AAA;23/12/2021;8;0.438;
AAA;23/12/2021;9;0.517;
AAA;23/12/2021;10;1.245;
AAA;23/12/2021;11;1.148;
AAA;23/12/2021;12;1.093;
AAA;23/12/2021;13;0.427;
AAA;23/12/2021;14;0.171;
AAA;23/12/2021;15;0.423;
AAA;23/12/2021;16;0.151;
AAA;23/12/2021;17;0.174;
AAA;23/12/2021;18;0.282;
AAA;23/12/2021;19;0.359;
AAA;23/12/2021;20;1.915;
AAA;23/12/2021;21;0.786;
AAA;23/12/2021;22;0.697;
AAA;23/12/2021;23;0.601;
AAA;23/12/2021;24;0.427;
AAA;24/12/2021;1;0.785;
AAA;24/12/2021;2;0.166;
AAA;24/12/2021;3;0.164;
AAA;24/12/2021;4;0.138;
AAA;24/12/2021;5;0.119;
AAA;24/12/2021;6;0.097;
AAA;24/12/2021;7;0.084;
AAA;24/12/2021;8;0.39;
AAA;24/12/2021;9;0.526;
AAA;24/12/2021;10;3.775;
AAA;24/12/2021;11;3.697;
AAA;24/12/2021;12;3.756;
AAA;24/12/2021;13;3.988;
AAA;24/12/2021;14;3.746;
AAA;24/12/2021;15;4.714;
AAA;24/12/2021;16;4.947;
AAA;24/12/2021;17;3.816;
AAA;24/12/2021;18;0.326;
AAA;24/12/2021;19;1.607;
AAA;24/12/2021;20;0.765;
AAA;24/12/2021;21;0.615;
AAA;24/12/2021;22;0.441;
AAA;24/12/2021;23;0.679;
AAA;24/12/2021;24;0.355;
AAA;25/12/2021;1;0.247;
AAA;25/12/2021;2;0.262;
AAA;25/12/2021;3;0.113;
AAA;25/12/2021;4;1.605;
AAA;25/12/2021;5;0.136;
AAA;25/12/2021;6;0.14;
AAA;25/12/2021;7;0.169;
AAA;25/12/2021;8;0.141;
AAA;25/12/2021;9;0.24;
AAA;25/12/2021;10;3.945;
AAA;25/12/2021;11;3.954;
AAA;25/12/2021;12;4.149;
AAA;25/12/2021;13;0.32;
AAA;25/12/2021;14;0.277;
AAA;25/12/2021;15;0.25;
AAA;25/12/2021;16;0.471;
AAA;25/12/2021;17;0.647;
AAA;25/12/2021;18;0.286;
AAA;25/12/2021;19;0.889;
AAA;25/12/2021;20;0.146;
AAA;25/12/2021;21;0.146;
AAA;25/12/2021;22;0.2;
AAA;25/12/2021;23;2.103;
AAA;25/12/2021;24;0.446;
AAA;26/12/2021;1;0.187;
AAA;26/12/2021;2;0.186;
AAA;26/12/2021;3;0.149;
AAA;26/12/2021;4;0.139;
AAA;26/12/2021;5;0.177;
AAA;26/12/2021;6;0.159;
AAA;26/12/2021;7;0.137;
AAA;26/12/2021;8;0.142;
AAA;26/12/2021;9;0.107;
AAA;26/12/2021;10;0.348;
AAA;26/12/2021;11;0.333;
AAA;26/12/2021;12;1.63;
AAA;26/12/2021;13;0.429;
AAA;26/12/2021;14;0.398;
AAA;26/12/2021;15;0.376;
AAA;26/12/2021;16;0.263;
AAA;26/12/2021;17;0.205;
AAA;26/12/2021;18;0.585;
AAA;26/12/2021;19;0.449;
AAA;26/12/2021;20;1.063;
AAA;26/12/2021;21;0.757;
AAA;26/12/2021;22;0.319;
AAA;26/12/2021;23;0.293;
AAA;26/12/2021;24;0.365;
AAA;27/12/2021;1;0.202;
AAA;27/12/2021;2;0.158;
AAA;27/12/2021;3;0.157;
AAA;27/12/2021;4;0.159;
AAA;27/12/2021;5;0.157;
AAA;27/12/2021;6;0.129;
AAA;27/12/2021;7;0.133;
AAA;27/12/2021;8;0.335;
AAA;27/12/2021;9;0.372;
AAA;27/12/2021;10;0.199;
AAA;27/12/2021;11;0.357;
AAA;27/12/2021;12;0.185;
AAA;27/12/2021;13;0.23;
AAA;27/12/2021;14;0.725;
AAA;27/12/2021;15;0.186;
AAA;27/12/2021;16;0.179;
AAA;27/12/2021;17;0.241;
AAA;27/12/2021;18;0.229;
AAA;27/12/2021;19;0.227;
AAA;27/12/2021;20;0.231;
AAA;27/12/2021;21;0.307;
AAA;27/12/2021;22;0.219;
AAA;27/12/2021;23;0.205;
AAA;27/12/2021;24;0.189;
AAA;28/12/2021;1;0.153;
AAA;28/12/2021;2;0.148;
AAA;28/12/2021;3;0.179;
AAA;28/12/2021;4;0.133;
AAA;28/12/2021;5;0.136;
AAA;28/12/2021;6;0.131;
AAA;28/12/2021;7;0.135;
AAA;28/12/2021;8;0.37;
AAA;28/12/2021;9;0.314;
AAA;28/12/2021;10;0.335;
AAA;28/12/2021;11;0.259;
AAA;28/12/2021;12;0.165;
AAA;28/12/2021;13;0.146;
AAA;28/12/2021;14;0.519;
AAA;28/12/2021;15;0.911;
AAA;28/12/2021;16;0.291;
AAA;28/12/2021;17;0.32;
AAA;28/12/2021;18;0.272;
AAA;28/12/2021;19;0.233;
AAA;28/12/2021;20;0.271;
AAA;28/12/2021;21;0.665;
AAA;28/12/2021;22;0.389;
AAA;28/12/2021;23;0.415;
AAA;28/12/2021;24;0.327;
AAA;29/12/2021;1;0.14;
AAA;29/12/2021;2;0.151;
AAA;29/12/2021;3;0.146;
AAA;29/12/2021;4;0.143;
AAA;29/12/2021;5;0.186;
AAA;29/12/2021;6;0.145;
AAA;29/12/2021;7;0.135;
AAA;29/12/2021;8;0.411;
AAA;29/12/2021;9;0.498;
AAA;29/12/2021;10;0.47;
AAA;29/12/2021;11;0.325;
AAA;29/12/2021;12;0.356;
AAA;29/12/2021;13;0.355;
AAA;29/12/2021;14;1.169;
AAA;29/12/2021;15;0.249;
AAA;29/12/2021;16;0.181;
AAA;29/12/2021;17;0.153;
AAA;29/12/2021;18;0.244;
AAA;29/12/2021;19;0.127;
AAA;29/12/2021;20;0.272;
AAA;29/12/2021;21;0.376;
AAA;29/12/2021;22;0.618;
AAA;29/12/2021;23;1.704;
AAA;29/12/2021;24;0.601;
AAA;30/12/2021;1;0.565;
AAA;30/12/2021;2;0.84;
AAA;30/12/2021;3;0.155;
AAA;30/12/2021;4;0.132;
AAA;30/12/2021;5;0.259;
AAA;30/12/2021;6;0.136;
AAA;30/12/2021;7;0.123;
AAA;30/12/2021;8;0.364;
AAA;30/12/2021;9;0.488;
AAA;30/12/2021;10;0.464;
AAA;30/12/2021;11;0.315;
AAA;30/12/2021;12;0.326;
AAA;30/12/2021;13;1.212;
AAA;30/12/2021;14;1.002;
AAA;30/12/2021;15;0.186;
AAA;30/12/2021;16;0.797;
AAA;30/12/2021;17;0.279;
AAA;30/12/2021;18;1.42;
AAA;30/12/2021;19;0.98;
AAA;30/12/2021;20;0.872;
AAA;30/12/2021;21;0.628;
AAA;30/12/2021;22;0.535;
AAA;30/12/2021;23;0.296;
AAA;30/12/2021;24;0.185;
AAA;31/12/2021;1;0.171;
AAA;31/12/2021;2;0.131;
AAA;31/12/2021;3;0.139;
AAA;31/12/2021;4;0.135;
AAA;31/12/2021;5;0.136;
AAA;31/12/2021;6;0.135;
AAA;31/12/2021;7;0.153;
AAA;31/12/2021;8;0.392;
AAA;31/12/2021;9;0.495;
AAA;31/12/2021;10;0.377;
AAA;31/12/2021;11;0.189;
AAA;31/12/2021;12;0.312;
AAA;31/12/2021;13;0.183;
AAA;31/12/2021;14;0.178;
AAA;31/12/2021;15;0.245;
AAA;31/12/2021;16;0.405;
AAA;31/12/2021;17;0.366;
AAA;31/12/2021;18;0.264;
AAA;31/12/2021;19;1.406;
AAA;31/12/2021;20;0.449;
AAA;31/12/2021;21;0.388;
AAA;31/12/2021;22;0.218;
AAA;31/12/2021;23;0.203;
AAA;31/12/2021;24;0.196;
AAA;01/01/2022;1;0.147;
AAA;01/01/2022;2;0.143;
AAA;01/01/2022;3;3.203;
AAA;01/01/2022;4;0.148;
AAA;01/01/2022;5;0.142;
