CUPS;Fecha;Hora;Consumo;GGG
AAA;01/03/2022;14;0.429;
AAA;01/03/2022;15;0.525;
AAA;01/03/2022;16;0.207;
AAA;01/03/2022;17;0.224;
AAA;01/03/2022;18;0.172;
AAA;01/03/2022;19;0.2;
AAA;01/03/2022;20;0.454;
AAA;01/03/2022;21;0.493;
AAA;01/03/2022;22;0.911;
AAA;01/03/2022;23;0.523;
AAA;01/03/2022;24;0.298;
AAA;02/03/2022;1;3.452;
AAA;02/03/2022;2;0.114;
AAA;02/03/2022;3;0.167;
AAA;02/03/2022;4;0.188;
AAA;02/03/2022;5;0.166;
AAA;02/03/2022;6;0.127;
AAA;02/03/2022;7;0.133;
AAA;02/03/2022;8;2.284;
AAA;02/03/2022;9;0.396;
AAA;02/03/2022;10;0.32;
AAA;02/03/2022;11;3.966;
AAA;02/03/2022;12;3.677;
AAA;02/03/2022;13;3.695;
AAA;02/03/2022;14;4.002;
AAA;02/03/2022;15;4.112;
AAA;02/03/2022;16;3.968;
AAA;02/03/2022;17;0.409;
AAA;02/03/2022;18;0.438;
AAA;02/03/2022;19;0.338;
AAA;02/03/2022;20;0.412;
AAA;02/03/2022;21;0.353;
AAA;02/03/2022;22;0.355;
AAA;02/03/2022;23;0.447;
AAA;02/03/2022;24;0.352;
AAA;03/03/2022;1;0.304;
AAA;03/03/2022;2;0.244;
AAA;03/03/2022;3;0.218;
AAA;03/03/2022;4;0.208;
AAA;03/03/2022;5;0.211;
AAA;03/03/2022;6;0.221;
AAA;03/03/2022;7;0.197;
AAA;03/03/2022;8;0.262;
AAA;03/03/2022;9;0.384;
AAA;03/03/2022;10;0.785;
AAA;03/03/2022;11;0.62;
AAA;03/03/2022;12;0.829;
AAA;03/03/2022;13;0.528;
AAA;03/03/2022;14;0.745;
AAA;03/03/2022;15;0.289;
AAA;03/03/2022;16;0.638;
AAA;03/03/2022;17;0.437;
AAA;03/03/2022;18;1.128;
AAA;03/03/2022;19;0.453;
AAA;03/03/2022;20;0.746;
AAA;03/03/2022;21;0.882;
AAA;03/03/2022;22;0.526;
AAA;03/03/2022;23;0.369;
AAA;03/03/2022;24;0.318;
AAA;04/03/2022;1;0.239;
AAA;04/03/2022;2;0.153;
AAA;04/03/2022;3;0.146;
AAA;04/03/2022;4;0.144;
AAA;04/03/2022;5;0.147;
AAA;04/03/2022;6;0.145;
AAA;04/03/2022;7;0.144;
AAA;04/03/2022;8;0.297;
AAA;04/03/2022;9;0.423;
AAA;04/03/2022;10;0.276;
AAA;04/03/2022;11;0.154;
AAA;04/03/2022;12;0.159;
AAA;04/03/2022;13;0.145;
AAA;04/03/2022;14;0.302;
AAA;04/03/2022;15;1.372;
AAA;04/03/2022;16;0.408;
AAA;04/03/2022;17;0.18;
AAA;04/03/2022;18;0.27;
AAA;04/03/2022;19;0.351;
AAA;04/03/2022;20;0.569;
AAA;04/03/2022;21;0.365;
AAA;04/03/2022;22;0.305;
AAA;04/03/2022;23;0.395;
AAA;04/03/2022;24;0.343;
AAA;05/03/2022;1;0.247;
AAA;05/03/2022;2;0.16;
AAA;05/03/2022;3;0.145;
AAA;05/03/2022;4;0.144;
AAA;05/03/2022;5;0.148;
AAA;05/03/2022;6;0.141;
AAA;05/03/2022;7;0.183;
AAA;05/03/2022;8;0.147;
AAA;05/03/2022;9;0.403;
AAA;05/03/2022;10;0.491;
AAA;05/03/2022;11;0.522;
AAA;05/03/2022;12;0.141;
AAA;05/03/2022;13;1.177;
AAA;05/03/2022;14;0.469;
AAA;05/03/2022;15;0.861;
AAA;05/03/2022;16;0.276;
AAA;05/03/2022;17;0.153;
AAA;05/03/2022;18;0.253;
AAA;05/03/2022;19;0.579;
AAA;05/03/2022;20;0.246;
AAA;05/03/2022;21;0.17;
AAA;05/03/2022;22;1.25;
AAA;05/03/2022;23;4.04;
AAA;05/03/2022;24;3.769;
AAA;06/03/2022;1;0.189;
AAA;06/03/2022;2;0.129;
AAA;06/03/2022;3;0.108;
AAA;06/03/2022;4;0.092;
AAA;06/03/2022;5;0.145;
AAA;06/03/2022;6;0.181;
AAA;06/03/2022;7;0.169;
AAA;06/03/2022;8;0.14;
AAA;06/03/2022;9;3.547;
AAA;06/03/2022;10;4.32;
AAA;06/03/2022;11;3.824;
AAA;06/03/2022;12;3.736;
AAA;06/03/2022;13;3.73;
AAA;06/03/2022;14;3.68;
AAA;06/03/2022;15;3.584;
AAA;06/03/2022;16;3.688;
AAA;06/03/2022;17;3.74;
AAA;06/03/2022;18;0.178;
AAA;06/03/2022;19;0.209;
AAA;06/03/2022;20;0.139;
AAA;06/03/2022;21;0.924;
AAA;06/03/2022;22;0.491;
AAA;06/03/2022;23;0.337;
AAA;06/03/2022;24;0.252;
AAA;07/03/2022;1;0.165;
AAA;07/03/2022;2;0.159;
AAA;07/03/2022;3;0.136;
AAA;07/03/2022;4;0.14;
AAA;07/03/2022;5;0.144;
AAA;07/03/2022;6;0.184;
AAA;07/03/2022;7;0.119;
AAA;07/03/2022;8;0.145;
AAA;07/03/2022;9;0.488;
AAA;07/03/2022;10;0.299;
AAA;07/03/2022;11;0.445;
AAA;07/03/2022;12;0.251;
AAA;07/03/2022;13;0.225;
AAA;07/03/2022;14;0.559;
AAA;07/03/2022;15;0.775;
AAA;07/03/2022;16;0.248;
AAA;07/03/2022;17;0.276;
AAA;07/03/2022;18;0.213;
AAA;07/03/2022;19;0.5;
AAA;07/03/2022;20;0.791;
AAA;07/03/2022;21;0.513;
AAA;07/03/2022;22;0.467;
AAA;07/03/2022;23;0.484;
AAA;07/03/2022;24;0.305;
AAA;08/03/2022;1;0.607;
AAA;08/03/2022;2;0.18;
AAA;08/03/2022;3;0.848;
AAA;08/03/2022;4;0.153;
AAA;08/03/2022;5;0.124;
AAA;08/03/2022;6;0.226;
AAA;08/03/2022;7;0.206;
AAA;08/03/2022;8;0.352;
AAA;08/03/2022;9;0.326;
AAA;08/03/2022;10;0.533;
AAA;08/03/2022;11;0.27;
AAA;08/03/2022;12;0.244;
AAA;08/03/2022;13;0.237;
AAA;08/03/2022;14;0.454;
AAA;08/03/2022;15;1.109;
AAA;08/03/2022;16;0.737;
AAA;08/03/2022;17;0.713;
AAA;08/03/2022;18;0.203;
AAA;08/03/2022;19;0.171;
AAA;08/03/2022;20;0.271;
AAA;08/03/2022;21;0.233;
AAA;08/03/2022;22;0.215;
AAA;08/03/2022;23;0.381;
AAA;08/03/2022;24;0.268;
AAA;09/03/2022;1;0.147;
AAA;09/03/2022;2;0.151;
AAA;09/03/2022;3;0.144;
AAA;09/03/2022;4;0.204;
AAA;09/03/2022;5;0.145;
AAA;09/03/2022;6;0.144;
AAA;09/03/2022;7;0.164;
AAA;09/03/2022;8;0.351;
AAA;09/03/2022;9;0.361;
AAA;09/03/2022;10;0.356;
AAA;09/03/2022;11;0.287;
AAA;09/03/2022;12;0.213;
AAA;09/03/2022;13;0.333;
AAA;09/03/2022;14;0.227;
AAA;09/03/2022;15;1.307;
AAA;09/03/2022;16;0.427;
AAA;09/03/2022;17;0.415;
AAA;09/03/2022;18;0.421;
AAA;09/03/2022;19;0.428;
AAA;09/03/2022;20;0.596;
AAA;09/03/2022;21;0.618;
AAA;09/03/2022;22;0.699;
AAA;09/03/2022;23;1.993;
AAA;09/03/2022;24;1.02;
AAA;10/03/2022;1;0.21;
AAA;10/03/2022;2;0.131;
AAA;10/03/2022;3;0.123;
AAA;10/03/2022;4;0.138;
AAA;10/03/2022;5;0.138;
AAA;10/03/2022;6;0.175;
AAA;10/03/2022;7;0.137;
AAA;10/03/2022;8;0.344;
AAA;10/03/2022;9;0.286;
AAA;10/03/2022;10;0.457;
AAA;10/03/2022;11;0.358;
AAA;10/03/2022;12;0.342;
AAA;10/03/2022;13;0.341;
AAA;10/03/2022;14;0.248;
AAA;10/03/2022;15;0.821;
AAA;10/03/2022;16;0.642;
AAA;10/03/2022;17;0.938;
AAA;10/03/2022;18;0.225;
AAA;10/03/2022;19;0.178;
AAA;10/03/2022;20;0.43;
AAA;10/03/2022;21;0.373;
AAA;10/03/2022;22;0.763;
AAA;10/03/2022;23;0.413;
AAA;10/03/2022;24;0.357;
AAA;11/03/2022;1;0.179;
AAA;11/03/2022;2;0.216;
AAA;11/03/2022;3;0.122;
AAA;11/03/2022;4;0.188;
AAA;11/03/2022;5;0.12;
AAA;11/03/2022;6;0.904;
AAA;11/03/2022;7;0.164;
AAA;11/03/2022;8;0.158;
AAA;11/03/2022;9;0.492;
AAA;11/03/2022;10;3.732;
AAA;11/03/2022;11;3.712;
AAA;11/03/2022;12;3.753;
AAA;11/03/2022;13;3.844;
AAA;11/03/2022;14;3.73;
AAA;11/03/2022;15;0.853;
AAA;11/03/2022;16;0.265;
AAA;11/03/2022;17;0.219;
AAA;11/03/2022;18;0.459;
AAA;11/03/2022;19;0.393;
AAA;11/03/2022;20;0.412;
AAA;11/03/2022;21;0.374;
AAA;11/03/2022;22;0.792;
AAA;11/03/2022;23;1.006;
AAA;11/03/2022;24;0.883;
AAA;12/03/2022;1;0.286;
AAA;12/03/2022;2;0.161;
AAA;12/03/2022;3;0.139;
AAA;12/03/2022;4;0.201;
AAA;12/03/2022;5;0.166;
AAA;12/03/2022;6;0.174;
AAA;12/03/2022;7;0.159;
AAA;12/03/2022;8;0.143;
AAA;12/03/2022;9;1.262;
AAA;12/03/2022;10;0.555;
AAA;12/03/2022;11;0.179;
AAA;12/03/2022;12;0.161;
AAA;12/03/2022;13;0.182;
AAA;12/03/2022;14;1.181;
AAA;12/03/2022;15;0.751;
AAA;12/03/2022;16;0.631;
AAA;12/03/2022;17;0.934;
AAA;12/03/2022;18;0.39;
AAA;12/03/2022;19;0.391;
AAA;12/03/2022;20;0.959;
AAA;12/03/2022;21;0.362;
AAA;12/03/2022;22;0.322;
AAA;12/03/2022;23;0.367;
AAA;12/03/2022;24;0.318;
AAA;13/03/2022;1;0.149;
AAA;13/03/2022;2;0.141;
AAA;13/03/2022;3;0.141;
AAA;13/03/2022;4;0.142;
AAA;13/03/2022;5;0.139;
AAA;13/03/2022;6;0.139;
AAA;13/03/2022;7;0.135;
AAA;13/03/2022;8;0.176;
AAA;13/03/2022;9;0.608;
AAA;13/03/2022;10;0.651;
AAA;13/03/2022;11;0.251;
AAA;13/03/2022;12;1.344;
AAA;13/03/2022;13;0.233;
AAA;13/03/2022;14;0.188;
AAA;13/03/2022;15;0.188;
AAA;13/03/2022;16;0.325;
AAA;13/03/2022;17;0.184;
AAA;13/03/2022;18;0.21;
AAA;13/03/2022;19;0.382;
AAA;13/03/2022;20;0.261;
AAA;13/03/2022;21;0.438;
AAA;13/03/2022;22;0.356;
AAA;13/03/2022;23;0.268;
AAA;13/03/2022;24;0.167;
AAA;14/03/2022;1;0.143;
AAA;14/03/2022;2;0.04;
AAA;14/03/2022;3;0.121;
AAA;14/03/2022;4;0.121;
AAA;14/03/2022;5;0.13;
AAA;14/03/2022;6;0.097;
AAA;14/03/2022;7;0.133;
AAA;14/03/2022;8;0.098;
AAA;14/03/2022;9;3.367;
AAA;14/03/2022;10;0.259;
AAA;14/03/2022;11;3.797;
AAA;14/03/2022;12;3.822;
AAA;14/03/2022;13;3.812;
AAA;14/03/2022;14;3.831;
AAA;14/03/2022;15;3.77;
AAA;14/03/2022;16;3.94;
AAA;14/03/2022;17;3.705;
AAA;14/03/2022;18;0.18;
AAA;14/03/2022;19;0.295;
AAA;14/03/2022;20;0.216;
AAA;14/03/2022;21;0.216;
AAA;14/03/2022;22;0.183;
AAA;14/03/2022;23;0.342;
AAA;14/03/2022;24;0.515;
AAA;15/03/2022;1;0.692;
AAA;15/03/2022;2;0.258;
AAA;15/03/2022;3;0.742;
AAA;15/03/2022;4;0.144;
AAA;15/03/2022;5;0.175;
AAA;15/03/2022;6;0.138;
AAA;15/03/2022;7;0.141;
AAA;15/03/2022;8;0.363;
AAA;15/03/2022;9;0.428;
AAA;15/03/2022;10;0.953;
AAA;15/03/2022;11;0.81;
AAA;15/03/2022;12;0.3;
AAA;15/03/2022;13;0.211;
AAA;15/03/2022;14;0.472;
AAA;15/03/2022;15;0.385;
AAA;15/03/2022;16;0.468;
AAA;15/03/2022;17;0.4;
AAA;15/03/2022;18;0.41;
AAA;15/03/2022;19;0.389;
AAA;15/03/2022;20;0.429;
AAA;15/03/2022;21;0.252;
AAA;15/03/2022;22;0.255;
AAA;15/03/2022;23;0.364;
AAA;15/03/2022;24;0.349;
AAA;16/03/2022;1;0.183;
AAA;16/03/2022;2;0.146;
AAA;16/03/2022;3;0.114;
AAA;16/03/2022;4;0.122;
AAA;16/03/2022;5;0.138;
AAA;16/03/2022;6;0.163;
AAA;16/03/2022;7;0.154;
AAA;16/03/2022;8;0.345;
AAA;16/03/2022;9;0.467;
AAA;16/03/2022;10;3.651;
AAA;16/03/2022;11;3.76;
AAA;16/03/2022;12;3.691;
AAA;16/03/2022;13;3.644;
AAA;16/03/2022;14;3.68;
AAA;16/03/2022;15;3.885;
AAA;16/03/2022;16;3.66;
AAA;16/03/2022;17;3.768;
AAA;16/03/2022;18;0.178;
AAA;16/03/2022;19;0.139;
AAA;16/03/2022;20;0.269;
AAA;16/03/2022;21;0.197;
AAA;16/03/2022;22;0.183;
AAA;16/03/2022;23;0.206;
AAA;16/03/2022;24;0.257;
AAA;17/03/2022;1;0.133;
AAA;17/03/2022;2;0.168;
AAA;17/03/2022;3;0.161;
AAA;17/03/2022;4;0.2;
AAA;17/03/2022;5;0.148;
AAA;17/03/2022;6;0.146;
AAA;17/03/2022;7;0.146;
AAA;17/03/2022;8;0.355;
AAA;17/03/2022;9;0.386;
AAA;17/03/2022;10;0.291;
AAA;17/03/2022;11;0.394;
AAA;17/03/2022;12;0.372;
AAA;17/03/2022;13;0.338;
AAA;17/03/2022;14;0.611;
AAA;17/03/2022;15;0.399;
AAA;17/03/2022;16;0.572;
AAA;17/03/2022;17;0.272;
AAA;17/03/2022;18;0.178;
AAA;17/03/2022;19;0.274;
AAA;17/03/2022;20;0.368;
AAA;17/03/2022;21;0.421;
AAA;17/03/2022;22;0.295;
AAA;17/03/2022;23;1.667;
AAA;17/03/2022;24;2.392;
AAA;18/03/2022;1;0.182;
AAA;18/03/2022;2;0.144;
AAA;18/03/2022;3;0.157;
AAA;18/03/2022;4;0.106;
AAA;18/03/2022;5;0.14;
AAA;18/03/2022;6;0.115;
AAA;18/03/2022;7;0.129;
AAA;18/03/2022;8;0.127;
AAA;18/03/2022;9;0.49;
AAA;18/03/2022;10;3.806;
AAA;18/03/2022;11;3.67;
AAA;18/03/2022;12;3.796;
AAA;18/03/2022;13;3.705;
AAA;18/03/2022;14;3.843;
AAA;18/03/2022;15;3.955;
AAA;18/03/2022;16;4.009;
AAA;18/03/2022;17;4.182;
AAA;18/03/2022;18;1.07;
AAA;18/03/2022;19;0.515;
AAA;18/03/2022;20;0.299;
AAA;18/03/2022;21;0.953;
AAA;18/03/2022;22;2.072;
AAA;18/03/2022;23;0.495;
AAA;18/03/2022;24;0.351;
AAA;19/03/2022;1;0.199;
AAA;19/03/2022;2;0.122;
AAA;19/03/2022;3;0.135;
AAA;19/03/2022;4;0.149;
AAA;19/03/2022;5;0.134;
AAA;19/03/2022;6;0.164;
AAA;19/03/2022;7;0.151;
AAA;19/03/2022;8;2.97;
AAA;19/03/2022;9;1.158;
AAA;19/03/2022;10;4.76;
AAA;19/03/2022;11;4.702;
AAA;19/03/2022;12;5.079;
AAA;19/03/2022;13;4.263;
AAA;19/03/2022;14;4.091;
AAA;19/03/2022;15;3.694;
AAA;19/03/2022;16;3.854;
AAA;19/03/2022;17;0.505;
AAA;19/03/2022;18;0.247;
AAA;19/03/2022;19;0.278;
AAA;19/03/2022;20;0.45;
AAA;19/03/2022;21;1.141;
AAA;19/03/2022;22;0.627;
AAA;19/03/2022;23;0.532;
AAA;19/03/2022;24;0.347;
AAA;20/03/2022;1;0.157;
AAA;20/03/2022;2;0.147;
AAA;20/03/2022;3;0.137;
AAA;20/03/2022;4;0.172;
AAA;20/03/2022;5;0.144;
AAA;20/03/2022;6;0.145;
AAA;20/03/2022;7;0.146;
AAA;20/03/2022;8;0.145;
AAA;20/03/2022;9;0.452;
AAA;20/03/2022;10;0.894;
AAA;20/03/2022;11;0.421;
AAA;20/03/2022;12;0.988;
AAA;20/03/2022;13;1.433;
AAA;20/03/2022;14;0.25;
AAA;20/03/2022;15;0.177;
AAA;20/03/2022;16;0.156;
AAA;20/03/2022;17;0.242;
AAA;20/03/2022;18;0.195;
AAA;20/03/2022;19;0.777;
AAA;20/03/2022;20;1.465;
AAA;20/03/2022;21;0.687;
AAA;20/03/2022;22;0.551;
AAA;20/03/2022;23;0.709;
AAA;20/03/2022;24;0.417;
AAA;21/03/2022;1;0.425;
AAA;21/03/2022;2;0.221;
AAA;21/03/2022;3;0.2;
AAA;21/03/2022;4;0.2;
AAA;21/03/2022;5;0.205;
AAA;21/03/2022;6;0.207;
AAA;21/03/2022;7;0.271;
AAA;21/03/2022;8;0.312;
AAA;21/03/2022;9;0.424;
AAA;21/03/2022;10;0.376;
AAA;21/03/2022;11;0.391;
AAA;21/03/2022;12;0.19;
AAA;21/03/2022;13;0.23;
AAA;21/03/2022;14;0.3;
AAA;21/03/2022;15;0.972;
AAA;21/03/2022;16;1.01;
AAA;21/03/2022;17;0.198;
AAA;21/03/2022;18;0.373;
AAA;21/03/2022;19;0.272;
AAA;21/03/2022;20;0.272;
AAA;21/03/2022;21;0.749;
AAA;21/03/2022;22;0.425;
AAA;21/03/2022;23;0.346;
AAA;21/03/2022;24;0.333;
AAA;22/03/2022;1;0.766;
AAA;22/03/2022;2;2.303;
AAA;22/03/2022;3;1.214;
AAA;22/03/2022;4;0.168;
AAA;22/03/2022;5;0.142;
AAA;22/03/2022;6;0.142;
AAA;22/03/2022;7;0.142;
AAA;22/03/2022;8;0.37;
AAA;22/03/2022;9;0.299;
AAA;22/03/2022;10;1.21;
AAA;22/03/2022;11;0.162;
AAA;22/03/2022;12;0.179;
AAA;22/03/2022;13;0.194;
AAA;22/03/2022;14;1.085;
AAA;22/03/2022;15;0.672;
AAA;22/03/2022;16;0.25;
AAA;22/03/2022;17;0.208;
AAA;22/03/2022;18;0.241;
AAA;22/03/2022;19;0.229;
AAA;22/03/2022;20;0.358;
AAA;22/03/2022;21;0.33;
AAA;22/03/2022;22;0.227;
AAA;22/03/2022;23;0.46;
AAA;22/03/2022;24;0.328;
AAA;23/03/2022;1;0.194;
AAA;23/03/2022;2;0.186;
AAA;23/03/2022;3;0.145;
AAA;23/03/2022;4;0.144;
AAA;23/03/2022;5;0.14;
AAA;23/03/2022;6;0.138;
AAA;23/03/2022;7;0.139;
AAA;23/03/2022;8;0.335;
AAA;23/03/2022;9;0.367;
AAA;23/03/2022;10;0.285;
AAA;23/03/2022;11;0.504;
AAA;23/03/2022;12;0.739;
AAA;23/03/2022;13;0.267;
AAA;23/03/2022;14;0.961;
AAA;23/03/2022;15;0.739;
AAA;23/03/2022;16;0.373;
AAA;23/03/2022;17;0.261;
AAA;23/03/2022;18;0.228;
AAA;23/03/2022;19;0.285;
AAA;23/03/2022;20;0.418;
AAA;23/03/2022;21;0.507;
AAA;23/03/2022;22;0.478;
AAA;23/03/2022;23;0.409;
AAA;23/03/2022;24;0.224;
AAA;24/03/2022;1;3.5;
AAA;24/03/2022;2;0.128;
AAA;24/03/2022;3;0.124;
AAA;24/03/2022;4;0.168;
AAA;24/03/2022;5;0.139;
AAA;24/03/2022;6;0.123;
AAA;24/03/2022;7;3.406;
AAA;24/03/2022;8;1.634;
AAA;24/03/2022;9;0.603;
AAA;24/03/2022;10;0.564;
AAA;24/03/2022;11;3.955;
AAA;24/03/2022;12;4.228;
AAA;24/03/2022;13;4.332;
AAA;24/03/2022;14;4.58;
AAA;24/03/2022;15;5.682;
AAA;24/03/2022;16;0.715;
AAA;24/03/2022;17;0.502;
AAA;24/03/2022;18;0.434;
AAA;24/03/2022;19;0.286;
AAA;24/03/2022;20;0.493;
AAA;24/03/2022;21;0.631;
AAA;24/03/2022;22;0.414;
AAA;24/03/2022;23;0.434;
AAA;24/03/2022;24;0.544;
AAA;25/03/2022;1;1.278;
AAA;25/03/2022;2;0.37;
AAA;25/03/2022;3;0.195;
AAA;25/03/2022;4;0.137;
AAA;25/03/2022;5;0.153;
AAA;25/03/2022;6;0.117;
AAA;25/03/2022;7;0.135;
AAA;25/03/2022;8;3.214;
AAA;25/03/2022;9;1.383;
AAA;25/03/2022;10;3.793;
AAA;25/03/2022;11;3.754;
AAA;25/03/2022;12;3.683;
AAA;25/03/2022;13;3.727;
AAA;25/03/2022;14;4.025;
AAA;25/03/2022;15;3.736;
AAA;25/03/2022;16;3.752;
AAA;25/03/2022;17;0.278;
AAA;25/03/2022;18;0.214;
AAA;25/03/2022;19;0.227;
AAA;25/03/2022;20;0.306;
AAA;25/03/2022;21;0.375;
AAA;25/03/2022;22;0.305;
AAA;25/03/2022;23;0.244;
AAA;25/03/2022;24;0.211;
AAA;26/03/2022;1;3.142;
AAA;26/03/2022;2;0.113;
AAA;26/03/2022;3;0.089;
AAA;26/03/2022;4;0.123;
AAA;26/03/2022;5;0.155;
AAA;26/03/2022;6;0.149;
AAA;26/03/2022;7;0.1;
AAA;26/03/2022;8;3.307;
AAA;26/03/2022;9;0.178;
AAA;26/03/2022;10;0.262;
AAA;26/03/2022;11;3.837;
AAA;26/03/2022;12;3.691;
AAA;26/03/2022;13;3.691;
AAA;26/03/2022;14;3.676;
AAA;26/03/2022;15;3.668;
AAA;26/03/2022;16;3.681;
AAA;26/03/2022;17;0.156;
AAA;26/03/2022;18;0.189;
AAA;26/03/2022;19;0.231;
AAA;26/03/2022;20;0.18;
AAA;26/03/2022;21;0.226;
AAA;26/03/2022;22;0.297;
AAA;26/03/2022;23;0.324;
AAA;26/03/2022;24;0.322;
AAA;27/03/2022;1;0.856;
AAA;27/03/2022;2;0.131;
AAA;27/03/2022;3;0.14;
AAA;27/03/2022;4;0.152;
AAA;27/03/2022;5;0.112;
AAA;27/03/2022;6;0.153;
AAA;27/03/2022;7;0.182;
AAA;27/03/2022;8;0.123;
AAA;27/03/2022;9;0.387;
AAA;27/03/2022;10;0.191;
AAA;27/03/2022;11;0.548;
AAA;27/03/2022;12;0.501;
AAA;27/03/2022;13;0.986;
AAA;27/03/2022;14;0.587;
AAA;27/03/2022;15;0.176;
AAA;27/03/2022;16;0.29;
AAA;27/03/2022;17;0.216;
AAA;27/03/2022;18;0.267;
AAA;27/03/2022;19;0.26;
AAA;27/03/2022;20;0.25;
AAA;27/03/2022;21;0.596;
AAA;27/03/2022;22;0.317;
AAA;27/03/2022;23;0.338;
AAA;27/03/2022;24;0.282;
AAA;28/03/2022;1;0.221;
AAA;28/03/2022;2;0.149;
AAA;28/03/2022;3;0.158;
AAA;28/03/2022;4;0.136;
AAA;28/03/2022;5;0.135;
AAA;28/03/2022;6;0.181;
AAA;28/03/2022;7;0.175;
AAA;28/03/2022;8;0.485;
AAA;28/03/2022;9;0.375;
AAA;28/03/2022;10;0.425;
AAA;28/03/2022;11;0.232;
AAA;28/03/2022;12;0.237;
AAA;28/03/2022;13;0.374;
AAA;28/03/2022;14;0.276;
AAA;28/03/2022;15;0.193;
AAA;28/03/2022;16;0.28;
AAA;28/03/2022;17;0.197;
AAA;28/03/2022;18;0.168;
AAA;28/03/2022;19;0.279;
AAA;28/03/2022;20;0.225;
AAA;28/03/2022;21;0.769;
AAA;28/03/2022;22;0.326;
AAA;28/03/2022;23;0.33;
AAA;28/03/2022;24;0.16;
AAA;29/03/2022;1;0.172;
AAA;29/03/2022;2;0.159;
AAA;29/03/2022;3;0.149;
AAA;29/03/2022;4;0.128;
AAA;29/03/2022;5;0.128;
AAA;29/03/2022;6;0.144;
AAA;29/03/2022;7;0.383;
AAA;29/03/2022;8;0.414;
AAA;29/03/2022;9;0.546;
AAA;29/03/2022;10;0.378;
AAA;29/03/2022;11;0.655;
AAA;29/03/2022;12;0.4;
AAA;29/03/2022;13;0.297;
AAA;29/03/2022;14;0.424;
AAA;29/03/2022;15;0.266;
AAA;29/03/2022;16;0.241;
AAA;29/03/2022;17;0.212;
AAA;29/03/2022;18;0.226;
AAA;29/03/2022;19;0.279;
AAA;29/03/2022;20;0.377;
AAA;29/03/2022;21;0.612;
AAA;29/03/2022;22;0.352;
AAA;29/03/2022;23;0.329;
AAA;29/03/2022;24;3.562;
AAA;30/03/2022;1;0.143;
AAA;30/03/2022;2;0.113;
AAA;30/03/2022;3;0.093;
AAA;30/03/2022;4;0.128;
AAA;30/03/2022;5;0.117;
AAA;30/03/2022;6;0.562;
AAA;30/03/2022;7;0.387;
AAA;30/03/2022;8;0.426;
AAA;30/03/2022;9;0.191;
AAA;30/03/2022;10;3.72;
AAA;30/03/2022;11;3.681;
AAA;30/03/2022;12;3.862;
AAA;30/03/2022;13;3.678;
AAA;30/03/2022;14;4.119;
AAA;30/03/2022;15;0.601;
AAA;30/03/2022;16;0.226;
AAA;30/03/2022;17;0.232;
AAA;30/03/2022;18;0.231;
AAA;30/03/2022;19;0.3;
AAA;30/03/2022;20;0.374;
AAA;30/03/2022;21;0.376;
AAA;30/03/2022;22;1.764;
AAA;30/03/2022;23;0.391;
AAA;30/03/2022;24;0.85;
AAA;31/03/2022;1;0.48;
AAA;31/03/2022;2;1.08;
AAA;31/03/2022;3;0.398;
AAA;31/03/2022;4;0.393;
AAA;31/03/2022;5;0.391;
AAA;31/03/2022;6;0.389;
AAA;31/03/2022;7;0.534;
AAA;31/03/2022;8;0.447;
AAA;31/03/2022;9;0.432;
AAA;31/03/2022;10;0.322;
AAA;31/03/2022;11;0.418;
AAA;31/03/2022;12;0.478;
AAA;31/03/2022;13;0.309;
AAA;31/03/2022;14;0.353;
AAA;31/03/2022;15;0.214;
AAA;31/03/2022;16;0.238;
AAA;31/03/2022;17;0.177;
AAA;31/03/2022;18;0.235;
AAA;31/03/2022;19;0.402;
AAA;31/03/2022;20;0.437;
AAA;31/03/2022;21;0.327;
AAA;31/03/2022;22;0.525;
AAA;31/03/2022;23;0.366;
AAA;31/03/2022;24;0.199;
AAA;01/04/2022;1;0.186;
AAA;01/04/2022;2;0.143;
AAA;01/04/2022;3;0.14;
AAA;01/04/2022;4;0.141;
AAA;01/04/2022;5;0.145;
AAA;01/04/2022;6;0.14;
AAA;01/04/2022;7;0.228;
AAA;01/04/2022;8;0.394;
AAA;01/04/2022;9;0.341;
AAA;01/04/2022;10;0.206;
AAA;01/04/2022;11;0.183;
AAA;01/04/2022;12;0.274;
AAA;01/04/2022;13;0.591;
AAA;01/04/2022;14;0.128;
AAA;01/04/2022;15;0.361;
AAA;01/04/2022;16;0.522;
AAA;01/04/2022;17;0.17;
AAA;01/04/2022;18;0.199;
AAA;01/04/2022;19;0.283;
AAA;01/04/2022;20;0.26;
AAA;01/04/2022;21;0.536;
AAA;01/04/2022;22;0.465;
AAA;01/04/2022;23;0.357;
AAA;01/04/2022;24;3.534;
AAA;02/04/2022;1;0.144;
AAA;02/04/2022;2;0.095;
AAA;02/04/2022;3;0.123;
AAA;02/04/2022;4;0.136;
AAA;02/04/2022;5;0.145;
AAA;02/04/2022;6;0.098;
AAA;02/04/2022;7;0.225;
AAA;02/04/2022;8;0.437;
AAA;02/04/2022;9;0.385;
AAA;02/04/2022;10;3.691;
AAA;02/04/2022;11;3.716;
AAA;02/04/2022;12;3.636;
AAA;02/04/2022;13;3.651;
AAA;02/04/2022;14;3.671;
AAA;02/04/2022;15;3.689;
AAA;02/04/2022;16;3.629;
AAA;02/04/2022;17;0.175;
AAA;02/04/2022;18;0.204;
AAA;02/04/2022;19;0.149;
AAA;02/04/2022;20;0.261;
AAA;02/04/2022;21;0.3;
