CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004676798CK;14/03/2022;10;0,133;R
ES0021000004676798CK;14/03/2022;11;0,132;R
ES0021000004676798CK;14/03/2022;12;0,216;R
ES0021000004676798CK;14/03/2022;13;0,13;R
ES0021000004676798CK;14/03/2022;14;0,144;R
ES0021000004676798CK;14/03/2022;15;0,139;R
ES0021000004676798CK;14/03/2022;16;0,272;R
ES0021000004676798CK;14/03/2022;17;0,217;R
ES0021000004676798CK;14/03/2022;18;0,151;R
ES0021000004676798CK;14/03/2022;19;0,209;R
ES0021000004676798CK;14/03/2022;20;0,222;R
ES0021000004676798CK;14/03/2022;21;0,111;R
ES0021000004676798CK;14/03/2022;22;0,498;R
ES0021000004676798CK;14/03/2022;23;1,366;R
ES0021000004676798CK;14/03/2022;24;0,291;R
ES0021000004676798CK;15/03/2022;1;0,17;R
ES0021000004676798CK;15/03/2022;2;0,183;R
ES0021000004676798CK;15/03/2022;3;0,197;R
ES0021000004676798CK;15/03/2022;4;0,14;R
ES0021000004676798CK;15/03/2022;5;0,159;R
ES0021000004676798CK;15/03/2022;6;0,124;R
ES0021000004676798CK;15/03/2022;7;0,134;R
ES0021000004676798CK;15/03/2022;8;0,187;R
ES0021000004676798CK;15/03/2022;9;0,131;R
ES0021000004676798CK;15/03/2022;10;0,22;R
ES0021000004676798CK;15/03/2022;11;0,119;R
ES0021000004676798CK;15/03/2022;12;0,138;R
ES0021000004676798CK;15/03/2022;13;0,234;R
ES0021000004676798CK;15/03/2022;14;0,166;R
ES0021000004676798CK;15/03/2022;15;0,238;R
ES0021000004676798CK;15/03/2022;16;0,416;R
ES0021000004676798CK;15/03/2022;17;0,182;R
ES0021000004676798CK;15/03/2022;18;0,215;R
ES0021000004676798CK;15/03/2022;19;0,263;R
ES0021000004676798CK;15/03/2022;20;0,441;R
ES0021000004676798CK;15/03/2022;21;0,509;R
ES0021000004676798CK;15/03/2022;22;0,267;R
ES0021000004676798CK;15/03/2022;23;0,312;R
ES0021000004676798CK;15/03/2022;24;0,224;R
ES0021000004676798CK;16/03/2022;1;0,206;R
ES0021000004676798CK;16/03/2022;2;0,193;R
ES0021000004676798CK;16/03/2022;3;0,168;R
ES0021000004676798CK;16/03/2022;4;0,127;R
ES0021000004676798CK;16/03/2022;5;0,141;R
ES0021000004676798CK;16/03/2022;6;0,161;R
ES0021000004676798CK;16/03/2022;7;0,13;R
ES0021000004676798CK;16/03/2022;8;0,234;R
ES0021000004676798CK;16/03/2022;9;0,258;R
ES0021000004676798CK;16/03/2022;10;0,192;R
ES0021000004676798CK;16/03/2022;11;0,202;R
ES0021000004676798CK;16/03/2022;12;0,273;R
ES0021000004676798CK;16/03/2022;13;0,176;R
ES0021000004676798CK;16/03/2022;14;0,96;R
ES0021000004676798CK;16/03/2022;15;1,242;R
ES0021000004676798CK;16/03/2022;16;0,257;R
ES0021000004676798CK;16/03/2022;17;0,411;R
ES0021000004676798CK;16/03/2022;18;0,215;R
ES0021000004676798CK;16/03/2022;19;0,754;R
ES0021000004676798CK;16/03/2022;20;0,696;R
ES0021000004676798CK;16/03/2022;21;0,435;R
ES0021000004676798CK;16/03/2022;22;0,258;R
ES0021000004676798CK;16/03/2022;23;0,34;R
ES0021000004676798CK;16/03/2022;24;0,772;R
ES0021000004676798CK;17/03/2022;1;1,086;R
ES0021000004676798CK;17/03/2022;2;0,259;R
ES0021000004676798CK;17/03/2022;3;0,164;R
ES0021000004676798CK;17/03/2022;4;0,122;R
ES0021000004676798CK;17/03/2022;5;0,148;R
ES0021000004676798CK;17/03/2022;6;0,162;R
ES0021000004676798CK;17/03/2022;7;0,247;R
ES0021000004676798CK;17/03/2022;8;1,422;R
ES0021000004676798CK;17/03/2022;9;0,801;R
ES0021000004676798CK;17/03/2022;10;0,163;R
ES0021000004676798CK;17/03/2022;11;0,158;R
ES0021000004676798CK;17/03/2022;12;0,203;R
ES0021000004676798CK;17/03/2022;13;0,119;R
ES0021000004676798CK;17/03/2022;14;0,158;R
ES0021000004676798CK;17/03/2022;15;0,149;R
ES0021000004676798CK;17/03/2022;16;0,17;R
ES0021000004676798CK;17/03/2022;17;0,21;R
ES0021000004676798CK;17/03/2022;18;0,17;R
ES0021000004676798CK;17/03/2022;19;0,141;R
ES0021000004676798CK;17/03/2022;20;0,459;R
ES0021000004676798CK;17/03/2022;21;0,345;R
ES0021000004676798CK;17/03/2022;22;0,383;R
ES0021000004676798CK;17/03/2022;23;0,246;R
ES0021000004676798CK;17/03/2022;24;0,196;R
ES0021000004676798CK;18/03/2022;1;0,203;R
ES0021000004676798CK;18/03/2022;2;0,234;R
ES0021000004676798CK;18/03/2022;3;0,178;R
ES0021000004676798CK;18/03/2022;4;0,141;R
ES0021000004676798CK;18/03/2022;5;0,173;R
ES0021000004676798CK;18/03/2022;6;0,207;R
ES0021000004676798CK;18/03/2022;7;0,115;R
ES0021000004676798CK;18/03/2022;8;0,158;R
ES0021000004676798CK;18/03/2022;9;0,148;R
ES0021000004676798CK;18/03/2022;10;0,113;R
ES0021000004676798CK;18/03/2022;11;0,2;R
ES0021000004676798CK;18/03/2022;12;0,177;R
ES0021000004676798CK;18/03/2022;13;0,131;R
ES0021000004676798CK;18/03/2022;14;0,235;R
ES0021000004676798CK;18/03/2022;15;0,199;R
ES0021000004676798CK;18/03/2022;16;0,22;R
ES0021000004676798CK;18/03/2022;17;0,233;R
ES0021000004676798CK;18/03/2022;18;0,353;R
ES0021000004676798CK;18/03/2022;19;0,272;R
ES0021000004676798CK;18/03/2022;20;1,784;R
ES0021000004676798CK;18/03/2022;21;1,128;R
ES0021000004676798CK;18/03/2022;22;0,371;R
ES0021000004676798CK;18/03/2022;23;0,323;R
ES0021000004676798CK;18/03/2022;24;0,331;R
ES0021000004676798CK;19/03/2022;1;0,314;R
ES0021000004676798CK;19/03/2022;2;0,314;R
ES0021000004676798CK;19/03/2022;3;0,307;R
ES0021000004676798CK;19/03/2022;4;0,219;R
ES0021000004676798CK;19/03/2022;5;0,176;R
ES0021000004676798CK;19/03/2022;6;0,149;R
ES0021000004676798CK;19/03/2022;7;0,143;R
ES0021000004676798CK;19/03/2022;8;0,348;R
ES0021000004676798CK;19/03/2022;9;1,945;R
ES0021000004676798CK;19/03/2022;10;0,842;R
ES0021000004676798CK;19/03/2022;11;1,54;R
ES0021000004676798CK;19/03/2022;12;1,419;R
ES0021000004676798CK;19/03/2022;13;1,263;R
ES0021000004676798CK;19/03/2022;14;0,168;R
ES0021000004676798CK;19/03/2022;15;0,215;R
ES0021000004676798CK;19/03/2022;16;0,126;R
ES0021000004676798CK;19/03/2022;17;0,166;R
ES0021000004676798CK;19/03/2022;18;0,145;R
ES0021000004676798CK;19/03/2022;19;0,117;R
ES0021000004676798CK;19/03/2022;20;0,164;R
ES0021000004676798CK;19/03/2022;21;0,769;R
ES0021000004676798CK;19/03/2022;22;0,212;R
ES0021000004676798CK;19/03/2022;23;0,162;R
ES0021000004676798CK;19/03/2022;24;0,146;R
ES0021000004676798CK;20/03/2022;1;0,112;R
ES0021000004676798CK;20/03/2022;2;0,191;R
ES0021000004676798CK;20/03/2022;3;0,222;R
ES0021000004676798CK;20/03/2022;4;0,144;R
ES0021000004676798CK;20/03/2022;5;0,147;R
ES0021000004676798CK;20/03/2022;6;0,142;R
ES0021000004676798CK;20/03/2022;7;0,143;R
ES0021000004676798CK;20/03/2022;8;0,135;R
ES0021000004676798CK;20/03/2022;9;0,134;R
ES0021000004676798CK;20/03/2022;10;0,193;R
ES0021000004676798CK;20/03/2022;11;0,254;R
ES0021000004676798CK;20/03/2022;12;0,247;R
ES0021000004676798CK;20/03/2022;13;0,209;R
ES0021000004676798CK;20/03/2022;14;0,225;R
ES0021000004676798CK;20/03/2022;15;0,176;R
ES0021000004676798CK;20/03/2022;16;0,213;R
ES0021000004676798CK;20/03/2022;17;0,17;R
ES0021000004676798CK;20/03/2022;18;0,153;R
ES0021000004676798CK;20/03/2022;19;0,164;R
ES0021000004676798CK;20/03/2022;20;0,425;R
ES0021000004676798CK;20/03/2022;21;0,91;R
ES0021000004676798CK;20/03/2022;22;0,306;R
ES0021000004676798CK;20/03/2022;23;0,203;R
ES0021000004676798CK;20/03/2022;24;0,193;R
ES0021000004676798CK;21/03/2022;1;0,221;R
ES0021000004676798CK;21/03/2022;2;0,167;R
ES0021000004676798CK;21/03/2022;3;0,122;R
ES0021000004676798CK;21/03/2022;4;0,161;R
ES0021000004676798CK;21/03/2022;5;0,148;R
ES0021000004676798CK;21/03/2022;6;0,108;R
ES0021000004676798CK;21/03/2022;7;0,172;R
ES0021000004676798CK;21/03/2022;8;0,203;R
ES0021000004676798CK;21/03/2022;9;0,191;R
ES0021000004676798CK;21/03/2022;10;0,237;R
ES0021000004676798CK;21/03/2022;11;0,208;R
ES0021000004676798CK;21/03/2022;12;0,205;R
ES0021000004676798CK;21/03/2022;13;0,19;R
ES0021000004676798CK;21/03/2022;14;0,222;R
ES0021000004676798CK;21/03/2022;15;0,284;R
ES0021000004676798CK;21/03/2022;16;0,228;R
ES0021000004676798CK;21/03/2022;17;0,174;R
ES0021000004676798CK;21/03/2022;18;0,224;R
ES0021000004676798CK;21/03/2022;19;0,442;R
ES0021000004676798CK;21/03/2022;20;0,919;R
ES0021000004676798CK;21/03/2022;21;0,962;R
ES0021000004676798CK;21/03/2022;22;0,315;R
ES0021000004676798CK;21/03/2022;23;0,632;R
ES0021000004676798CK;21/03/2022;24;1,097;R
ES0021000004676798CK;22/03/2022;1;0,215;R
ES0021000004676798CK;22/03/2022;2;1,109;R
ES0021000004676798CK;22/03/2022;3;0,843;R
ES0021000004676798CK;22/03/2022;4;0,149;R
ES0021000004676798CK;22/03/2022;5;0,142;R
ES0021000004676798CK;22/03/2022;6;0,156;R
ES0021000004676798CK;22/03/2022;7;0,141;R
ES0021000004676798CK;22/03/2022;8;0,144;R
ES0021000004676798CK;22/03/2022;9;0,22;R
ES0021000004676798CK;22/03/2022;10;0,208;R
ES0021000004676798CK;22/03/2022;11;0,175;R
ES0021000004676798CK;22/03/2022;12;0,201;R
ES0021000004676798CK;22/03/2022;13;0,253;R
ES0021000004676798CK;22/03/2022;14;0,171;R
ES0021000004676798CK;22/03/2022;15;0,198;R
ES0021000004676798CK;22/03/2022;16;0,217;R
ES0021000004676798CK;22/03/2022;17;0,783;R
ES0021000004676798CK;22/03/2022;18;0,168;R
ES0021000004676798CK;22/03/2022;19;0,236;R
ES0021000004676798CK;22/03/2022;20;0,433;R
ES0021000004676798CK;22/03/2022;21;0,328;R
ES0021000004676798CK;22/03/2022;22;0,321;R
ES0021000004676798CK;22/03/2022;23;0,35;R
ES0021000004676798CK;22/03/2022;24;0,303;R
ES0021000004676798CK;23/03/2022;1;0,36;R
ES0021000004676798CK;23/03/2022;2;0,302;R
ES0021000004676798CK;23/03/2022;3;0,339;R
ES0021000004676798CK;23/03/2022;4;0,282;R
ES0021000004676798CK;23/03/2022;5;0,237;R
ES0021000004676798CK;23/03/2022;6;0,274;R
ES0021000004676798CK;23/03/2022;7;0,252;R
ES0021000004676798CK;23/03/2022;8;0,16;R
ES0021000004676798CK;23/03/2022;9;0,234;R
ES0021000004676798CK;23/03/2022;10;0,172;R
ES0021000004676798CK;23/03/2022;11;0,172;R
ES0021000004676798CK;23/03/2022;12;0,349;R
ES0021000004676798CK;23/03/2022;13;0,348;R
ES0021000004676798CK;23/03/2022;14;0,423;R
ES0021000004676798CK;23/03/2022;15;0,422;R
ES0021000004676798CK;23/03/2022;16;0,902;R
ES0021000004676798CK;23/03/2022;17;1,363;R
ES0021000004676798CK;23/03/2022;18;0,186;R
ES0021000004676798CK;23/03/2022;19;0,194;R
ES0021000004676798CK;23/03/2022;20;0,343;R
ES0021000004676798CK;23/03/2022;21;0,359;R
ES0021000004676798CK;23/03/2022;22;0,487;R
ES0021000004676798CK;23/03/2022;23;0,291;R
ES0021000004676798CK;23/03/2022;24;0,221;R
ES0021000004676798CK;24/03/2022;1;0,253;R
ES0021000004676798CK;24/03/2022;2;0,178;R
ES0021000004676798CK;24/03/2022;3;0,169;R
ES0021000004676798CK;24/03/2022;4;0,101;R
ES0021000004676798CK;24/03/2022;5;0,163;R
ES0021000004676798CK;24/03/2022;6;0,159;R
ES0021000004676798CK;24/03/2022;7;0,117;R
ES0021000004676798CK;24/03/2022;8;0,159;R
ES0021000004676798CK;24/03/2022;9;0,283;R
ES0021000004676798CK;24/03/2022;10;0,192;R
ES0021000004676798CK;24/03/2022;11;0,194;R
ES0021000004676798CK;24/03/2022;12;0,256;R
ES0021000004676798CK;24/03/2022;13;0,195;R
ES0021000004676798CK;24/03/2022;14;0,195;R
ES0021000004676798CK;24/03/2022;15;0,421;R
ES0021000004676798CK;24/03/2022;16;0,403;R
ES0021000004676798CK;24/03/2022;17;0,298;R
ES0021000004676798CK;24/03/2022;18;0,181;R
ES0021000004676798CK;24/03/2022;19;0,266;R
ES0021000004676798CK;24/03/2022;20;1,393;R
ES0021000004676798CK;24/03/2022;21;0,782;R
ES0021000004676798CK;24/03/2022;22;0,47;R
ES0021000004676798CK;24/03/2022;23;0,407;R
ES0021000004676798CK;24/03/2022;24;0,201;R
ES0021000004676798CK;25/03/2022;1;0,233;R
ES0021000004676798CK;25/03/2022;2;0,176;R
ES0021000004676798CK;25/03/2022;3;0,135;R
ES0021000004676798CK;25/03/2022;4;0,143;R
ES0021000004676798CK;25/03/2022;5;0,15;R
ES0021000004676798CK;25/03/2022;6;0,13;R
ES0021000004676798CK;25/03/2022;7;0,151;R
ES0021000004676798CK;25/03/2022;8;0,933;R
ES0021000004676798CK;25/03/2022;9;0,942;R
ES0021000004676798CK;25/03/2022;10;0,167;R
ES0021000004676798CK;25/03/2022;11;0,131;R
ES0021000004676798CK;25/03/2022;12;0,129;R
ES0021000004676798CK;25/03/2022;13;0,212;R
ES0021000004676798CK;25/03/2022;14;0,141;R
ES0021000004676798CK;25/03/2022;15;0,137;R
ES0021000004676798CK;25/03/2022;16;0,346;R
ES0021000004676798CK;25/03/2022;17;0,175;R
ES0021000004676798CK;25/03/2022;18;0,419;R
ES0021000004676798CK;25/03/2022;19;1,713;R
ES0021000004676798CK;25/03/2022;20;0,941;R
ES0021000004676798CK;25/03/2022;21;0,251;R
ES0021000004676798CK;25/03/2022;22;0,384;R
ES0021000004676798CK;25/03/2022;23;0,324;R
ES0021000004676798CK;25/03/2022;24;0,292;R
ES0021000004676798CK;26/03/2022;1;0,319;R
ES0021000004676798CK;26/03/2022;2;0,374;R
ES0021000004676798CK;26/03/2022;3;0,257;R
ES0021000004676798CK;26/03/2022;4;0,148;R
ES0021000004676798CK;26/03/2022;5;0,137;R
ES0021000004676798CK;26/03/2022;6;0,141;R
ES0021000004676798CK;26/03/2022;7;0,132;R
ES0021000004676798CK;26/03/2022;8;0,165;R
ES0021000004676798CK;26/03/2022;9;0,404;R
ES0021000004676798CK;26/03/2022;10;0,508;R
ES0021000004676798CK;26/03/2022;11;0,306;R
ES0021000004676798CK;26/03/2022;12;1,445;R
ES0021000004676798CK;26/03/2022;13;1,979;R
ES0021000004676798CK;26/03/2022;14;1,41;R
ES0021000004676798CK;26/03/2022;15;0,249;R
ES0021000004676798CK;26/03/2022;16;0,282;R
ES0021000004676798CK;26/03/2022;17;0,151;R
ES0021000004676798CK;26/03/2022;18;0,142;R
ES0021000004676798CK;26/03/2022;19;0,174;R
ES0021000004676798CK;26/03/2022;20;0,358;R
ES0021000004676798CK;26/03/2022;21;0,196;R
ES0021000004676798CK;26/03/2022;22;0,251;R
ES0021000004676798CK;26/03/2022;23;0,219;R
ES0021000004676798CK;26/03/2022;24;0,329;R
ES0021000004676798CK;27/03/2022;1;0,34;R
ES0021000004676798CK;27/03/2022;2;0,202;R
ES0021000004676798CK;27/03/2022;3;0,165;R
ES0021000004676798CK;27/03/2022;4;0,161;R
ES0021000004676798CK;27/03/2022;5;0,109;R
ES0021000004676798CK;27/03/2022;6;0,16;R
ES0021000004676798CK;27/03/2022;7;0,155;R
ES0021000004676798CK;27/03/2022;8;0,175;R
ES0021000004676798CK;27/03/2022;9;1,481;R
ES0021000004676798CK;27/03/2022;10;0,436;R
ES0021000004676798CK;27/03/2022;11;0,307;R
ES0021000004676798CK;27/03/2022;12;0,206;R
ES0021000004676798CK;27/03/2022;13;0,219;R
ES0021000004676798CK;27/03/2022;14;0,133;R
ES0021000004676798CK;27/03/2022;15;0,148;R
ES0021000004676798CK;27/03/2022;16;0,143;R
ES0021000004676798CK;27/03/2022;17;0,146;R
ES0021000004676798CK;27/03/2022;18;0,135;R
ES0021000004676798CK;27/03/2022;19;0,144;R
ES0021000004676798CK;27/03/2022;20;0,981;R
ES0021000004676798CK;27/03/2022;21;1,313;R
ES0021000004676798CK;27/03/2022;22;0,52;R
ES0021000004676798CK;27/03/2022;23;0,438;R
ES0021000004676798CK;28/03/2022;1;0,305;R
ES0021000004676798CK;28/03/2022;2;0,111;R
ES0021000004676798CK;28/03/2022;3;0,173;R
ES0021000004676798CK;28/03/2022;4;0,162;R
ES0021000004676798CK;28/03/2022;5;0,14;R
ES0021000004676798CK;28/03/2022;6;0,222;R
ES0021000004676798CK;28/03/2022;7;0,144;R
ES0021000004676798CK;28/03/2022;8;0,157;R
ES0021000004676798CK;28/03/2022;9;0,143;R
ES0021000004676798CK;28/03/2022;10;0,13;R
ES0021000004676798CK;28/03/2022;11;0,143;R
ES0021000004676798CK;28/03/2022;12;0,131;R
ES0021000004676798CK;28/03/2022;13;0,125;R
ES0021000004676798CK;28/03/2022;14;0,151;R
ES0021000004676798CK;28/03/2022;15;0,135;R
ES0021000004676798CK;28/03/2022;16;0,382;R
ES0021000004676798CK;28/03/2022;17;0,295;R
ES0021000004676798CK;28/03/2022;18;0,194;R
ES0021000004676798CK;28/03/2022;19;0,267;R
ES0021000004676798CK;28/03/2022;20;0,258;R
ES0021000004676798CK;28/03/2022;21;1,091;R
ES0021000004676798CK;28/03/2022;22;0,232;R
ES0021000004676798CK;28/03/2022;23;0,251;R
ES0021000004676798CK;28/03/2022;24;0,223;R
ES0021000004676798CK;29/03/2022;1;0,123;R
ES0021000004676798CK;29/03/2022;2;0,181;R
ES0021000004676798CK;29/03/2022;3;0,209;R
ES0021000004676798CK;29/03/2022;4;0,11;R
ES0021000004676798CK;29/03/2022;5;0,152;R
ES0021000004676798CK;29/03/2022;6;0,149;R
ES0021000004676798CK;29/03/2022;7;0,119;R
ES0021000004676798CK;29/03/2022;8;0,185;R
ES0021000004676798CK;29/03/2022;9;0,147;R
ES0021000004676798CK;29/03/2022;10;0,136;R
ES0021000004676798CK;29/03/2022;11;0,201;R
ES0021000004676798CK;29/03/2022;12;0,135;R
ES0021000004676798CK;29/03/2022;13;0,2;R
ES0021000004676798CK;29/03/2022;14;0,208;R
ES0021000004676798CK;29/03/2022;15;0,26;R
ES0021000004676798CK;29/03/2022;16;0,199;R
ES0021000004676798CK;29/03/2022;17;0,277;R
ES0021000004676798CK;29/03/2022;18;0,176;R
ES0021000004676798CK;29/03/2022;19;0,302;R
ES0021000004676798CK;29/03/2022;20;0,41;R
ES0021000004676798CK;29/03/2022;21;1,363;R
ES0021000004676798CK;29/03/2022;22;0,619;R
ES0021000004676798CK;29/03/2022;23;1,025;R
ES0021000004676798CK;29/03/2022;24;0,344;R
ES0021000004676798CK;30/03/2022;1;0,188;R
ES0021000004676798CK;30/03/2022;2;0,235;R
ES0021000004676798CK;30/03/2022;3;0,155;R
ES0021000004676798CK;30/03/2022;4;0,153;R
ES0021000004676798CK;30/03/2022;5;0,133;R
ES0021000004676798CK;30/03/2022;6;0,155;R
ES0021000004676798CK;30/03/2022;7;0,151;R
ES0021000004676798CK;30/03/2022;8;0,206;R
ES0021000004676798CK;30/03/2022;9;0,217;R
ES0021000004676798CK;30/03/2022;10;0,216;R
ES0021000004676798CK;30/03/2022;11;0,203;R
ES0021000004676798CK;30/03/2022;12;0,22;R
ES0021000004676798CK;30/03/2022;13;0,269;R
ES0021000004676798CK;30/03/2022;14;0,165;R
ES0021000004676798CK;30/03/2022;15;0,733;R
ES0021000004676798CK;30/03/2022;16;1,221;R
ES0021000004676798CK;30/03/2022;17;0,196;R
ES0021000004676798CK;30/03/2022;18;0,222;R
ES0021000004676798CK;30/03/2022;19;0,219;R
ES0021000004676798CK;30/03/2022;20;1,222;R
ES0021000004676798CK;30/03/2022;21;0,529;R
ES0021000004676798CK;30/03/2022;22;0,369;R
ES0021000004676798CK;30/03/2022;23;0,481;R
ES0021000004676798CK;30/03/2022;24;0,388;R
ES0021000004676798CK;31/03/2022;1;0,235;R
ES0021000004676798CK;31/03/2022;2;0,205;R
ES0021000004676798CK;31/03/2022;3;0,204;R
ES0021000004676798CK;31/03/2022;4;0,125;R
ES0021000004676798CK;31/03/2022;5;0,152;R
ES0021000004676798CK;31/03/2022;6;0,166;R
ES0021000004676798CK;31/03/2022;7;0,112;R
ES0021000004676798CK;31/03/2022;8;0,16;R
ES0021000004676798CK;31/03/2022;9;0,219;R
ES0021000004676798CK;31/03/2022;10;0,167;R
ES0021000004676798CK;31/03/2022;11;0,206;R
ES0021000004676798CK;31/03/2022;12;0,329;R
ES0021000004676798CK;31/03/2022;13;0,166;R
ES0021000004676798CK;31/03/2022;14;0,208;R
ES0021000004676798CK;31/03/2022;15;0,207;R
ES0021000004676798CK;31/03/2022;16;0,681;R
ES0021000004676798CK;31/03/2022;17;0,191;R
ES0021000004676798CK;31/03/2022;18;0,201;R
ES0021000004676798CK;31/03/2022;19;0,215;R
ES0021000004676798CK;31/03/2022;20;0,159;R
ES0021000004676798CK;31/03/2022;21;1,551;R
ES0021000004676798CK;31/03/2022;22;1,454;R
ES0021000004676798CK;31/03/2022;23;0,5;R
ES0021000004676798CK;31/03/2022;24;0,307;R
ES0021000004676798CK;01/04/2022;1;0,279;R
ES0021000004676798CK;01/04/2022;2;0,15;R
ES0021000004676798CK;01/04/2022;3;0,126;R
ES0021000004676798CK;01/04/2022;4;0,162;R
ES0021000004676798CK;01/04/2022;5;0,123;R
ES0021000004676798CK;01/04/2022;6;0,134;R
ES0021000004676798CK;01/04/2022;7;0,22;R
ES0021000004676798CK;01/04/2022;8;0,136;R
ES0021000004676798CK;01/04/2022;9;0,151;R
ES0021000004676798CK;01/04/2022;10;0,155;R
ES0021000004676798CK;01/04/2022;11;0,102;R
ES0021000004676798CK;01/04/2022;12;0,2;R
ES0021000004676798CK;01/04/2022;13;0,157;R
ES0021000004676798CK;01/04/2022;14;0,112;R
ES0021000004676798CK;01/04/2022;15;0,156;R
ES0021000004676798CK;01/04/2022;16;0,371;R
ES0021000004676798CK;01/04/2022;17;0,186;R
ES0021000004676798CK;01/04/2022;18;0,182;R
ES0021000004676798CK;01/04/2022;19;0,164;R
ES0021000004676798CK;01/04/2022;20;0,205;R
ES0021000004676798CK;01/04/2022;21;0,405;R
ES0021000004676798CK;01/04/2022;22;0,926;R
ES0021000004676798CK;01/04/2022;23;0,316;R
ES0021000004676798CK;01/04/2022;24;0,25;R
ES0021000004676798CK;02/04/2022;1;0,285;R
ES0021000004676798CK;02/04/2022;2;0,289;R
ES0021000004676798CK;02/04/2022;3;0,298;R
ES0021000004676798CK;02/04/2022;4;0,267;R
ES0021000004676798CK;02/04/2022;5;0,143;R
ES0021000004676798CK;02/04/2022;6;0,132;R
ES0021000004676798CK;02/04/2022;7;0,185;R
ES0021000004676798CK;02/04/2022;8;0,156;R
ES0021000004676798CK;02/04/2022;9;0,185;R
ES0021000004676798CK;02/04/2022;10;0,263;R
ES0021000004676798CK;02/04/2022;11;1,167;R
ES0021000004676798CK;02/04/2022;12;0,869;R
ES0021000004676798CK;02/04/2022;13;0,15;R
ES0021000004676798CK;02/04/2022;14;0,187;R
ES0021000004676798CK;02/04/2022;15;0,13;R
ES0021000004676798CK;02/04/2022;16;0,146;R
ES0021000004676798CK;02/04/2022;17;0,127;R
ES0021000004676798CK;02/04/2022;18;0,596;R
ES0021000004676798CK;02/04/2022;19;0,324;R
ES0021000004676798CK;02/04/2022;20;0,416;R
ES0021000004676798CK;02/04/2022;21;0,408;R
ES0021000004676798CK;02/04/2022;22;0,248;R
ES0021000004676798CK;02/04/2022;23;0,207;R
ES0021000004676798CK;02/04/2022;24;0,345;R
ES0021000004676798CK;03/04/2022;1;0,224;R
ES0021000004676798CK;03/04/2022;2;0,192;R
ES0021000004676798CK;03/04/2022;3;0,157;R
ES0021000004676798CK;03/04/2022;4;0,129;R
ES0021000004676798CK;03/04/2022;5;0,137;R
ES0021000004676798CK;03/04/2022;6;0,157;R
ES0021000004676798CK;03/04/2022;7;0,103;R
ES0021000004676798CK;03/04/2022;8;0,147;R
ES0021000004676798CK;03/04/2022;9;1,146;R
ES0021000004676798CK;03/04/2022;10;1,358;R
ES0021000004676798CK;03/04/2022;11;0,766;R
ES0021000004676798CK;03/04/2022;12;1,283;R
ES0021000004676798CK;03/04/2022;13;0,689;R
ES0021000004676798CK;03/04/2022;14;0,473;R
ES0021000004676798CK;03/04/2022;15;0,944;R
ES0021000004676798CK;03/04/2022;16;0,331;R
ES0021000004676798CK;03/04/2022;17;1,03;R
ES0021000004676798CK;03/04/2022;18;0,796;R
ES0021000004676798CK;03/04/2022;19;0,277;R
ES0021000004676798CK;03/04/2022;20;2,201;R
ES0021000004676798CK;03/04/2022;21;0,928;R
ES0021000004676798CK;03/04/2022;22;0,356;R
ES0021000004676798CK;03/04/2022;23;0,297;R
ES0021000004676798CK;03/04/2022;24;0,248;R
ES0021000004676798CK;04/04/2022;1;0,264;R
ES0021000004676798CK;04/04/2022;2;0,139;R
ES0021000004676798CK;04/04/2022;3;0,125;R
ES0021000004676798CK;04/04/2022;4;0,157;R
ES0021000004676798CK;04/04/2022;5;0,123;R
ES0021000004676798CK;04/04/2022;6;0,134;R
ES0021000004676798CK;04/04/2022;7;0,146;R
ES0021000004676798CK;04/04/2022;8;0,159;R
ES0021000004676798CK;04/04/2022;9;0,148;R
ES0021000004676798CK;04/04/2022;10;0,18;R
ES0021000004676798CK;04/04/2022;11;0,139;R
ES0021000004676798CK;04/04/2022;12;0,13;R
ES0021000004676798CK;04/04/2022;13;0,119;R
ES0021000004676798CK;04/04/2022;14;0,138;R
ES0021000004676798CK;04/04/2022;15;0,134;R
ES0021000004676798CK;04/04/2022;16;0,416;R
ES0021000004676798CK;04/04/2022;17;1,17;R
ES0021000004676798CK;04/04/2022;18;0,91;R
ES0021000004676798CK;04/04/2022;19;0,419;R
ES0021000004676798CK;04/04/2022;20;0,208;R
ES0021000004676798CK;04/04/2022;21;0,483;R
ES0021000004676798CK;04/04/2022;22;0,302;R
ES0021000004676798CK;04/04/2022;23;0,227;R
ES0021000004676798CK;04/04/2022;24;0,255;R
ES0021000004676798CK;05/04/2022;1;0,155;R
ES0021000004676798CK;05/04/2022;2;0,15;R
ES0021000004676798CK;05/04/2022;3;0,121;R
ES0021000004676798CK;05/04/2022;4;0,161;R
ES0021000004676798CK;05/04/2022;5;0,132;R
ES0021000004676798CK;05/04/2022;6;0,129;R
ES0021000004676798CK;05/04/2022;7;0,223;R
ES0021000004676798CK;05/04/2022;8;0,206;R
ES0021000004676798CK;05/04/2022;9;0,177;R
ES0021000004676798CK;05/04/2022;10;0,233;R
ES0021000004676798CK;05/04/2022;11;0,117;R
ES0021000004676798CK;05/04/2022;12;0,158;R
ES0021000004676798CK;05/04/2022;13;0,229;R
ES0021000004676798CK;05/04/2022;14;0,393;R
ES0021000004676798CK;05/04/2022;15;1,432;R
ES0021000004676798CK;05/04/2022;16;0,371;R
ES0021000004676798CK;05/04/2022;17;0,201;R
ES0021000004676798CK;05/04/2022;18;0,216;R
ES0021000004676798CK;05/04/2022;19;0,175;R
