CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004676798CK;11/08/2021;9;0,101;R
ES0021000004676798CK;11/08/2021;10;0,132;R
ES0021000004676798CK;11/08/2021;11;0,136;R
ES0021000004676798CK;11/08/2021;12;0,12;R
ES0021000004676798CK;11/08/2021;13;0,135;R
ES0021000004676798CK;11/08/2021;14;0,108;R
ES0021000004676798CK;11/08/2021;15;0,146;R
ES0021000004676798CK;11/08/2021;16;0,11;R
ES0021000004676798CK;11/08/2021;17;0,149;R
ES0021000004676798CK;11/08/2021;18;0,118;R
ES0021000004676798CK;11/08/2021;19;0,139;R
ES0021000004676798CK;11/08/2021;20;0,096;R
ES0021000004676798CK;11/08/2021;21;0,164;R
ES0021000004676798CK;11/08/2021;22;0,124;R
ES0021000004676798CK;11/08/2021;23;0,122;R
ES0021000004676798CK;11/08/2021;24;0,112;R
ES0021000004676798CK;12/08/2021;1;0,174;R
ES0021000004676798CK;12/08/2021;2;0,11;R
ES0021000004676798CK;12/08/2021;3;0,124;R
ES0021000004676798CK;12/08/2021;4;0,125;R
ES0021000004676798CK;12/08/2021;5;0,16;R
ES0021000004676798CK;12/08/2021;6;0,1;R
ES0021000004676798CK;12/08/2021;7;0,146;R
ES0021000004676798CK;12/08/2021;8;0,12;R
ES0021000004676798CK;12/08/2021;9;0,141;R
ES0021000004676798CK;12/08/2021;10;0,121;R
ES0021000004676798CK;12/08/2021;11;0,146;R
ES0021000004676798CK;12/08/2021;12;0,102;R
ES0021000004676798CK;12/08/2021;13;0,14;R
ES0021000004676798CK;12/08/2021;14;0,133;R
ES0021000004676798CK;12/08/2021;15;0,147;R
ES0021000004676798CK;12/08/2021;16;0,084;R
ES0021000004676798CK;12/08/2021;17;0,157;R
ES0021000004676798CK;12/08/2021;18;0,134;R
ES0021000004676798CK;12/08/2021;19;0,134;R
ES0021000004676798CK;12/08/2021;20;0,088;R
ES0021000004676798CK;12/08/2021;21;0,172;R
ES0021000004676798CK;12/08/2021;22;0,124;R
ES0021000004676798CK;12/08/2021;23;0,144;R
ES0021000004676798CK;12/08/2021;24;0,115;R
ES0021000004676798CK;13/08/2021;1;0,129;R
ES0021000004676798CK;13/08/2021;2;0,138;R
ES0021000004676798CK;13/08/2021;3;0,124;R
ES0021000004676798CK;13/08/2021;4;0,149;R
ES0021000004676798CK;13/08/2021;5;0,099;R
ES0021000004676798CK;13/08/2021;6;0,16;R
ES0021000004676798CK;13/08/2021;7;0,127;R
ES0021000004676798CK;13/08/2021;8;0,093;R
ES0021000004676798CK;13/08/2021;9;0,141;R
ES0021000004676798CK;13/08/2021;10;0,16;R
ES0021000004676798CK;13/08/2021;11;0,116;R
ES0021000004676798CK;13/08/2021;12;0,106;R
ES0021000004676798CK;13/08/2021;13;0,184;R
ES0021000004676798CK;13/08/2021;14;0,126;R
ES0021000004676798CK;13/08/2021;15;0,102;R
ES0021000004676798CK;13/08/2021;16;0,132;R
ES0021000004676798CK;13/08/2021;17;0,145;R
ES0021000004676798CK;13/08/2021;18;0,109;R
ES0021000004676798CK;13/08/2021;19;0,142;R
ES0021000004676798CK;13/08/2021;20;0,137;R
ES0021000004676798CK;13/08/2021;21;0,127;R
ES0021000004676798CK;13/08/2021;22;0,111;R
ES0021000004676798CK;13/08/2021;23;0,16;R
ES0021000004676798CK;13/08/2021;24;0,107;R
ES0021000004676798CK;14/08/2021;1;0,124;R
ES0021000004676798CK;14/08/2021;2;0,143;R
ES0021000004676798CK;14/08/2021;3;0,166;R
ES0021000004676798CK;14/08/2021;4;0,107;R
ES0021000004676798CK;14/08/2021;5;0,124;R
ES0021000004676798CK;14/08/2021;6;0,153;R
ES0021000004676798CK;14/08/2021;7;0,127;R
ES0021000004676798CK;14/08/2021;8;0,139;R
ES0021000004676798CK;14/08/2021;9;0,138;R
ES0021000004676798CK;14/08/2021;10;0,104;R
ES0021000004676798CK;14/08/2021;11;0,157;R
ES0021000004676798CK;14/08/2021;12;0,139;R
ES0021000004676798CK;14/08/2021;13;0,112;R
ES0021000004676798CK;14/08/2021;14;0,148;R
ES0021000004676798CK;14/08/2021;15;0,141;R
ES0021000004676798CK;14/08/2021;16;0,115;R
ES0021000004676798CK;14/08/2021;17;0,121;R
ES0021000004676798CK;14/08/2021;18;0,165;R
ES0021000004676798CK;14/08/2021;19;0,117;R
ES0021000004676798CK;14/08/2021;20;0,101;R
ES0021000004676798CK;14/08/2021;21;0,143;R
ES0021000004676798CK;14/08/2021;22;0,12;R
ES0021000004676798CK;14/08/2021;23;0,141;R
ES0021000004676798CK;14/08/2021;24;0,142;R
ES0021000004676798CK;15/08/2021;1;0,123;R
ES0021000004676798CK;15/08/2021;2;0,12;R
ES0021000004676798CK;15/08/2021;3;0,171;R
ES0021000004676798CK;15/08/2021;4;0,13;R
ES0021000004676798CK;15/08/2021;5;0,108;R
ES0021000004676798CK;15/08/2021;6;0,147;R
ES0021000004676798CK;15/08/2021;7;0,164;R
ES0021000004676798CK;15/08/2021;8;0,128;R
ES0021000004676798CK;15/08/2021;9;0,092;R
ES0021000004676798CK;15/08/2021;10;0,148;R
ES0021000004676798CK;15/08/2021;11;0,124;R
ES0021000004676798CK;15/08/2021;12;0,173;R
ES0021000004676798CK;15/08/2021;13;0,124;R
ES0021000004676798CK;15/08/2021;14;0,088;R
ES0021000004676798CK;15/08/2021;15;0,193;R
ES0021000004676798CK;15/08/2021;16;0,116;R
ES0021000004676798CK;15/08/2021;17;0,129;R
ES0021000004676798CK;15/08/2021;18;0,115;R
ES0021000004676798CK;15/08/2021;19;0,138;R
ES0021000004676798CK;15/08/2021;20;0,104;R
ES0021000004676798CK;15/08/2021;21;0,159;R
ES0021000004676798CK;15/08/2021;22;0,144;R
ES0021000004676798CK;15/08/2021;23;0,141;R
ES0021000004676798CK;15/08/2021;24;0,144;R
ES0021000004676798CK;16/08/2021;1;0,105;R
ES0021000004676798CK;16/08/2021;2;0,136;R
ES0021000004676798CK;16/08/2021;3;0,132;R
ES0021000004676798CK;16/08/2021;4;0,117;R
ES0021000004676798CK;16/08/2021;5;0,164;R
ES0021000004676798CK;16/08/2021;6;0,136;R
ES0021000004676798CK;16/08/2021;7;0,12;R
ES0021000004676798CK;16/08/2021;8;0,127;R
ES0021000004676798CK;16/08/2021;9;0,13;R
ES0021000004676798CK;16/08/2021;10;0,148;R
ES0021000004676798CK;16/08/2021;11;0,121;R
ES0021000004676798CK;16/08/2021;12;0,147;R
ES0021000004676798CK;16/08/2021;13;0,106;R
ES0021000004676798CK;16/08/2021;14;0,143;R
ES0021000004676798CK;16/08/2021;15;0,153;R
ES0021000004676798CK;16/08/2021;16;0,082;R
ES0021000004676798CK;16/08/2021;17;0,177;R
ES0021000004676798CK;16/08/2021;18;0,139;R
ES0021000004676798CK;16/08/2021;19;0,118;R
ES0021000004676798CK;16/08/2021;20;0,126;R
ES0021000004676798CK;16/08/2021;21;0,168;R
ES0021000004676798CK;16/08/2021;22;0,108;R
ES0021000004676798CK;16/08/2021;23;0,122;R
ES0021000004676798CK;16/08/2021;24;0,136;R
ES0021000004676798CK;17/08/2021;1;0,146;R
ES0021000004676798CK;17/08/2021;2;0,143;R
ES0021000004676798CK;17/08/2021;3;0,109;R
ES0021000004676798CK;17/08/2021;4;0,125;R
ES0021000004676798CK;17/08/2021;5;0,149;R
ES0021000004676798CK;17/08/2021;6;0,162;R
ES0021000004676798CK;17/08/2021;7;0,091;R
ES0021000004676798CK;17/08/2021;8;0,131;R
ES0021000004676798CK;17/08/2021;9;0,156;R
ES0021000004676798CK;17/08/2021;10;0,109;R
ES0021000004676798CK;17/08/2021;11;0,137;R
ES0021000004676798CK;17/08/2021;12;0,152;R
ES0021000004676798CK;17/08/2021;13;0,105;R
ES0021000004676798CK;17/08/2021;14;0,134;R
ES0021000004676798CK;17/08/2021;15;0,137;R
ES0021000004676798CK;17/08/2021;16;0,112;R
ES0021000004676798CK;17/08/2021;17;0,16;R
ES0021000004676798CK;17/08/2021;18;0,144;R
ES0021000004676798CK;17/08/2021;19;0,124;R
ES0021000004676798CK;17/08/2021;20;0,108;R
ES0021000004676798CK;17/08/2021;21;0,143;R
ES0021000004676798CK;17/08/2021;22;0,146;R
ES0021000004676798CK;17/08/2021;23;0,108;R
ES0021000004676798CK;17/08/2021;24;0,138;R
ES0021000004676798CK;18/08/2021;1;0,152;R
ES0021000004676798CK;18/08/2021;2;0,106;R
ES0021000004676798CK;18/08/2021;3;0,156;R
ES0021000004676798CK;18/08/2021;4;0,099;R
ES0021000004676798CK;18/08/2021;5;0,15;R
ES0021000004676798CK;18/08/2021;6;0,14;R
ES0021000004676798CK;18/08/2021;7;0,109;R
ES0021000004676798CK;18/08/2021;8;0,107;R
ES0021000004676798CK;18/08/2021;9;0,174;R
ES0021000004676798CK;18/08/2021;10;0,126;R
ES0021000004676798CK;18/08/2021;11;0,116;R
ES0021000004676798CK;18/08/2021;12;0,17;R
ES0021000004676798CK;18/08/2021;13;0,091;R
ES0021000004676798CK;18/08/2021;14;0,125;R
ES0021000004676798CK;18/08/2021;15;0,175;R
ES0021000004676798CK;18/08/2021;16;0,134;R
ES0021000004676798CK;18/08/2021;17;0,107;R
ES0021000004676798CK;18/08/2021;18;0,116;R
ES0021000004676798CK;18/08/2021;19;0,132;R
ES0021000004676798CK;18/08/2021;20;0,137;R
ES0021000004676798CK;18/08/2021;21;0,098;R
ES0021000004676798CK;18/08/2021;22;0,179;R
ES0021000004676798CK;18/08/2021;23;0,121;R
ES0021000004676798CK;18/08/2021;24;0,125;R
ES0021000004676798CK;19/08/2021;1;0,128;R
ES0021000004676798CK;19/08/2021;2;0,164;R
ES0021000004676798CK;19/08/2021;3;0,102;R
ES0021000004676798CK;19/08/2021;4;0,116;R
ES0021000004676798CK;19/08/2021;5;0,178;R
ES0021000004676798CK;19/08/2021;6;0,103;R
ES0021000004676798CK;19/08/2021;7;0,151;R
ES0021000004676798CK;19/08/2021;8;0,113;R
ES0021000004676798CK;19/08/2021;9;0,094;R
ES0021000004676798CK;19/08/2021;10;0,158;R
ES0021000004676798CK;19/08/2021;11;0,135;R
ES0021000004676798CK;19/08/2021;12;0,129;R
ES0021000004676798CK;19/08/2021;13;0,096;R
ES0021000004676798CK;19/08/2021;14;0,176;R
ES0021000004676798CK;19/08/2021;15;0,121;R
ES0021000004676798CK;19/08/2021;16;0,125;R
ES0021000004676798CK;19/08/2021;17;0,117;R
ES0021000004676798CK;19/08/2021;18;0,164;R
ES0021000004676798CK;19/08/2021;19;0,105;R
ES0021000004676798CK;19/08/2021;20;0,155;R
ES0021000004676798CK;19/08/2021;21;0,113;R
ES0021000004676798CK;19/08/2021;22;0,102;R
ES0021000004676798CK;19/08/2021;23;0,17;R
ES0021000004676798CK;19/08/2021;24;0,121;R
ES0021000004676798CK;20/08/2021;1;0,118;R
ES0021000004676798CK;20/08/2021;2;0,129;R
ES0021000004676798CK;20/08/2021;3;0,177;R
ES0021000004676798CK;20/08/2021;4;0,091;R
ES0021000004676798CK;20/08/2021;5;0,138;R
ES0021000004676798CK;20/08/2021;6;0,137;R
ES0021000004676798CK;20/08/2021;7;0,11;R
ES0021000004676798CK;20/08/2021;8;0,127;R
ES0021000004676798CK;20/08/2021;9;0,148;R
ES0021000004676798CK;20/08/2021;10;0,118;R
ES0021000004676798CK;20/08/2021;11;0,145;R
ES0021000004676798CK;20/08/2021;12;0,145;R
ES0021000004676798CK;20/08/2021;13;0,108;R
ES0021000004676798CK;20/08/2021;14;0,12;R
ES0021000004676798CK;20/08/2021;15;0,15;R
ES0021000004676798CK;20/08/2021;16;0,125;R
ES0021000004676798CK;20/08/2021;17;0,115;R
ES0021000004676798CK;20/08/2021;18;0,188;R
ES0021000004676798CK;20/08/2021;19;0,315;R
ES0021000004676798CK;20/08/2021;20;0,262;R
ES0021000004676798CK;20/08/2021;21;1,012;R
ES0021000004676798CK;20/08/2021;22;0,34;R
ES0021000004676798CK;20/08/2021;23;0,697;R
ES0021000004676798CK;20/08/2021;24;0,353;R
ES0021000004676798CK;21/08/2021;1;0,342;R
ES0021000004676798CK;21/08/2021;2;0,374;R
ES0021000004676798CK;21/08/2021;3;0,225;R
ES0021000004676798CK;21/08/2021;4;0,232;R
ES0021000004676798CK;21/08/2021;5;0,2;R
ES0021000004676798CK;21/08/2021;6;0,198;R
ES0021000004676798CK;21/08/2021;7;0,224;R
ES0021000004676798CK;21/08/2021;8;0,193;R
ES0021000004676798CK;21/08/2021;9;0,167;R
ES0021000004676798CK;21/08/2021;10;0,209;R
ES0021000004676798CK;21/08/2021;11;0,274;R
ES0021000004676798CK;21/08/2021;12;0,151;R
ES0021000004676798CK;21/08/2021;13;0,16;R
ES0021000004676798CK;21/08/2021;14;0,129;R
ES0021000004676798CK;21/08/2021;15;0,176;R
ES0021000004676798CK;21/08/2021;16;0,143;R
ES0021000004676798CK;21/08/2021;17;0,404;R
ES0021000004676798CK;21/08/2021;18;0,309;R
ES0021000004676798CK;21/08/2021;19;0,219;R
ES0021000004676798CK;21/08/2021;20;0,27;R
ES0021000004676798CK;21/08/2021;21;0,49;R
ES0021000004676798CK;21/08/2021;22;0,353;R
ES0021000004676798CK;21/08/2021;23;0,448;R
ES0021000004676798CK;21/08/2021;24;0,387;R
ES0021000004676798CK;22/08/2021;1;0,663;R
ES0021000004676798CK;22/08/2021;2;0,399;R
ES0021000004676798CK;22/08/2021;3;0,293;R
ES0021000004676798CK;22/08/2021;4;0,343;R
ES0021000004676798CK;22/08/2021;5;0,222;R
ES0021000004676798CK;22/08/2021;6;0,176;R
ES0021000004676798CK;22/08/2021;7;0,223;R
ES0021000004676798CK;22/08/2021;8;0,218;R
ES0021000004676798CK;22/08/2021;9;0,176;R
ES0021000004676798CK;22/08/2021;10;0,137;R
ES0021000004676798CK;22/08/2021;11;0,328;R
ES0021000004676798CK;22/08/2021;12;0,246;R
ES0021000004676798CK;22/08/2021;13;0,279;R
ES0021000004676798CK;22/08/2021;14;0,426;R
ES0021000004676798CK;22/08/2021;15;0,348;R
ES0021000004676798CK;22/08/2021;16;0,334;R
ES0021000004676798CK;22/08/2021;17;0,396;R
ES0021000004676798CK;22/08/2021;18;0,245;R
ES0021000004676798CK;22/08/2021;19;0,232;R
ES0021000004676798CK;22/08/2021;20;0,24;R
ES0021000004676798CK;22/08/2021;21;0,407;R
ES0021000004676798CK;22/08/2021;22;0,396;R
ES0021000004676798CK;22/08/2021;23;0,868;R
ES0021000004676798CK;22/08/2021;24;0,939;R
ES0021000004676798CK;23/08/2021;1;0,307;R
ES0021000004676798CK;23/08/2021;2;0,303;R
ES0021000004676798CK;23/08/2021;3;0,193;R
ES0021000004676798CK;23/08/2021;4;0,212;R
ES0021000004676798CK;23/08/2021;5;0,224;R
ES0021000004676798CK;23/08/2021;6;0,101;R
ES0021000004676798CK;23/08/2021;7;0,198;R
ES0021000004676798CK;23/08/2021;8;0,207;R
ES0021000004676798CK;23/08/2021;9;0,182;R
ES0021000004676798CK;23/08/2021;10;0,27;R
ES0021000004676798CK;23/08/2021;11;0,135;R
ES0021000004676798CK;23/08/2021;12;0,158;R
ES0021000004676798CK;23/08/2021;13;0,171;R
ES0021000004676798CK;23/08/2021;14;0,662;R
ES0021000004676798CK;23/08/2021;15;0,187;R
ES0021000004676798CK;23/08/2021;16;0,268;R
ES0021000004676798CK;23/08/2021;17;0,239;R
ES0021000004676798CK;23/08/2021;18;0,206;R
ES0021000004676798CK;23/08/2021;19;0,16;R
ES0021000004676798CK;23/08/2021;20;0,177;R
ES0021000004676798CK;23/08/2021;21;0,131;R
ES0021000004676798CK;23/08/2021;22;0,295;R
ES0021000004676798CK;23/08/2021;23;0,308;R
ES0021000004676798CK;23/08/2021;24;0,292;R
ES0021000004676798CK;24/08/2021;1;0,338;R
ES0021000004676798CK;24/08/2021;2;0,257;R
ES0021000004676798CK;24/08/2021;3;0,278;R
ES0021000004676798CK;24/08/2021;4;0,191;R
ES0021000004676798CK;24/08/2021;5;0,197;R
ES0021000004676798CK;24/08/2021;6;0,191;R
ES0021000004676798CK;24/08/2021;7;0,182;R
ES0021000004676798CK;24/08/2021;8;0,131;R
ES0021000004676798CK;24/08/2021;9;0,215;R
ES0021000004676798CK;24/08/2021;10;0,183;R
ES0021000004676798CK;24/08/2021;11;0,161;R
ES0021000004676798CK;24/08/2021;12;0,297;R
ES0021000004676798CK;24/08/2021;13;0,39;R
ES0021000004676798CK;24/08/2021;14;0,614;R
ES0021000004676798CK;24/08/2021;15;0,4;R
ES0021000004676798CK;24/08/2021;16;1,384;R
ES0021000004676798CK;24/08/2021;17;0,422;R
ES0021000004676798CK;24/08/2021;18;0,178;R
ES0021000004676798CK;24/08/2021;19;0,129;R
ES0021000004676798CK;24/08/2021;20;0,171;R
ES0021000004676798CK;24/08/2021;21;0,652;R
ES0021000004676798CK;24/08/2021;22;2,076;R
ES0021000004676798CK;24/08/2021;23;0,396;R
ES0021000004676798CK;24/08/2021;24;0,292;R
ES0021000004676798CK;25/08/2021;1;0,357;R
ES0021000004676798CK;25/08/2021;2;0,315;R
ES0021000004676798CK;25/08/2021;3;0,319;R
ES0021000004676798CK;25/08/2021;4;0,197;R
ES0021000004676798CK;25/08/2021;5;0,26;R
ES0021000004676798CK;25/08/2021;6;0,187;R
ES0021000004676798CK;25/08/2021;7;0,202;R
ES0021000004676798CK;25/08/2021;8;0,245;R
ES0021000004676798CK;25/08/2021;9;0,185;R
ES0021000004676798CK;25/08/2021;10;0,202;R
ES0021000004676798CK;25/08/2021;11;0,341;R
ES0021000004676798CK;25/08/2021;12;1,004;R
ES0021000004676798CK;25/08/2021;13;0,984;R
ES0021000004676798CK;25/08/2021;14;0,374;R
ES0021000004676798CK;25/08/2021;15;0,376;R
ES0021000004676798CK;25/08/2021;16;0,748;R
ES0021000004676798CK;25/08/2021;17;0,399;R
ES0021000004676798CK;25/08/2021;18;0,358;R
ES0021000004676798CK;25/08/2021;19;0,34;R
ES0021000004676798CK;25/08/2021;20;0,358;R
ES0021000004676798CK;25/08/2021;21;0,182;R
ES0021000004676798CK;25/08/2021;22;0,447;R
ES0021000004676798CK;25/08/2021;23;0,294;R
ES0021000004676798CK;25/08/2021;24;0,298;R
ES0021000004676798CK;26/08/2021;1;0,337;R
ES0021000004676798CK;26/08/2021;2;0,317;R
ES0021000004676798CK;26/08/2021;3;0,384;R
ES0021000004676798CK;26/08/2021;4;0,22;R
ES0021000004676798CK;26/08/2021;5;0,26;R
ES0021000004676798CK;26/08/2021;6;0,281;R
ES0021000004676798CK;26/08/2021;7;0,263;R
ES0021000004676798CK;26/08/2021;8;0,31;R
ES0021000004676798CK;26/08/2021;9;0,329;R
ES0021000004676798CK;26/08/2021;10;0,365;R
ES0021000004676798CK;26/08/2021;11;0,465;R
ES0021000004676798CK;26/08/2021;12;0,802;R
ES0021000004676798CK;26/08/2021;13;0,51;R
ES0021000004676798CK;26/08/2021;14;0,354;R
ES0021000004676798CK;26/08/2021;15;0,787;R
ES0021000004676798CK;26/08/2021;16;0,381;R
ES0021000004676798CK;26/08/2021;17;0,344;R
ES0021000004676798CK;26/08/2021;18;0,601;R
ES0021000004676798CK;26/08/2021;19;0,57;R
ES0021000004676798CK;26/08/2021;20;0,202;R
ES0021000004676798CK;26/08/2021;21;0,18;R
ES0021000004676798CK;26/08/2021;22;0,175;R
ES0021000004676798CK;26/08/2021;23;0,314;R
ES0021000004676798CK;26/08/2021;24;0,368;R
ES0021000004676798CK;27/08/2021;1;0,317;R
ES0021000004676798CK;27/08/2021;2;1,532;R
ES0021000004676798CK;27/08/2021;3;1,36;R
ES0021000004676798CK;27/08/2021;4;0,222;R
ES0021000004676798CK;27/08/2021;5;0,264;R
ES0021000004676798CK;27/08/2021;6;0,142;R
ES0021000004676798CK;27/08/2021;7;0,151;R
ES0021000004676798CK;27/08/2021;8;0,181;R
ES0021000004676798CK;27/08/2021;9;0,113;R
ES0021000004676798CK;27/08/2021;10;0,133;R
ES0021000004676798CK;27/08/2021;11;0,555;R
ES0021000004676798CK;27/08/2021;12;0,944;R
ES0021000004676798CK;27/08/2021;13;0,262;R
ES0021000004676798CK;27/08/2021;14;0,205;R
ES0021000004676798CK;27/08/2021;15;0,192;R
ES0021000004676798CK;27/08/2021;16;0,247;R
ES0021000004676798CK;27/08/2021;17;0,275;R
ES0021000004676798CK;27/08/2021;18;0,231;R
ES0021000004676798CK;27/08/2021;19;0,135;R
ES0021000004676798CK;27/08/2021;20;0,155;R
ES0021000004676798CK;27/08/2021;21;0,131;R
ES0021000004676798CK;27/08/2021;22;0,153;R
ES0021000004676798CK;27/08/2021;23;0,099;R
ES0021000004676798CK;27/08/2021;24;0,189;R
ES0021000004676798CK;28/08/2021;1;0,352;R
ES0021000004676798CK;28/08/2021;2;0,258;R
ES0021000004676798CK;28/08/2021;3;0,139;R
ES0021000004676798CK;28/08/2021;4;0,162;R
ES0021000004676798CK;28/08/2021;5;0,21;R
ES0021000004676798CK;28/08/2021;6;0,184;R
ES0021000004676798CK;28/08/2021;7;0,183;R
ES0021000004676798CK;28/08/2021;8;0,185;R
ES0021000004676798CK;28/08/2021;9;0,192;R
ES0021000004676798CK;28/08/2021;10;0,158;R
ES0021000004676798CK;28/08/2021;11;0,266;R
ES0021000004676798CK;28/08/2021;12;0,23;R
ES0021000004676798CK;28/08/2021;13;0,211;R
ES0021000004676798CK;28/08/2021;14;0,22;R
ES0021000004676798CK;28/08/2021;15;0,216;R
ES0021000004676798CK;28/08/2021;16;0,312;R
ES0021000004676798CK;28/08/2021;17;0,522;R
ES0021000004676798CK;28/08/2021;18;0,356;R
ES0021000004676798CK;28/08/2021;19;0,233;R
ES0021000004676798CK;28/08/2021;20;0,106;R
ES0021000004676798CK;28/08/2021;21;0,142;R
ES0021000004676798CK;28/08/2021;22;0,159;R
ES0021000004676798CK;28/08/2021;23;0,113;R
ES0021000004676798CK;28/08/2021;24;0,135;R
ES0021000004676798CK;29/08/2021;1;0,264;R
ES0021000004676798CK;29/08/2021;2;0,337;R
ES0021000004676798CK;29/08/2021;3;0,358;R
ES0021000004676798CK;29/08/2021;4;0,188;R
ES0021000004676798CK;29/08/2021;5;0,164;R
ES0021000004676798CK;29/08/2021;6;0,216;R
ES0021000004676798CK;29/08/2021;7;0,197;R
ES0021000004676798CK;29/08/2021;8;0,173;R
ES0021000004676798CK;29/08/2021;9;0,186;R
ES0021000004676798CK;29/08/2021;10;0,2;R
ES0021000004676798CK;29/08/2021;11;0,461;R
ES0021000004676798CK;29/08/2021;12;0,316;R
ES0021000004676798CK;29/08/2021;13;0,321;R
ES0021000004676798CK;29/08/2021;14;0,631;R
ES0021000004676798CK;29/08/2021;15;0,263;R
ES0021000004676798CK;29/08/2021;16;0,213;R
ES0021000004676798CK;29/08/2021;17;0,183;R
ES0021000004676798CK;29/08/2021;18;0,183;R
ES0021000004676798CK;29/08/2021;19;0,257;R
ES0021000004676798CK;29/08/2021;20;0,13;R
ES0021000004676798CK;29/08/2021;21;0,268;R
ES0021000004676798CK;29/08/2021;22;0,336;R
ES0021000004676798CK;29/08/2021;23;0,338;R
ES0021000004676798CK;29/08/2021;24;1,057;R
ES0021000004676798CK;30/08/2021;1;0,273;R
ES0021000004676798CK;30/08/2021;2;0,428;R
ES0021000004676798CK;30/08/2021;3;0,393;R
ES0021000004676798CK;30/08/2021;4;0,211;R
ES0021000004676798CK;30/08/2021;5;0,202;R
ES0021000004676798CK;30/08/2021;6;0,211;R
ES0021000004676798CK;30/08/2021;7;0,132;R
ES0021000004676798CK;30/08/2021;8;0,202;R
ES0021000004676798CK;30/08/2021;9;0,19;R
ES0021000004676798CK;30/08/2021;10;0,184;R
ES0021000004676798CK;30/08/2021;11;0,16;R
ES0021000004676798CK;30/08/2021;12;0,879;R
ES0021000004676798CK;30/08/2021;13;0,18;R
ES0021000004676798CK;30/08/2021;14;0,955;R
ES0021000004676798CK;30/08/2021;15;0,572;R
ES0021000004676798CK;30/08/2021;16;0,263;R
ES0021000004676798CK;30/08/2021;17;0,205;R
ES0021000004676798CK;30/08/2021;18;0,188;R
ES0021000004676798CK;30/08/2021;19;0,15;R
ES0021000004676798CK;30/08/2021;20;0,177;R
ES0021000004676798CK;30/08/2021;21;0,238;R
ES0021000004676798CK;30/08/2021;22;1,608;R
ES0021000004676798CK;30/08/2021;23;0,33;R
ES0021000004676798CK;30/08/2021;24;0,269;R
ES0021000004676798CK;31/08/2021;1;0,268;R
ES0021000004676798CK;31/08/2021;2;0,23;R
ES0021000004676798CK;31/08/2021;3;0,231;R
ES0021000004676798CK;31/08/2021;4;0,215;R
ES0021000004676798CK;31/08/2021;5;0,156;R
ES0021000004676798CK;31/08/2021;6;0,197;R
ES0021000004676798CK;31/08/2021;7;0,196;R
ES0021000004676798CK;31/08/2021;8;0,153;R
ES0021000004676798CK;31/08/2021;9;0,155;R
ES0021000004676798CK;31/08/2021;10;0,248;R
ES0021000004676798CK;31/08/2021;11;0,225;R
ES0021000004676798CK;31/08/2021;12;0,175;R
ES0021000004676798CK;31/08/2021;13;0,104;R
ES0021000004676798CK;31/08/2021;14;0,143;R
ES0021000004676798CK;31/08/2021;15;0,136;R
ES0021000004676798CK;31/08/2021;16;0,164;R
ES0021000004676798CK;31/08/2021;17;0,201;R
ES0021000004676798CK;31/08/2021;18;0,231;R
ES0021000004676798CK;31/08/2021;19;0,26;R
ES0021000004676798CK;31/08/2021;20;0,131;R
ES0021000004676798CK;31/08/2021;21;0,332;R
ES0021000004676798CK;31/08/2021;22;0,998;R
ES0021000004676798CK;31/08/2021;23;0,471;R
ES0021000004676798CK;31/08/2021;24;0,435;R
ES0021000004676798CK;01/09/2021;1;0,276;R
ES0021000004676798CK;01/09/2021;2;0,713;R
ES0021000004676798CK;01/09/2021;3;0,828;R
ES0021000004676798CK;01/09/2021;4;0,177;R
ES0021000004676798CK;01/09/2021;5;0,182;R
ES0021000004676798CK;01/09/2021;6;0,156;R
ES0021000004676798CK;01/09/2021;7;0,167;R
ES0021000004676798CK;01/09/2021;8;0,626;R
ES0021000004676798CK;01/09/2021;9;0,218;R
ES0021000004676798CK;01/09/2021;10;0,24;R
ES0021000004676798CK;01/09/2021;11;0,159;R
ES0021000004676798CK;01/09/2021;12;0,14;R
ES0021000004676798CK;01/09/2021;13;0,18;R
ES0021000004676798CK;01/09/2021;14;0,207;R
ES0021000004676798CK;01/09/2021;15;0,61;R
ES0021000004676798CK;01/09/2021;16;0,307;R
ES0021000004676798CK;01/09/2021;17;0,208;R
ES0021000004676798CK;01/09/2021;18;0,245;R
ES0021000004676798CK;01/09/2021;19;0,248;R
ES0021000004676798CK;01/09/2021;20;0,147;R
ES0021000004676798CK;01/09/2021;21;0,357;R
ES0021000004676798CK;01/09/2021;22;0,474;R
ES0021000004676798CK;01/09/2021;23;0,459;R
ES0021000004676798CK;01/09/2021;24;0,304;R
ES0021000004676798CK;02/09/2021;1;0,292;R
ES0021000004676798CK;02/09/2021;2;0,326;R
ES0021000004676798CK;02/09/2021;3;0,248;R
ES0021000004676798CK;02/09/2021;4;0,172;R
ES0021000004676798CK;02/09/2021;5;0,166;R
ES0021000004676798CK;02/09/2021;6;0,157;R
ES0021000004676798CK;02/09/2021;7;0,133;R
ES0021000004676798CK;02/09/2021;8;0,138;R
ES0021000004676798CK;02/09/2021;9;0,205;R
ES0021000004676798CK;02/09/2021;10;0,156;R
ES0021000004676798CK;02/09/2021;11;0,181;R
ES0021000004676798CK;02/09/2021;12;0,145;R
ES0021000004676798CK;02/09/2021;13;0,127;R
ES0021000004676798CK;02/09/2021;14;0,153;R
ES0021000004676798CK;02/09/2021;15;0,135;R
ES0021000004676798CK;02/09/2021;16;0,176;R
ES0021000004676798CK;02/09/2021;17;0,152;R
