CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE
REE;01/01/2022;1;0.000135829;8.76E-05;5.12E-05
REE;01/01/2022;2;0.00011538;8.22E-05;4.75E-05
REE;01/01/2022;3;9.95E-05;8.00E-05;4.02E-05
REE;01/01/2022;4;8.93E-05;7.87E-05;3.89E-05
REE;01/01/2022;5;8.43E-05;7.82E-05;2.56E-05
REE;01/01/2022;6;8.35E-05;7.91E-05;3.02E-05
REE;01/01/2022;7;8.55E-05;8.16E-05;2.20E-05
REE;01/01/2022;8;9.07E-05;8.44E-05;1.59E-05
REE;01/01/2022;9;0.000100241;8.02E-05;2.59E-05
REE;01/01/2022;10;0.000123882;8.08E-05;3.51E-05
REE;01/01/2022;11;0.000148582;8.62E-05;4.93E-05
REE;01/01/2022;12;0.000159552;9.03E-05;9.48E-05
REE;01/01/2022;13;0.000159318;9.36E-05;0.000130456
REE;01/01/2022;14;0.000164673;9.36E-05;0.000182469
REE;01/01/2022;15;0.000162813;9.01E-05;0.000149372
REE;01/01/2022;16;0.000146859;8.63E-05;0.000133737
REE;01/01/2022;17;0.000138558;8.38E-05;0.000145912
REE;01/01/2022;18;0.000139952;8.40E-05;0.00013437
REE;01/01/2022;19;0.00015989;9.66E-05;0.000134127
REE;01/01/2022;20;0.000177358;0.000103007;0.000150282
REE;01/01/2022;21;0.000190339;0.000102173;0.000156687
REE;01/01/2022;22;0.00019376;9.84E-05;0.000149205
REE;01/01/2022;23;0.000181187;9.21E-05;0.000113955
REE;01/01/2022;24;0.000153774;8.59E-05;7.96E-05
REE;02/01/2022;1;0.000135829;8.76E-05;5.12E-05
REE;02/01/2022;2;0.00011538;8.22E-05;4.75E-05
REE;02/01/2022;3;9.95E-05;8.00E-05;4.02E-05
REE;02/01/2022;4;8.93E-05;7.87E-05;3.89E-05
REE;02/01/2022;5;8.43E-05;7.82E-05;2.56E-05
REE;02/01/2022;6;8.35E-05;7.91E-05;3.02E-05
REE;02/01/2022;7;8.55E-05;8.16E-05;2.20E-05
REE;02/01/2022;8;9.07E-05;8.44E-05;1.59E-05
REE;02/01/2022;9;0.000100241;8.02E-05;2.59E-05
REE;02/01/2022;10;0.000123882;8.08E-05;3.51E-05
REE;02/01/2022;11;0.000148582;8.62E-05;4.93E-05
REE;02/01/2022;12;0.000159552;9.03E-05;9.48E-05
REE;02/01/2022;13;0.000159318;9.36E-05;0.000130456
REE;02/01/2022;14;0.000164673;9.36E-05;0.000182469
REE;02/01/2022;15;0.000162813;9.01E-05;0.000149372
REE;02/01/2022;16;0.000146859;8.63E-05;0.000133737
REE;02/01/2022;17;0.000138558;8.38E-05;0.000145912
REE;02/01/2022;18;0.000139952;8.40E-05;0.00013437
REE;02/01/2022;19;0.00015989;9.66E-05;0.000134127
REE;02/01/2022;20;0.000177358;0.000103007;0.000150282
REE;02/01/2022;21;0.000190339;0.000102173;0.000156687
REE;02/01/2022;22;0.00019376;9.84E-05;0.000149205
REE;02/01/2022;23;0.000181187;9.21E-05;0.000113955
REE;02/01/2022;24;0.000153774;8.59E-05;7.96E-05
REE;03/01/2022;1;0.000122753;8.21E-05;3.49E-05
REE;03/01/2022;2;9.99E-05;7.91E-05;2.70E-05
REE;03/01/2022;3;8.78E-05;7.79E-05;1.64E-05
REE;03/01/2022;4;8.18E-05;7.76E-05;1.37E-05
REE;03/01/2022;5;7.99E-05;7.81E-05;2.63E-05
REE;03/01/2022;6;8.31E-05;8.16E-05;2.00E-05
REE;03/01/2022;7;9.61E-05;9.43E-05;2.02E-05
REE;03/01/2022;8;0.000125293;0.000122453;5.79E-05
REE;03/01/2022;9;0.000140179;0.000164832;0.000166972
REE;03/01/2022;10;0.000144573;0.000190513;0.00024256
REE;03/01/2022;11;0.000152748;0.000198525;0.000256533
REE;03/01/2022;12;0.00015219;0.00019636;0.000242324
REE;03/01/2022;13;0.000149988;0.000193171;0.000287513
REE;03/01/2022;14;0.000156911;0.000180451;0.000245815
REE;03/01/2022;15;0.000157995;0.000157408;0.000197478
REE;03/01/2022;16;0.00015105;0.00014985;0.000232624
REE;03/01/2022;17;0.000145688;0.00015078;0.000188513
REE;03/01/2022;18;0.000149185;0.000151667;0.000194238
REE;03/01/2022;19;0.000169888;0.000158383;0.000207785
REE;03/01/2022;20;0.000193214;0.000152853;0.000205022
REE;03/01/2022;21;0.000209881;0.000135698;0.000225498
REE;03/01/2022;22;0.000212166;0.000116526;0.000179201
REE;03/01/2022;23;0.000194616;0.000100267;0.000140272
REE;03/01/2022;24;0.000159563;9.04E-05;6.72E-05
REE;04/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;04/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;04/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;04/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;04/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;04/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;04/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;04/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;04/01/2022;9;0.000139348;0.000163167;0.000150062
REE;04/01/2022;10;0.000143625;0.000186023;0.000216999
REE;04/01/2022;11;0.000150896;0.000193521;0.000215537
REE;04/01/2022;12;0.000149539;0.000192118;0.000231397
REE;04/01/2022;13;0.000147419;0.000189134;0.000219729
REE;04/01/2022;14;0.000154319;0.00017691;0.000280163
REE;04/01/2022;15;0.000155259;0.000154795;0.000232093
REE;04/01/2022;16;0.000148577;0.000147429;0.000221481
REE;04/01/2022;17;0.00014389;0.000147883;0.000204421
REE;04/01/2022;18;0.000147664;0.000150277;0.000206323
REE;04/01/2022;19;0.000167544;0.000157877;0.000219405
REE;04/01/2022;20;0.000188466;0.000152594;0.000198745
REE;04/01/2022;21;0.000203613;0.000137067;0.00020612
REE;04/01/2022;22;0.000206392;0.000118014;0.000182949
REE;04/01/2022;23;0.000190882;0.000101626;0.00015101
REE;04/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;05/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;05/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;05/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;05/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;05/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;05/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;05/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;05/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;05/01/2022;9;0.000139348;0.000163167;0.000150062
REE;05/01/2022;10;0.000143625;0.000186023;0.000216999
REE;05/01/2022;11;0.000150896;0.000193521;0.000215537
REE;05/01/2022;12;0.000149539;0.000192118;0.000231397
REE;05/01/2022;13;0.000147419;0.000189134;0.000219729
REE;05/01/2022;14;0.000154319;0.00017691;0.000280163
REE;05/01/2022;15;0.000155259;0.000154795;0.000232093
REE;05/01/2022;16;0.000148577;0.000147429;0.000221481
REE;05/01/2022;17;0.00014389;0.000147883;0.000204421
REE;05/01/2022;18;0.000147664;0.000150277;0.000206323
REE;05/01/2022;19;0.000167544;0.000157877;0.000219405
REE;05/01/2022;20;0.000188466;0.000152594;0.000198745
REE;05/01/2022;21;0.000203613;0.000137067;0.00020612
REE;05/01/2022;22;0.000206392;0.000118014;0.000182949
REE;05/01/2022;23;0.000190882;0.000101626;0.00015101
REE;05/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;06/01/2022;1;0.000135829;8.76E-05;5.12E-05
REE;06/01/2022;2;0.00011538;8.22E-05;4.75E-05
REE;06/01/2022;3;9.95E-05;8.00E-05;4.02E-05
REE;06/01/2022;4;8.93E-05;7.87E-05;3.89E-05
REE;06/01/2022;5;8.43E-05;7.82E-05;2.56E-05
REE;06/01/2022;6;8.35E-05;7.91E-05;3.02E-05
REE;06/01/2022;7;8.55E-05;8.16E-05;2.20E-05
REE;06/01/2022;8;9.07E-05;8.44E-05;1.59E-05
REE;06/01/2022;9;0.000100241;8.02E-05;2.59E-05
REE;06/01/2022;10;0.000123882;8.08E-05;3.51E-05
REE;06/01/2022;11;0.000148582;8.62E-05;4.93E-05
REE;06/01/2022;12;0.000159552;9.03E-05;9.48E-05
REE;06/01/2022;13;0.000159318;9.36E-05;0.000130456
REE;06/01/2022;14;0.000164673;9.36E-05;0.000182469
REE;06/01/2022;15;0.000162813;9.01E-05;0.000149372
REE;06/01/2022;16;0.000146859;8.63E-05;0.000133737
REE;06/01/2022;17;0.000138558;8.38E-05;0.000145912
REE;06/01/2022;18;0.000139952;8.40E-05;0.00013437
REE;06/01/2022;19;0.00015989;9.66E-05;0.000134127
REE;06/01/2022;20;0.000177358;0.000103007;0.000150282
REE;06/01/2022;21;0.000190339;0.000102173;0.000156687
REE;06/01/2022;22;0.00019376;9.84E-05;0.000149205
REE;06/01/2022;23;0.000181187;9.21E-05;0.000113955
REE;06/01/2022;24;0.000153774;8.59E-05;7.96E-05
REE;07/01/2022;1;0.000124488;8.56E-05;7.79E-05
REE;07/01/2022;2;0.000100803;8.19E-05;5.37E-05
REE;07/01/2022;3;8.82E-05;8.04E-05;3.76E-05
REE;07/01/2022;4;8.20E-05;8.00E-05;3.20E-05
REE;07/01/2022;5;8.00E-05;8.04E-05;1.81E-05
REE;07/01/2022;6;8.32E-05;8.38E-05;2.19E-05
REE;07/01/2022;7;9.55E-05;9.58E-05;3.88E-05
REE;07/01/2022;8;0.000122718;0.000122281;8.04E-05
REE;07/01/2022;9;0.000138158;0.000159648;0.000152247
REE;07/01/2022;10;0.000144318;0.000181114;0.000185854
REE;07/01/2022;11;0.00015199;0.00018852;0.000227315
REE;07/01/2022;12;0.000150474;0.000187559;0.000234606
REE;07/01/2022;13;0.000147653;0.0001842;0.00022272
REE;07/01/2022;14;0.000154048;0.000172414;0.000241292
REE;07/01/2022;15;0.00015569;0.000149411;0.000222398
REE;07/01/2022;16;0.000149754;0.000137965;0.000235325
REE;07/01/2022;17;0.000145401;0.000135283;0.000233125
REE;07/01/2022;18;0.000147974;0.000136901;0.000229612
REE;07/01/2022;19;0.00016468;0.000148064;0.000247046
REE;07/01/2022;20;0.000179073;0.000147113;0.000239834
REE;07/01/2022;21;0.000188306;0.000136994;0.000224422
REE;07/01/2022;22;0.000192828;0.000121485;0.000211023
REE;07/01/2022;23;0.000184535;0.000106864;0.000158304
REE;07/01/2022;24;0.000160914;9.68E-05;0.000119813
REE;08/01/2022;1;0.000134972;8.93E-05;6.53E-05
REE;08/01/2022;2;0.000110612;8.36E-05;6.22E-05
REE;08/01/2022;3;9.53E-05;8.14E-05;4.35E-05
REE;08/01/2022;4;8.71E-05;8.02E-05;3.06E-05
REE;08/01/2022;5;8.37E-05;7.97E-05;2.95E-05
REE;08/01/2022;6;8.45E-05;8.14E-05;2.47E-05
REE;08/01/2022;7;8.86E-05;8.54E-05;2.95E-05
REE;08/01/2022;8;9.83E-05;9.29E-05;1.92E-05
REE;08/01/2022;9;0.000115509;9.65E-05;2.83E-05
REE;08/01/2022;10;0.000143183;0.000105456;6.65E-05
REE;08/01/2022;11;0.000163317;0.000117898;0.000101794
REE;08/01/2022;12;0.000166141;0.000122033;0.00015726
REE;08/01/2022;13;0.000161976;0.000123143;0.000164461
REE;08/01/2022;14;0.00016883;0.000117221;0.00022045
REE;08/01/2022;15;0.000170161;0.000106828;0.000209706
REE;08/01/2022;16;0.000157579;0.000101969;0.000192907
REE;08/01/2022;17;0.000148383;0.000100097;0.000164064
REE;08/01/2022;18;0.000147034;0.000103141;0.000149587
REE;08/01/2022;19;0.000161683;0.000116587;0.000164434
REE;08/01/2022;20;0.000173266;0.000123878;0.000149592
REE;08/01/2022;21;0.000181701;0.0001228;0.000165238
REE;08/01/2022;22;0.000187748;0.000113675;0.000144489
REE;08/01/2022;23;0.000182072;0.000104132;0.000130533
REE;08/01/2022;24;0.000162039;9.61E-05;9.24E-05
REE;09/01/2022;1;0.000135829;8.76E-05;5.12E-05
REE;09/01/2022;2;0.00011538;8.22E-05;4.75E-05
REE;09/01/2022;3;9.95E-05;8.00E-05;4.02E-05
REE;09/01/2022;4;8.93E-05;7.87E-05;3.89E-05
REE;09/01/2022;5;8.43E-05;7.82E-05;2.56E-05
REE;09/01/2022;6;8.35E-05;7.91E-05;3.02E-05
REE;09/01/2022;7;8.55E-05;8.16E-05;2.20E-05
REE;09/01/2022;8;9.07E-05;8.44E-05;1.59E-05
REE;09/01/2022;9;0.000100241;8.02E-05;2.59E-05
REE;09/01/2022;10;0.000123882;8.08E-05;3.51E-05
REE;09/01/2022;11;0.000148582;8.62E-05;4.93E-05
REE;09/01/2022;12;0.000159552;9.03E-05;9.48E-05
REE;09/01/2022;13;0.000159318;9.36E-05;0.000130456
REE;09/01/2022;14;0.000164673;9.36E-05;0.000182469
REE;09/01/2022;15;0.000162813;9.01E-05;0.000149372
REE;09/01/2022;16;0.000146859;8.63E-05;0.000133737
REE;09/01/2022;17;0.000138558;8.38E-05;0.000145912
REE;09/01/2022;18;0.000139952;8.40E-05;0.00013437
REE;09/01/2022;19;0.00015989;9.66E-05;0.000134127
REE;09/01/2022;20;0.000177358;0.000103007;0.000150282
REE;09/01/2022;21;0.000190339;0.000102173;0.000156687
REE;09/01/2022;22;0.00019376;9.84E-05;0.000149205
REE;09/01/2022;23;0.000181187;9.21E-05;0.000113955
REE;09/01/2022;24;0.000153774;8.59E-05;7.96E-05
REE;10/01/2022;1;0.000122753;8.21E-05;3.49E-05
REE;10/01/2022;2;9.99E-05;7.91E-05;2.70E-05
REE;10/01/2022;3;8.78E-05;7.79E-05;1.64E-05
REE;10/01/2022;4;8.18E-05;7.76E-05;1.37E-05
REE;10/01/2022;5;7.99E-05;7.81E-05;2.63E-05
REE;10/01/2022;6;8.31E-05;8.16E-05;2.00E-05
REE;10/01/2022;7;9.61E-05;9.43E-05;2.02E-05
REE;10/01/2022;8;0.000125293;0.000122453;5.79E-05
REE;10/01/2022;9;0.000140179;0.000164832;0.000166972
REE;10/01/2022;10;0.000144573;0.000190513;0.00024256
REE;10/01/2022;11;0.000152748;0.000198525;0.000256533
REE;10/01/2022;12;0.00015219;0.00019636;0.000242324
REE;10/01/2022;13;0.000149988;0.000193171;0.000287513
REE;10/01/2022;14;0.000156911;0.000180451;0.000245815
REE;10/01/2022;15;0.000157995;0.000157408;0.000197478
REE;10/01/2022;16;0.00015105;0.00014985;0.000232624
REE;10/01/2022;17;0.000145688;0.00015078;0.000188513
REE;10/01/2022;18;0.000149185;0.000151667;0.000194238
REE;10/01/2022;19;0.000169888;0.000158383;0.000207785
REE;10/01/2022;20;0.000193214;0.000152853;0.000205022
REE;10/01/2022;21;0.000209881;0.000135698;0.000225498
REE;10/01/2022;22;0.000212166;0.000116526;0.000179201
REE;10/01/2022;23;0.000194616;0.000100267;0.000140272
REE;10/01/2022;24;0.000159563;9.04E-05;6.72E-05
REE;11/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;11/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;11/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;11/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;11/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;11/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;11/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;11/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;11/01/2022;9;0.000139348;0.000163167;0.000150062
REE;11/01/2022;10;0.000143625;0.000186023;0.000216999
REE;11/01/2022;11;0.000150896;0.000193521;0.000215537
REE;11/01/2022;12;0.000149539;0.000192118;0.000231397
REE;11/01/2022;13;0.000147419;0.000189134;0.000219729
REE;11/01/2022;14;0.000154319;0.00017691;0.000280163
REE;11/01/2022;15;0.000155259;0.000154795;0.000232093
REE;11/01/2022;16;0.000148577;0.000147429;0.000221481
REE;11/01/2022;17;0.00014389;0.000147883;0.000204421
REE;11/01/2022;18;0.000147664;0.000150277;0.000206323
REE;11/01/2022;19;0.000167544;0.000157877;0.000219405
REE;11/01/2022;20;0.000188466;0.000152594;0.000198745
REE;11/01/2022;21;0.000203613;0.000137067;0.00020612
REE;11/01/2022;22;0.000206392;0.000118014;0.000182949
REE;11/01/2022;23;0.000190882;0.000101626;0.00015101
REE;11/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;12/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;12/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;12/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;12/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;12/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;12/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;12/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;12/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;12/01/2022;9;0.000139348;0.000163167;0.000150062
REE;12/01/2022;10;0.000143625;0.000186023;0.000216999
REE;12/01/2022;11;0.000150896;0.000193521;0.000215537
REE;12/01/2022;12;0.000149539;0.000192118;0.000231397
REE;12/01/2022;13;0.000147419;0.000189134;0.000219729
REE;12/01/2022;14;0.000154319;0.00017691;0.000280163
REE;12/01/2022;15;0.000155259;0.000154795;0.000232093
REE;12/01/2022;16;0.000148577;0.000147429;0.000221481
REE;12/01/2022;17;0.00014389;0.000147883;0.000204421
REE;12/01/2022;18;0.000147664;0.000150277;0.000206323
REE;12/01/2022;19;0.000167544;0.000157877;0.000219405
REE;12/01/2022;20;0.000188466;0.000152594;0.000198745
REE;12/01/2022;21;0.000203613;0.000137067;0.00020612
REE;12/01/2022;22;0.000206392;0.000118014;0.000182949
REE;12/01/2022;23;0.000190882;0.000101626;0.00015101
REE;12/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;13/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;13/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;13/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;13/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;13/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;13/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;13/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;13/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;13/01/2022;9;0.000139348;0.000163167;0.000150062
REE;13/01/2022;10;0.000143625;0.000186023;0.000216999
REE;13/01/2022;11;0.000150896;0.000193521;0.000215537
REE;13/01/2022;12;0.000149539;0.000192118;0.000231397
REE;13/01/2022;13;0.000147419;0.000189134;0.000219729
REE;13/01/2022;14;0.000154319;0.00017691;0.000280163
REE;13/01/2022;15;0.000155259;0.000154795;0.000232093
REE;13/01/2022;16;0.000148577;0.000147429;0.000221481
REE;13/01/2022;17;0.00014389;0.000147883;0.000204421
REE;13/01/2022;18;0.000147664;0.000150277;0.000206323
REE;13/01/2022;19;0.000167544;0.000157877;0.000219405
REE;13/01/2022;20;0.000188466;0.000152594;0.000198745
REE;13/01/2022;21;0.000203613;0.000137067;0.00020612
REE;13/01/2022;22;0.000206392;0.000118014;0.000182949
REE;13/01/2022;23;0.000190882;0.000101626;0.00015101
REE;13/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;14/01/2022;1;0.000124488;8.56E-05;7.79E-05
REE;14/01/2022;2;0.000100803;8.19E-05;5.37E-05
REE;14/01/2022;3;8.82E-05;8.04E-05;3.76E-05
REE;14/01/2022;4;8.20E-05;8.00E-05;3.20E-05
REE;14/01/2022;5;8.00E-05;8.04E-05;1.81E-05
REE;14/01/2022;6;8.32E-05;8.38E-05;2.19E-05
REE;14/01/2022;7;9.55E-05;9.58E-05;3.88E-05
REE;14/01/2022;8;0.000122718;0.000122281;8.04E-05
REE;14/01/2022;9;0.000138158;0.000159648;0.000152247
REE;14/01/2022;10;0.000144318;0.000181114;0.000185854
REE;14/01/2022;11;0.00015199;0.00018852;0.000227315
REE;14/01/2022;12;0.000150474;0.000187559;0.000234606
REE;14/01/2022;13;0.000147653;0.0001842;0.00022272
REE;14/01/2022;14;0.000154048;0.000172414;0.000241292
REE;14/01/2022;15;0.00015569;0.000149411;0.000222398
REE;14/01/2022;16;0.000149754;0.000137965;0.000235325
REE;14/01/2022;17;0.000145401;0.000135283;0.000233125
REE;14/01/2022;18;0.000147974;0.000136901;0.000229612
REE;14/01/2022;19;0.00016468;0.000148064;0.000247046
REE;14/01/2022;20;0.000179073;0.000147113;0.000239834
REE;14/01/2022;21;0.000188306;0.000136994;0.000224422
REE;14/01/2022;22;0.000192828;0.000121485;0.000211023
REE;14/01/2022;23;0.000184535;0.000106864;0.000158304
REE;14/01/2022;24;0.000160914;9.68E-05;0.000119813
REE;15/01/2022;1;0.000134972;8.93E-05;6.53E-05
REE;15/01/2022;2;0.000110612;8.36E-05;6.22E-05
REE;15/01/2022;3;9.53E-05;8.14E-05;4.35E-05
REE;15/01/2022;4;8.71E-05;8.02E-05;3.06E-05
REE;15/01/2022;5;8.37E-05;7.97E-05;2.95E-05
REE;15/01/2022;6;8.45E-05;8.14E-05;2.47E-05
REE;15/01/2022;7;8.86E-05;8.54E-05;2.95E-05
REE;15/01/2022;8;9.83E-05;9.29E-05;1.92E-05
REE;15/01/2022;9;0.000115509;9.65E-05;2.83E-05
REE;15/01/2022;10;0.000143183;0.000105456;6.65E-05
REE;15/01/2022;11;0.000163317;0.000117898;0.000101794
REE;15/01/2022;12;0.000166141;0.000122033;0.00015726
REE;15/01/2022;13;0.000161976;0.000123143;0.000164461
REE;15/01/2022;14;0.00016883;0.000117221;0.00022045
REE;15/01/2022;15;0.000170161;0.000106828;0.000209706
REE;15/01/2022;16;0.000157579;0.000101969;0.000192907
REE;15/01/2022;17;0.000148383;0.000100097;0.000164064
REE;15/01/2022;18;0.000147034;0.000103141;0.000149587
REE;15/01/2022;19;0.000161683;0.000116587;0.000164434
REE;15/01/2022;20;0.000173266;0.000123878;0.000149592
REE;15/01/2022;21;0.000181701;0.0001228;0.000165238
REE;15/01/2022;22;0.000187748;0.000113675;0.000144489
REE;15/01/2022;23;0.000182072;0.000104132;0.000130533
REE;15/01/2022;24;0.000162039;9.61E-05;9.24E-05
REE;16/01/2022;1;0.000135829;8.76E-05;5.12E-05
REE;16/01/2022;2;0.00011538;8.22E-05;4.75E-05
REE;16/01/2022;3;9.95E-05;8.00E-05;4.02E-05
REE;16/01/2022;4;8.93E-05;7.87E-05;3.89E-05
REE;16/01/2022;5;8.43E-05;7.82E-05;2.56E-05
REE;16/01/2022;6;8.35E-05;7.91E-05;3.02E-05
REE;16/01/2022;7;8.55E-05;8.16E-05;2.20E-05
REE;16/01/2022;8;9.07E-05;8.44E-05;1.59E-05
REE;16/01/2022;9;0.000100241;8.02E-05;2.59E-05
REE;16/01/2022;10;0.000123882;8.08E-05;3.51E-05
REE;16/01/2022;11;0.000148582;8.62E-05;4.93E-05
REE;16/01/2022;12;0.000159552;9.03E-05;9.48E-05
REE;16/01/2022;13;0.000159318;9.36E-05;0.000130456
REE;16/01/2022;14;0.000164673;9.36E-05;0.000182469
REE;16/01/2022;15;0.000162813;9.01E-05;0.000149372
REE;16/01/2022;16;0.000146859;8.63E-05;0.000133737
REE;16/01/2022;17;0.000138558;8.38E-05;0.000145912
REE;16/01/2022;18;0.000139952;8.40E-05;0.00013437
REE;16/01/2022;19;0.00015989;9.66E-05;0.000134127
REE;16/01/2022;20;0.000177358;0.000103007;0.000150282
REE;16/01/2022;21;0.000190339;0.000102173;0.000156687
REE;16/01/2022;22;0.00019376;9.84E-05;0.000149205
REE;16/01/2022;23;0.000181187;9.21E-05;0.000113955
REE;16/01/2022;24;0.000153774;8.59E-05;7.96E-05
REE;17/01/2022;1;0.000122753;8.21E-05;3.49E-05
REE;17/01/2022;2;9.99E-05;7.91E-05;2.70E-05
REE;17/01/2022;3;8.78E-05;7.79E-05;1.64E-05
REE;17/01/2022;4;8.18E-05;7.76E-05;1.37E-05
REE;17/01/2022;5;7.99E-05;7.81E-05;2.63E-05
REE;17/01/2022;6;8.31E-05;8.16E-05;2.00E-05
REE;17/01/2022;7;9.61E-05;9.43E-05;2.02E-05
REE;17/01/2022;8;0.000125293;0.000122453;5.79E-05
REE;17/01/2022;9;0.000140179;0.000164832;0.000166972
REE;17/01/2022;10;0.000144573;0.000190513;0.00024256
REE;17/01/2022;11;0.000152748;0.000198525;0.000256533
REE;17/01/2022;12;0.00015219;0.00019636;0.000242324
REE;17/01/2022;13;0.000149988;0.000193171;0.000287513
REE;17/01/2022;14;0.000156911;0.000180451;0.000245815
REE;17/01/2022;15;0.000157995;0.000157408;0.000197478
REE;17/01/2022;16;0.00015105;0.00014985;0.000232624
REE;17/01/2022;17;0.000145688;0.00015078;0.000188513
REE;17/01/2022;18;0.000149185;0.000151667;0.000194238
REE;17/01/2022;19;0.000169888;0.000158383;0.000207785
REE;17/01/2022;20;0.000193214;0.000152853;0.000205022
REE;17/01/2022;21;0.000209881;0.000135698;0.000225498
REE;17/01/2022;22;0.000212166;0.000116526;0.000179201
REE;17/01/2022;23;0.000194616;0.000100267;0.000140272
REE;17/01/2022;24;0.000159563;9.04E-05;6.72E-05
REE;18/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;18/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;18/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;18/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;18/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;18/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;18/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;18/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;18/01/2022;9;0.000139348;0.000163167;0.000150062
REE;18/01/2022;10;0.000143625;0.000186023;0.000216999
REE;18/01/2022;11;0.000150896;0.000193521;0.000215537
REE;18/01/2022;12;0.000149539;0.000192118;0.000231397
REE;18/01/2022;13;0.000147419;0.000189134;0.000219729
REE;18/01/2022;14;0.000154319;0.00017691;0.000280163
REE;18/01/2022;15;0.000155259;0.000154795;0.000232093
REE;18/01/2022;16;0.000148577;0.000147429;0.000221481
REE;18/01/2022;17;0.00014389;0.000147883;0.000204421
REE;18/01/2022;18;0.000147664;0.000150277;0.000206323
REE;18/01/2022;19;0.000167544;0.000157877;0.000219405
REE;18/01/2022;20;0.000188466;0.000152594;0.000198745
REE;18/01/2022;21;0.000203613;0.000137067;0.00020612
REE;18/01/2022;22;0.000206392;0.000118014;0.000182949
REE;18/01/2022;23;0.000190882;0.000101626;0.00015101
REE;18/01/2022;24;0.000157952;9.11E-05;9.70E-05
REE;19/01/2022;1;0.000123206;8.45E-05;5.67E-05
REE;19/01/2022;2;9.97E-05;8.13E-05;3.61E-05
REE;19/01/2022;3;8.74E-05;7.98E-05;2.92E-05
REE;19/01/2022;4;8.16E-05;7.94E-05;1.67E-05
REE;19/01/2022;5;7.98E-05;7.97E-05;1.41E-05
REE;19/01/2022;6;8.30E-05;8.32E-05;2.36E-05
REE;19/01/2022;7;9.58E-05;9.54E-05;2.82E-05
REE;19/01/2022;8;0.000124383;0.000123086;8.08E-05
REE;19/01/2022;9;0.000139348;0.000163167;0.000150062
REE;19/01/2022;10;0.000143625;0.000186023;0.000216999
REE;19/01/2022;11;0.000150896;0.000193521;0.000215537
REE;19/01/2022;12;0.000149539;0.000192118;0.000231397
REE;19/01/2022;13;0.000147419;0.000189134;0.000219729
REE;19/01/2022;14;0.000154319;0.00017691;0.000280163
REE;19/01/2022;15;0.000155259;0.000154795;0.000232093
