CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE
REE;25/02/2022;19;0.000142205;0.000142746;0.000254181
REE;25/02/2022;20;0.000165664;0.000151421;0.000262174
REE;25/02/2022;21;0.000178653;0.000141871;0.000245229
REE;25/02/2022;22;0.000182754;0.000125302;0.00019565
REE;25/02/2022;23;0.000173484;0.000109913;0.000159971
REE;25/02/2022;24;0.00015049;9.97E-05;0.000126189
REE;26/02/2022;1;0.00012331;9.09E-05;8.47E-05
REE;26/02/2022;2;0.00010196;8.51E-05;7.20E-05
REE;26/02/2022;3;8.84E-05;8.28E-05;4.28E-05
REE;26/02/2022;4;8.13E-05;8.15E-05;3.34E-05
REE;26/02/2022;5;7.84E-05;8.13E-05;2.61E-05
REE;26/02/2022;6;7.94E-05;8.26E-05;3.18E-05
REE;26/02/2022;7;8.37E-05;8.67E-05;3.29E-05
REE;26/02/2022;8;9.27E-05;9.29E-05;3.50E-05
REE;26/02/2022;9;0.00010964;9.49E-05;2.73E-05
REE;26/02/2022;10;0.000136768;0.000106887;7.17E-05
REE;26/02/2022;11;0.000152622;0.000118952;0.000129017
REE;26/02/2022;12;0.000152862;0.000123053;0.000135342
REE;26/02/2022;13;0.000148328;0.000123914;0.000147503
REE;26/02/2022;14;0.000154079;0.000117774;0.000194145
REE;26/02/2022;15;0.00015336;0.000106855;0.000175119
REE;26/02/2022;16;0.000139882;0.000102092;0.000148694
REE;26/02/2022;17;0.000130416;0.000100511;0.000123642
REE;26/02/2022;18;0.000127454;0.00010213;0.000149929
REE;26/02/2022;19;0.000135492;0.000109048;0.000140844
REE;26/02/2022;20;0.000155973;0.000125316;0.000160953
REE;26/02/2022;21;0.000167715;0.000125452;0.000145274
REE;26/02/2022;22;0.000172989;0.000116345;0.000151511
REE;26/02/2022;23;0.000166102;0.000106597;0.000129994
REE;26/02/2022;24;0.000146764;9.85E-05;0.000105548
REE;27/02/2022;1;0.000124801;9.09E-05;8.39E-05
REE;27/02/2022;2;0.000104429;8.44E-05;6.28E-05
REE;27/02/2022;3;9.05E-05;8.21E-05;4.17E-05
REE;27/02/2022;4;8.24E-05;8.07E-05;2.55E-05
REE;27/02/2022;5;7.89E-05;8.03E-05;3.24E-05
REE;27/02/2022;6;7.92E-05;8.12E-05;3.54E-05
REE;27/02/2022;7;8.17E-05;8.33E-05;2.29E-05
REE;27/02/2022;8;8.72E-05;8.53E-05;2.41E-05
REE;27/02/2022;9;9.87E-05;7.96E-05;5.07E-05
REE;27/02/2022;10;0.000125505;8.38E-05;4.50E-05
REE;27/02/2022;11;0.000147277;8.96E-05;8.40E-05
REE;27/02/2022;12;0.00015332;9.38E-05;0.000108717
REE;27/02/2022;13;0.000149897;9.71E-05;0.000129347
REE;27/02/2022;14;0.000154399;9.62E-05;0.000164042
REE;27/02/2022;15;0.0001523;9.22E-05;0.000164487
REE;27/02/2022;16;0.000136656;8.84E-05;0.000131415
REE;27/02/2022;17;0.000127554;8.58E-05;9.94E-05
REE;27/02/2022;18;0.000125942;8.44E-05;0.000111805
REE;27/02/2022;19;0.000138179;8.97E-05;0.000141393
REE;27/02/2022;20;0.000166358;0.000104707;0.000155385
REE;27/02/2022;21;0.000184494;0.000104765;0.000148723
REE;27/02/2022;22;0.000186723;0.00010085;0.000136576
REE;27/02/2022;23;0.000170636;9.37E-05;0.000150545
REE;27/02/2022;24;0.000141808;8.71E-05;9.48E-05
REE;28/02/2022;1;0.000112014;8.30E-05;5.48E-05
REE;28/02/2022;2;9.21E-05;7.99E-05;3.48E-05
REE;28/02/2022;3;8.13E-05;7.89E-05;1.53E-05
REE;28/02/2022;4;7.62E-05;7.85E-05;1.73E-05
REE;28/02/2022;5;7.48E-05;7.93E-05;1.55E-05
REE;28/02/2022;6;7.82E-05;8.28E-05;2.60E-05
REE;28/02/2022;7;9.13E-05;9.55E-05;2.95E-05
REE;28/02/2022;8;0.000118697;0.000122548;8.04E-05
REE;28/02/2022;9;0.000130623;0.000162502;0.000191539
REE;28/02/2022;10;0.000134527;0.0001902;0.000285314
REE;28/02/2022;11;0.000139794;0.00019707;0.000256937
REE;28/02/2022;12;0.000138229;0.000194956;0.000288135
REE;28/02/2022;13;0.000136719;0.000191297;0.000252225
REE;28/02/2022;14;0.000143369;0.000179318;0.000226474
REE;28/02/2022;15;0.000143524;0.000156723;0.000239498
REE;28/02/2022;16;0.000135798;0.000149623;0.000239707
REE;28/02/2022;17;0.000129855;0.000150034;0.000213002
REE;28/02/2022;18;0.000130886;0.000149954;0.000192207
REE;28/02/2022;19;0.00014267;0.00014946;0.000209711
REE;28/02/2022;20;0.000172177;0.000153685;0.000223927
REE;28/02/2022;21;0.000192145;0.000137746;0.000236341
REE;28/02/2022;22;0.000194793;0.000117643;0.000197704
REE;28/02/2022;23;0.000177658;0.000101325;0.000138148
REE;28/02/2022;24;0.000145492;9.14E-05;9.12E-05
REE;01/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;01/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;01/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;01/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;01/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;01/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;01/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;01/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;01/03/2022;9;0.000118088;0.000138908;0.000111353
REE;01/03/2022;10;0.000123488;0.000159299;0.000191895
REE;01/03/2022;11;0.000127855;0.000164754;0.000204103
REE;01/03/2022;12;0.000127011;0.000163781;0.000231528
REE;01/03/2022;13;0.000126915;0.000162783;0.000232225
REE;01/03/2022;14;0.00013332;0.000153895;0.000207962
REE;01/03/2022;15;0.000132882;0.000136382;0.000204822
REE;01/03/2022;16;0.00012391;0.000129824;0.000213982
REE;01/03/2022;17;0.000117538;0.000128719;0.000197127
REE;01/03/2022;18;0.000117011;0.000127357;0.000198827
REE;01/03/2022;19;0.000122386;0.000123808;0.000205608
REE;01/03/2022;20;0.000144881;0.000129504;0.000204343
REE;01/03/2022;21;0.000170967;0.000125185;0.000195739
REE;01/03/2022;22;0.000176333;0.000109968;0.000174233
REE;01/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;01/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;02/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;02/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;02/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;02/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;02/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;02/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;02/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;02/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;02/03/2022;9;0.000118088;0.000138908;0.000111353
REE;02/03/2022;10;0.000123488;0.000159299;0.000191895
REE;02/03/2022;11;0.000127855;0.000164754;0.000204103
REE;02/03/2022;12;0.000127011;0.000163781;0.000231528
REE;02/03/2022;13;0.000126915;0.000162783;0.000232225
REE;02/03/2022;14;0.00013332;0.000153895;0.000207962
REE;02/03/2022;15;0.000132882;0.000136382;0.000204822
REE;02/03/2022;16;0.00012391;0.000129824;0.000213982
REE;02/03/2022;17;0.000117538;0.000128719;0.000197127
REE;02/03/2022;18;0.000117011;0.000127357;0.000198827
REE;02/03/2022;19;0.000122386;0.000123808;0.000205608
REE;02/03/2022;20;0.000144881;0.000129504;0.000204343
REE;02/03/2022;21;0.000170967;0.000125185;0.000195739
REE;02/03/2022;22;0.000176333;0.000109968;0.000174233
REE;02/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;02/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;03/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;03/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;03/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;03/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;03/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;03/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;03/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;03/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;03/03/2022;9;0.000118088;0.000138908;0.000111353
REE;03/03/2022;10;0.000123488;0.000159299;0.000191895
REE;03/03/2022;11;0.000127855;0.000164754;0.000204103
REE;03/03/2022;12;0.000127011;0.000163781;0.000231528
REE;03/03/2022;13;0.000126915;0.000162783;0.000232225
REE;03/03/2022;14;0.00013332;0.000153895;0.000207962
REE;03/03/2022;15;0.000132882;0.000136382;0.000204822
REE;03/03/2022;16;0.00012391;0.000129824;0.000213982
REE;03/03/2022;17;0.000117538;0.000128719;0.000197127
REE;03/03/2022;18;0.000117011;0.000127357;0.000198827
REE;03/03/2022;19;0.000122386;0.000123808;0.000205608
REE;03/03/2022;20;0.000144881;0.000129504;0.000204343
REE;03/03/2022;21;0.000170967;0.000125185;0.000195739
REE;03/03/2022;22;0.000176333;0.000109968;0.000174233
REE;03/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;03/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;04/03/2022;1;0.000105305;8.29E-05;5.21E-05
REE;04/03/2022;2;8.62E-05;7.94E-05;4.99E-05
REE;04/03/2022;3;7.60E-05;7.83E-05;3.71E-05
REE;04/03/2022;4;7.14E-05;7.79E-05;3.32E-05
REE;04/03/2022;5;7.01E-05;7.82E-05;2.06E-05
REE;04/03/2022;6;7.34E-05;8.11E-05;3.53E-05
REE;04/03/2022;7;8.50E-05;9.24E-05;4.87E-05
REE;04/03/2022;8;0.000105644;0.000106582;7.53E-05
REE;04/03/2022;9;0.000119639;0.000138407;0.000133343
REE;04/03/2022;10;0.000125351;0.000158316;0.000230378
REE;04/03/2022;11;0.00012963;0.000164002;0.000259552
REE;04/03/2022;12;0.000128447;0.000163505;0.000232849
REE;04/03/2022;13;0.000128074;0.000162502;0.00018178
REE;04/03/2022;14;0.000134653;0.000153728;0.000197541
REE;04/03/2022;15;0.00013495;0.000134658;0.000190076
REE;04/03/2022;16;0.000127197;0.0001255;0.000207854
REE;04/03/2022;17;0.000121583;0.000122646;0.000174203
REE;04/03/2022;18;0.000120734;0.000121101;0.000195347
REE;04/03/2022;19;0.000124793;0.000119852;0.000182956
REE;04/03/2022;20;0.000143705;0.00012998;0.000194645
REE;04/03/2022;21;0.000163462;0.000128999;0.000192625
REE;04/03/2022;22;0.0001684;0.00011382;0.000166059
REE;04/03/2022;23;0.000158208;0.000100142;0.000129099
REE;04/03/2022;24;0.000135604;9.11E-05;8.43E-05
REE;05/03/2022;1;0.000111041;8.50E-05;6.32E-05
REE;05/03/2022;2;9.18E-05;8.02E-05;5.09E-05
REE;05/03/2022;3;8.01E-05;7.83E-05;3.58E-05
REE;05/03/2022;4;7.41E-05;7.74E-05;3.00E-05
REE;05/03/2022;5;7.16E-05;7.75E-05;1.90E-05
REE;05/03/2022;6;7.27E-05;7.86E-05;2.91E-05
REE;05/03/2022;7;7.65E-05;8.21E-05;3.36E-05
REE;05/03/2022;8;8.22E-05;8.00E-05;3.00E-05
REE;05/03/2022;9;0.000101223;8.56E-05;4.21E-05
REE;05/03/2022;10;0.000125927;9.63E-05;7.36E-05
REE;05/03/2022;11;0.000139468;0.000105657;0.000142421
REE;05/03/2022;12;0.000140358;0.000109296;0.000135335
REE;05/03/2022;13;0.000137846;0.000110499;0.000139401
REE;05/03/2022;14;0.000144188;0.000106406;0.000132864
REE;05/03/2022;15;0.000142963;9.90E-05;0.000140432
REE;05/03/2022;16;0.000128753;9.49E-05;0.000131442
REE;05/03/2022;17;0.000119093;9.32E-05;0.000130035
REE;05/03/2022;18;0.000115467;9.33E-05;0.000127129
REE;05/03/2022;19;0.000117983;9.42E-05;0.00012611
REE;05/03/2022;20;0.000133927;0.000107758;0.000133409
REE;05/03/2022;21;0.00015337;0.000114168;0.000152461
REE;05/03/2022;22;0.000161346;0.000107023;0.000141677
REE;05/03/2022;23;0.000153441;9.76E-05;0.000109192
REE;05/03/2022;24;0.000134344;8.98E-05;6.19E-05
REE;06/03/2022;1;0.000112051;8.43E-05;5.40E-05
REE;06/03/2022;2;9.29E-05;7.96E-05;4.36E-05
REE;06/03/2022;3;8.19E-05;7.78E-05;3.09E-05
REE;06/03/2022;4;7.52E-05;7.67E-05;1.55E-05
REE;06/03/2022;5;7.18E-05;7.63E-05;1.80E-05
REE;06/03/2022;6;7.18E-05;7.71E-05;2.73E-05
REE;06/03/2022;7;7.42E-05;7.92E-05;2.41E-05
REE;06/03/2022;8;7.72E-05;7.49E-05;2.42E-05
REE;06/03/2022;9;9.05E-05;7.37E-05;3.25E-05
REE;06/03/2022;10;0.000114779;7.87E-05;3.71E-05
REE;06/03/2022;11;0.000133964;8.34E-05;5.38E-05
REE;06/03/2022;12;0.000140238;8.72E-05;8.68E-05
REE;06/03/2022;13;0.000139329;8.98E-05;0.000139085
REE;06/03/2022;14;0.000143618;8.93E-05;0.000136401
REE;06/03/2022;15;0.000140206;8.65E-05;0.000119911
REE;06/03/2022;16;0.000124667;8.36E-05;8.93E-05
REE;06/03/2022;17;0.000115405;8.08E-05;9.93E-05
REE;06/03/2022;18;0.000112698;7.85E-05;0.000100725
REE;06/03/2022;19;0.000117855;7.88E-05;9.08E-05
REE;06/03/2022;20;0.000138283;9.00E-05;8.48E-05
REE;06/03/2022;21;0.000162495;9.67E-05;9.70E-05
REE;06/03/2022;22;0.000168266;9.58E-05;9.29E-05
REE;06/03/2022;23;0.000152489;8.89E-05;7.82E-05
REE;06/03/2022;24;0.000128733;8.15E-05;4.28E-05
REE;07/03/2022;1;0.000102797;7.86E-05;5.37E-05
REE;07/03/2022;2;8.46E-05;7.57E-05;2.97E-05
REE;07/03/2022;3;7.47E-05;7.50E-05;2.60E-05
REE;07/03/2022;4;7.00E-05;7.48E-05;2.43E-05
REE;07/03/2022;5;6.87E-05;7.52E-05;1.57E-05
REE;07/03/2022;6;7.16E-05;7.83E-05;2.28E-05
REE;07/03/2022;7;8.26E-05;9.01E-05;1.79E-05
REE;07/03/2022;8;0.000102423;0.000106235;3.87E-05
REE;07/03/2022;9;0.000115758;0.000137748;8.03E-05
REE;07/03/2022;10;0.000123251;0.000158778;0.000147144
REE;07/03/2022;11;0.000129322;0.000164372;0.000156998
REE;07/03/2022;12;0.000129175;0.000163838;0.00016314
REE;07/03/2022;13;0.000129082;0.000162339;0.000167738
REE;07/03/2022;14;0.000135662;0.000152964;0.000193528
REE;07/03/2022;15;0.000135269;0.000135696;0.000191093
REE;07/03/2022;16;0.000125625;0.000129484;0.000203761
REE;07/03/2022;17;0.000118824;0.000128353;0.000183848
REE;07/03/2022;18;0.00011812;0.000126958;0.000168107
REE;07/03/2022;19;0.000123563;0.000122805;0.000171415
REE;07/03/2022;20;0.000145862;0.000127339;0.000199839
REE;07/03/2022;21;0.000171474;0.000122269;0.000184288
REE;07/03/2022;22;0.000177175;0.000107482;0.000149092
REE;07/03/2022;23;0.00015975;9.32E-05;0.000118769
REE;07/03/2022;24;0.000131153;8.50E-05;6.75E-05
REE;08/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;08/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;08/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;08/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;08/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;08/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;08/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;08/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;08/03/2022;9;0.000118088;0.000138908;0.000111353
REE;08/03/2022;10;0.000123488;0.000159299;0.000191895
REE;08/03/2022;11;0.000127855;0.000164754;0.000204103
REE;08/03/2022;12;0.000127011;0.000163781;0.000231528
REE;08/03/2022;13;0.000126915;0.000162783;0.000232225
REE;08/03/2022;14;0.00013332;0.000153895;0.000207962
REE;08/03/2022;15;0.000132882;0.000136382;0.000204822
REE;08/03/2022;16;0.00012391;0.000129824;0.000213982
REE;08/03/2022;17;0.000117538;0.000128719;0.000197127
REE;08/03/2022;18;0.000117011;0.000127357;0.000198827
REE;08/03/2022;19;0.000122386;0.000123808;0.000205608
REE;08/03/2022;20;0.000144881;0.000129504;0.000204343
REE;08/03/2022;21;0.000170967;0.000125185;0.000195739
REE;08/03/2022;22;0.000176333;0.000109968;0.000174233
REE;08/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;08/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;09/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;09/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;09/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;09/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;09/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;09/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;09/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;09/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;09/03/2022;9;0.000118088;0.000138908;0.000111353
REE;09/03/2022;10;0.000123488;0.000159299;0.000191895
REE;09/03/2022;11;0.000127855;0.000164754;0.000204103
REE;09/03/2022;12;0.000127011;0.000163781;0.000231528
REE;09/03/2022;13;0.000126915;0.000162783;0.000232225
REE;09/03/2022;14;0.00013332;0.000153895;0.000207962
REE;09/03/2022;15;0.000132882;0.000136382;0.000204822
REE;09/03/2022;16;0.00012391;0.000129824;0.000213982
REE;09/03/2022;17;0.000117538;0.000128719;0.000197127
REE;09/03/2022;18;0.000117011;0.000127357;0.000198827
REE;09/03/2022;19;0.000122386;0.000123808;0.000205608
REE;09/03/2022;20;0.000144881;0.000129504;0.000204343
REE;09/03/2022;21;0.000170967;0.000125185;0.000195739
REE;09/03/2022;22;0.000176333;0.000109968;0.000174233
REE;09/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;09/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;10/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;10/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;10/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;10/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;10/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;10/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;10/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;10/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;10/03/2022;9;0.000118088;0.000138908;0.000111353
REE;10/03/2022;10;0.000123488;0.000159299;0.000191895
REE;10/03/2022;11;0.000127855;0.000164754;0.000204103
REE;10/03/2022;12;0.000127011;0.000163781;0.000231528
REE;10/03/2022;13;0.000126915;0.000162783;0.000232225
REE;10/03/2022;14;0.00013332;0.000153895;0.000207962
REE;10/03/2022;15;0.000132882;0.000136382;0.000204822
REE;10/03/2022;16;0.00012391;0.000129824;0.000213982
REE;10/03/2022;17;0.000117538;0.000128719;0.000197127
REE;10/03/2022;18;0.000117011;0.000127357;0.000198827
REE;10/03/2022;19;0.000122386;0.000123808;0.000205608
REE;10/03/2022;20;0.000144881;0.000129504;0.000204343
REE;10/03/2022;21;0.000170967;0.000125185;0.000195739
REE;10/03/2022;22;0.000176333;0.000109968;0.000174233
REE;10/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;10/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;11/03/2022;1;0.000105305;8.29E-05;5.21E-05
REE;11/03/2022;2;8.62E-05;7.94E-05;4.99E-05
REE;11/03/2022;3;7.60E-05;7.83E-05;3.71E-05
REE;11/03/2022;4;7.14E-05;7.79E-05;3.32E-05
REE;11/03/2022;5;7.01E-05;7.82E-05;2.06E-05
REE;11/03/2022;6;7.34E-05;8.11E-05;3.53E-05
REE;11/03/2022;7;8.50E-05;9.24E-05;4.87E-05
REE;11/03/2022;8;0.000105644;0.000106582;7.53E-05
REE;11/03/2022;9;0.000119639;0.000138407;0.000133343
REE;11/03/2022;10;0.000125351;0.000158316;0.000230378
REE;11/03/2022;11;0.00012963;0.000164002;0.000259552
REE;11/03/2022;12;0.000128447;0.000163505;0.000232849
REE;11/03/2022;13;0.000128074;0.000162502;0.00018178
REE;11/03/2022;14;0.000134653;0.000153728;0.000197541
REE;11/03/2022;15;0.00013495;0.000134658;0.000190076
REE;11/03/2022;16;0.000127197;0.0001255;0.000207854
REE;11/03/2022;17;0.000121583;0.000122646;0.000174203
REE;11/03/2022;18;0.000120734;0.000121101;0.000195347
REE;11/03/2022;19;0.000124793;0.000119852;0.000182956
REE;11/03/2022;20;0.000143705;0.00012998;0.000194645
REE;11/03/2022;21;0.000163462;0.000128999;0.000192625
REE;11/03/2022;22;0.0001684;0.00011382;0.000166059
REE;11/03/2022;23;0.000158208;0.000100142;0.000129099
REE;11/03/2022;24;0.000135604;9.11E-05;8.43E-05
REE;12/03/2022;1;0.000111041;8.50E-05;6.32E-05
REE;12/03/2022;2;9.18E-05;8.02E-05;5.09E-05
REE;12/03/2022;3;8.01E-05;7.83E-05;3.58E-05
REE;12/03/2022;4;7.41E-05;7.74E-05;3.00E-05
REE;12/03/2022;5;7.16E-05;7.75E-05;1.90E-05
REE;12/03/2022;6;7.27E-05;7.86E-05;2.91E-05
REE;12/03/2022;7;7.65E-05;8.21E-05;3.36E-05
REE;12/03/2022;8;8.22E-05;8.00E-05;3.00E-05
REE;12/03/2022;9;0.000101223;8.56E-05;4.21E-05
REE;12/03/2022;10;0.000125927;9.63E-05;7.36E-05
REE;12/03/2022;11;0.000139468;0.000105657;0.000142421
REE;12/03/2022;12;0.000140358;0.000109296;0.000135335
REE;12/03/2022;13;0.000137846;0.000110499;0.000139401
REE;12/03/2022;14;0.000144188;0.000106406;0.000132864
REE;12/03/2022;15;0.000142963;9.90E-05;0.000140432
REE;12/03/2022;16;0.000128753;9.49E-05;0.000131442
REE;12/03/2022;17;0.000119093;9.32E-05;0.000130035
REE;12/03/2022;18;0.000115467;9.33E-05;0.000127129
REE;12/03/2022;19;0.000117983;9.42E-05;0.00012611
REE;12/03/2022;20;0.000133927;0.000107758;0.000133409
REE;12/03/2022;21;0.00015337;0.000114168;0.000152461
REE;12/03/2022;22;0.000161346;0.000107023;0.000141677
REE;12/03/2022;23;0.000153441;9.76E-05;0.000109192
REE;12/03/2022;24;0.000134344;8.98E-05;6.19E-05
REE;13/03/2022;1;0.000112051;8.43E-05;5.40E-05
REE;13/03/2022;2;9.29E-05;7.96E-05;4.36E-05
REE;13/03/2022;3;8.19E-05;7.78E-05;3.09E-05
REE;13/03/2022;4;7.52E-05;7.67E-05;1.55E-05
REE;13/03/2022;5;7.18E-05;7.63E-05;1.80E-05
REE;13/03/2022;6;7.18E-05;7.71E-05;2.73E-05
REE;13/03/2022;7;7.42E-05;7.92E-05;2.41E-05
REE;13/03/2022;8;7.72E-05;7.49E-05;2.42E-05
REE;13/03/2022;9;9.05E-05;7.37E-05;3.25E-05
REE;13/03/2022;10;0.000114779;7.87E-05;3.71E-05
REE;13/03/2022;11;0.000133964;8.34E-05;5.38E-05
REE;13/03/2022;12;0.000140238;8.72E-05;8.68E-05
REE;13/03/2022;13;0.000139329;8.98E-05;0.000139085
REE;13/03/2022;14;0.000143618;8.93E-05;0.000136401
REE;13/03/2022;15;0.000140206;8.65E-05;0.000119911
REE;13/03/2022;16;0.000124667;8.36E-05;8.93E-05
REE;13/03/2022;17;0.000115405;8.08E-05;9.93E-05
REE;13/03/2022;18;0.000112698;7.85E-05;0.000100725
REE;13/03/2022;19;0.000117855;7.88E-05;9.08E-05
REE;13/03/2022;20;0.000138283;9.00E-05;8.48E-05
REE;13/03/2022;21;0.000162495;9.67E-05;9.70E-05
REE;13/03/2022;22;0.000168266;9.58E-05;9.29E-05
REE;13/03/2022;23;0.000152489;8.89E-05;7.82E-05
REE;13/03/2022;24;0.000128733;8.15E-05;4.28E-05
REE;14/03/2022;1;0.000102797;7.86E-05;5.37E-05
REE;14/03/2022;2;8.46E-05;7.57E-05;2.97E-05
REE;14/03/2022;3;7.47E-05;7.50E-05;2.60E-05
REE;14/03/2022;4;7.00E-05;7.48E-05;2.43E-05
REE;14/03/2022;5;6.87E-05;7.52E-05;1.57E-05
REE;14/03/2022;6;7.16E-05;7.83E-05;2.28E-05
REE;14/03/2022;7;8.26E-05;9.01E-05;1.79E-05
REE;14/03/2022;8;0.000102423;0.000106235;3.87E-05
REE;14/03/2022;9;0.000115758;0.000137748;8.03E-05
REE;14/03/2022;10;0.000123251;0.000158778;0.000147144
REE;14/03/2022;11;0.000129322;0.000164372;0.000156998
REE;14/03/2022;12;0.000129175;0.000163838;0.00016314
REE;14/03/2022;13;0.000129082;0.000162339;0.000167738
REE;14/03/2022;14;0.000135662;0.000152964;0.000193528
REE;14/03/2022;15;0.000135269;0.000135696;0.000191093
REE;14/03/2022;16;0.000125625;0.000129484;0.000203761
REE;14/03/2022;17;0.000118824;0.000128353;0.000183848
REE;14/03/2022;18;0.00011812;0.000126958;0.000168107
REE;14/03/2022;19;0.000123563;0.000122805;0.000171415
REE;14/03/2022;20;0.000145862;0.000127339;0.000199839
REE;14/03/2022;21;0.000171474;0.000122269;0.000184288
REE;14/03/2022;22;0.000177175;0.000107482;0.000149092
REE;14/03/2022;23;0.00015975;9.32E-05;0.000118769
REE;14/03/2022;24;0.000131153;8.50E-05;6.75E-05
REE;15/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;15/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;15/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;15/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;15/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;15/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;15/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;15/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;15/03/2022;9;0.000118088;0.000138908;0.000111353
REE;15/03/2022;10;0.000123488;0.000159299;0.000191895
REE;15/03/2022;11;0.000127855;0.000164754;0.000204103
REE;15/03/2022;12;0.000127011;0.000163781;0.000231528
REE;15/03/2022;13;0.000126915;0.000162783;0.000232225
REE;15/03/2022;14;0.00013332;0.000153895;0.000207962
REE;15/03/2022;15;0.000132882;0.000136382;0.000204822
REE;15/03/2022;16;0.00012391;0.000129824;0.000213982
REE;15/03/2022;17;0.000117538;0.000128719;0.000197127
REE;15/03/2022;18;0.000117011;0.000127357;0.000198827
REE;15/03/2022;19;0.000122386;0.000123808;0.000205608
REE;15/03/2022;20;0.000144881;0.000129504;0.000204343
REE;15/03/2022;21;0.000170967;0.000125185;0.000195739
REE;15/03/2022;22;0.000176333;0.000109968;0.000174233
REE;15/03/2022;23;0.00016001;9.56E-05;0.00012319
REE;15/03/2022;24;0.000132013;8.66E-05;8.29E-05
REE;16/03/2022;1;0.000103998;8.17E-05;6.41E-05
REE;16/03/2022;2;8.51E-05;7.85E-05;3.90E-05
REE;16/03/2022;3;7.52E-05;7.75E-05;2.66E-05
REE;16/03/2022;4;7.06E-05;7.70E-05;1.57E-05
REE;16/03/2022;5;6.93E-05;7.73E-05;1.55E-05
REE;16/03/2022;6;7.24E-05;8.05E-05;2.39E-05
REE;16/03/2022;7;8.40E-05;9.19E-05;3.20E-05
REE;16/03/2022;8;0.00010485;0.000107705;5.67E-05
REE;16/03/2022;9;0.000118088;0.000138908;0.000111353
