CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE;
REE;02/06/2025;19;0.000111105;1.31E-04;0.000142019;
REE;02/06/2025;20;0.000114339;0.000125091;0.000152293;
REE;02/06/2025;21;0.000123019;0.000117513;0.000123972;
REE;02/06/2025;22;0.000133742;0.000110965;0.000119147;
REE;02/06/2025;23;0.000133912;0.000111783;8.88E-05;
REE;02/06/2025;24;0.000115156;0.000100706;7.37171E-05;
REE;03/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;03/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;03/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;03/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;03/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;03/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;03/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;03/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;03/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;03/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;03/06/2025;11;1.03E-04;0.000156565;0.000134294;
REE;03/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;03/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;03/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;03/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;03/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;03/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;03/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;03/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;03/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;03/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;03/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;03/06/2025;23;0.000132817;0.000117682;1.08E-04;
REE;03/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;04/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;04/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;04/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;04/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;04/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;04/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;04/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;04/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;04/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;04/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;04/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;04/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;04/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;04/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;04/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;04/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;04/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;04/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;04/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;04/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;04/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;04/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;04/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;04/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;05/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;05/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;05/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;05/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;05/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;05/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;05/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;05/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;05/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;05/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;05/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;05/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;05/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;05/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;05/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;05/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;05/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;05/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;05/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;05/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;05/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;05/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;05/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;05/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;06/06/2025;1;9.75E-05;9.70E-05;5.99E-05;
REE;06/06/2025;2;8.38E-05;8.99E-05;4.70E-05;
REE;06/06/2025;3;7.52E-05;8.63E-05;4.38E-05;
REE;06/06/2025;4;7.06E-05;8.44E-05;5.42E-05;
REE;06/06/2025;5;6.85E-05;8.41E-05;3.07E-05;
REE;06/06/2025;6;6.89E-05;8.64E-05;3.13E-05;
REE;06/06/2025;7;7.20E-05;9.06E-05;4.50E-05;
REE;06/06/2025;8;8.05E-05;0.000101974;6.06E-05;
REE;06/06/2025;9;9.17E-05;0.000125185;8.74E-05;
REE;06/06/2025;10;9.86E-05;0.000143276;1.10E-04;
REE;06/06/2025;11;0.000104287;0.000154567;0.000150169;
REE;06/06/2025;12;0.000107806;0.000160785;0.000141789;
REE;06/06/2025;13;0.000113776;0.000166113;0.000151495;
REE;06/06/2025;14;0.000123705;0.000163562;0.000152361;
REE;06/06/2025;15;0.000126784;0.000150031;0.000150184;
REE;06/06/2025;16;0.000119243;0.00013983;0.000165486;
REE;06/06/2025;17;0.000113965;0.000135858;0.000188362;
REE;06/06/2025;18;0.000112959;0.000134071;0.000170783;
REE;06/06/2025;19;0.000112802;0.00013053;0.000166314;
REE;06/06/2025;20;0.000112959;0.00012966;0.000184407;
REE;06/06/2025;21;0.000115284;0.000127373;0.000170592;
REE;06/06/2025;22;0.000122762;0.000124232;0.00014238;
REE;06/06/2025;23;0.00012691;0.000127854;0.000122263;
REE;06/06/2025;24;0.000114185;0.000116336;1.03E-04;
REE;07/06/2025;1;9.99E-05;1.04E-04;7.78E-05;
REE;07/06/2025;2;8.70E-05;9.40E-05;5.67E-05;
REE;07/06/2025;3;7.76E-05;8.88E-05;5.38E-05;
REE;07/06/2025;4;7.21E-05;8.58E-05;4.12E-05;
REE;07/06/2025;5;6.92E-05;8.45E-05;3.57E-05;
REE;07/06/2025;6;6.82E-05;8.50E-05;3.59E-05;
REE;07/06/2025;7;6.72E-05;8.28E-05;3.14E-05;
REE;07/06/2025;8;6.85E-05;8.01686E-05;4.97E-05;
REE;07/06/2025;9;8.13E-05;8.96447E-05;6.92E-05;
REE;07/06/2025;10;9.79E-05;0.00010232;9.86E-05;
REE;07/06/2025;11;0.000109723;0.000115656;0.00013032;
REE;07/06/2025;12;0.000114624;0.000122951;0.000142119;
REE;07/06/2025;13;0.000119432;0.000127842;0.000154814;
REE;07/06/2025;14;0.000129172;0.000127999;0.000173068;
REE;07/06/2025;15;0.000130398;0.000122193;0.000154423;
REE;07/06/2025;16;0.000117672;0.000117597;0.000142878;
REE;07/06/2025;17;0.000109126;0.00011209;0.000135288;
REE;07/06/2025;18;0.000106141;0.000109097;0.000122209;
REE;07/06/2025;19;0.000106141;0.000109234;0.000123543;
REE;07/06/2025;20;0.000106675;0.000113536;0.000134598;
REE;07/06/2025;21;0.000110257;0.000118459;0.000128304;
REE;07/06/2025;22;0.000118678;0.000120391;0.000138493;
REE;07/06/2025;23;0.000123579;0.000125957;0.000127016;
REE;07/06/2025;24;0.000112142;0.000115749;9.70637E-05;
REE;08/06/2025;1;9.95737E-05;0.000103269;8.76E-05;
REE;08/06/2025;2;8.72E-05;9.28E-05;5.48E-05;
REE;08/06/2025;3;7.78E-05;8.73E-05;4.83E-05;
REE;08/06/2025;4;7.22E-05;8.43E-05;5.28E-05;
REE;08/06/2025;5;6.90E-05;8.28E-05;4.67E-05;
REE;08/06/2025;6;6.76E-05;8.27E-05;3.52E-05;
REE;08/06/2025;7;6.58E-05;7.89E-05;3.51E-05;
REE;08/06/2025;8;6.49E-05;7.26E-05;4.33E-05;
REE;08/06/2025;9;7.49E-05;7.74E-05;6.04E-05;
REE;08/06/2025;10;9.09E-05;8.50269E-05;8.15E-05;
REE;08/06/2025;11;0.000104947;9.27605E-05;0.000122462;
REE;08/06/2025;12;0.000112519;9.96521E-05;0.000144005;
REE;08/06/2025;13;0.000117861;0.000105719;0.000156516;
REE;08/06/2025;14;0.000126816;0.00010856;0.000147186;
REE;08/06/2025;15;0.000127664;0.000108233;0.0001453;
REE;08/06/2025;16;0.000113996;0.00010465;0.00014113;
REE;08/06/2025;17;0.000105638;9.88997E-05;0.000143215;
REE;08/06/2025;18;0.000103344;9.41729E-05;1.30E-04;
REE;08/06/2025;19;0.000104884;9.34793E-05;1.24E-04;
REE;08/06/2025;20;0.000108277;9.69531E-05;0.000148428;
REE;08/06/2025;21;0.000116195;0.000100438;0.000131003;
REE;08/06/2025;22;0.000127099;0.000103674;0.000127162;
REE;08/06/2025;23;0.000129518;0.00011028;9.93176E-05;
REE;08/06/2025;24;0.000113305;0.000100665;9.49E-05;
REE;09/06/2025;1;9.60E-05;9.18671E-05;8.72E-05;
REE;09/06/2025;2;8.24E-05;8.59E-05;5.53E-05;
REE;09/06/2025;3;7.39E-05;8.27E-05;4.30E-05;
REE;09/06/2025;4;6.96E-05;8.14E-05;3.64E-05;
REE;09/06/2025;5;6.75E-05;8.13E-05;3.26E-05;
REE;09/06/2025;6;6.80E-05;8.35E-05;3.48E-05;
REE;09/06/2025;7;7.10E-05;8.78E-05;2.69E-05;
REE;09/06/2025;8;7.91E-05;9.91E-05;5.44E-05;
REE;09/06/2025;9;8.97E-05;1.23E-04;9.03E-05;
REE;09/06/2025;10;9.64E-05;1.42E-04;1.04E-04;
REE;09/06/2025;11;0.000102017;1.52E-04;0.00012908;
REE;09/06/2025;12;0.000105455;0.000156719;0.000149951;
REE;09/06/2025;13;0.000111378;0.000160639;0.000143996;
REE;09/06/2025;14;0.00012193;0.000157388;0.000138639;
REE;09/06/2025;15;0.000124993;0.000145407;0.000158115;
REE;09/06/2025;16;0.000116279;0.000138614;0.000134594;
REE;09/06/2025;17;0.000110663;0.000137448;0.000132427;
REE;09/06/2025;18;0.00011022;1.37E-04;0.00013388;
REE;09/06/2025;19;0.000111105;1.31E-04;0.000142019;
REE;09/06/2025;20;0.000114339;0.000125091;0.000152293;
REE;09/06/2025;21;0.000123019;0.000117513;0.000123972;
REE;09/06/2025;22;0.000133742;0.000110965;0.000119147;
REE;09/06/2025;23;0.000133912;0.000111783;8.88E-05;
REE;09/06/2025;24;0.000115156;0.000100706;7.37171E-05;
REE;10/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;10/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;10/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;10/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;10/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;10/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;10/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;10/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;10/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;10/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;10/06/2025;11;1.03E-04;0.000156565;0.000134294;
REE;10/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;10/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;10/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;10/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;10/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;10/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;10/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;10/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;10/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;10/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;10/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;10/06/2025;23;0.000132817;0.000117682;1.08E-04;
REE;10/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;11/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;11/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;11/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;11/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;11/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;11/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;11/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;11/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;11/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;11/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;11/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;11/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;11/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;11/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;11/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;11/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;11/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;11/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;11/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;11/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;11/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;11/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;11/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;11/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;12/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;12/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;12/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;12/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;12/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;12/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;12/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;12/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;12/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;12/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;12/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;12/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;12/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;12/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;12/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;12/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;12/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;12/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;12/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;12/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;12/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;12/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;12/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;12/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;13/06/2025;1;9.75E-05;9.70E-05;5.99E-05;
REE;13/06/2025;2;8.38E-05;8.99E-05;4.70E-05;
REE;13/06/2025;3;7.52E-05;8.63E-05;4.38E-05;
REE;13/06/2025;4;7.06E-05;8.44E-05;5.42E-05;
REE;13/06/2025;5;6.85E-05;8.41E-05;3.07E-05;
REE;13/06/2025;6;6.89E-05;8.64E-05;3.13E-05;
REE;13/06/2025;7;7.20E-05;9.06E-05;4.50E-05;
REE;13/06/2025;8;8.05E-05;0.000101974;6.06E-05;
REE;13/06/2025;9;9.17E-05;0.000125185;8.74E-05;
REE;13/06/2025;10;9.86E-05;0.000143276;1.10E-04;
REE;13/06/2025;11;0.000104287;0.000154567;0.000150169;
REE;13/06/2025;12;0.000107806;0.000160785;0.000141789;
REE;13/06/2025;13;0.000113776;0.000166113;0.000151495;
REE;13/06/2025;14;0.000123705;0.000163562;0.000152361;
REE;13/06/2025;15;0.000126784;0.000150031;0.000150184;
REE;13/06/2025;16;0.000119243;0.00013983;0.000165486;
REE;13/06/2025;17;0.000113965;0.000135858;0.000188362;
REE;13/06/2025;18;0.000112959;0.000134071;0.000170783;
REE;13/06/2025;19;0.000112802;0.00013053;0.000166314;
REE;13/06/2025;20;0.000112959;0.00012966;0.000184407;
REE;13/06/2025;21;0.000115284;0.000127373;0.000170592;
REE;13/06/2025;22;0.000122762;0.000124232;0.00014238;
REE;13/06/2025;23;0.00012691;0.000127854;0.000122263;
REE;13/06/2025;24;0.000114185;0.000116336;1.03E-04;
REE;14/06/2025;1;9.99E-05;1.04E-04;7.78E-05;
REE;14/06/2025;2;8.70E-05;9.40E-05;5.67E-05;
REE;14/06/2025;3;7.76E-05;8.88E-05;5.38E-05;
REE;14/06/2025;4;7.21E-05;8.58E-05;4.12E-05;
REE;14/06/2025;5;6.92E-05;8.45E-05;3.57E-05;
REE;14/06/2025;6;6.82E-05;8.50E-05;3.59E-05;
REE;14/06/2025;7;6.72E-05;8.28E-05;3.14E-05;
REE;14/06/2025;8;6.85E-05;8.01686E-05;4.97E-05;
REE;14/06/2025;9;8.13E-05;8.96447E-05;6.92E-05;
REE;14/06/2025;10;9.79E-05;0.00010232;9.86E-05;
REE;14/06/2025;11;0.000109723;0.000115656;0.00013032;
REE;14/06/2025;12;0.000114624;0.000122951;0.000142119;
REE;14/06/2025;13;0.000119432;0.000127842;0.000154814;
REE;14/06/2025;14;0.000129172;0.000127999;0.000173068;
REE;14/06/2025;15;0.000130398;0.000122193;0.000154423;
REE;14/06/2025;16;0.000117672;0.000117597;0.000142878;
REE;14/06/2025;17;0.000109126;0.00011209;0.000135288;
REE;14/06/2025;18;0.000106141;0.000109097;0.000122209;
REE;14/06/2025;19;0.000106141;0.000109234;0.000123543;
REE;14/06/2025;20;0.000106675;0.000113536;0.000134598;
REE;14/06/2025;21;0.000110257;0.000118459;0.000128304;
REE;14/06/2025;22;0.000118678;0.000120391;0.000138493;
REE;14/06/2025;23;0.000123579;0.000125957;0.000127016;
REE;14/06/2025;24;0.000112142;0.000115749;9.70637E-05;
REE;15/06/2025;1;9.95737E-05;0.000103269;8.76E-05;
REE;15/06/2025;2;8.72E-05;9.28E-05;5.48E-05;
REE;15/06/2025;3;7.78E-05;8.73E-05;4.83E-05;
REE;15/06/2025;4;7.22E-05;8.43E-05;5.28E-05;
REE;15/06/2025;5;6.90E-05;8.28E-05;4.67E-05;
REE;15/06/2025;6;6.76E-05;8.27E-05;3.52E-05;
REE;15/06/2025;7;6.58E-05;7.89E-05;3.51E-05;
REE;15/06/2025;8;6.49E-05;7.26E-05;4.33E-05;
REE;15/06/2025;9;7.49E-05;7.74E-05;6.04E-05;
REE;15/06/2025;10;9.09E-05;8.50269E-05;8.15E-05;
REE;15/06/2025;11;0.000104947;9.27605E-05;0.000122462;
REE;15/06/2025;12;0.000112519;9.96521E-05;0.000144005;
REE;15/06/2025;13;0.000117861;0.000105719;0.000156516;
REE;15/06/2025;14;0.000126816;0.00010856;0.000147186;
REE;15/06/2025;15;0.000127664;0.000108233;0.0001453;
REE;15/06/2025;16;0.000113996;0.00010465;0.00014113;
REE;15/06/2025;17;0.000105638;9.88997E-05;0.000143215;
REE;15/06/2025;18;0.000103344;9.41729E-05;1.30E-04;
REE;15/06/2025;19;0.000104884;9.34793E-05;1.24E-04;
REE;15/06/2025;20;0.000108277;9.69531E-05;0.000148428;
REE;15/06/2025;21;0.000116195;0.000100438;0.000131003;
REE;15/06/2025;22;0.000127099;0.000103674;0.000127162;
REE;15/06/2025;23;0.000129518;0.00011028;9.93176E-05;
REE;15/06/2025;24;0.000113305;0.000100665;9.49E-05;
REE;16/06/2025;1;9.60E-05;9.18671E-05;8.72E-05;
REE;16/06/2025;2;8.24E-05;8.59E-05;5.53E-05;
REE;16/06/2025;3;7.39E-05;8.27E-05;4.30E-05;
REE;16/06/2025;4;6.96E-05;8.14E-05;3.64E-05;
REE;16/06/2025;5;6.75E-05;8.13E-05;3.26E-05;
REE;16/06/2025;6;6.80E-05;8.35E-05;3.48E-05;
REE;16/06/2025;7;7.10E-05;8.78E-05;2.69E-05;
REE;16/06/2025;8;7.91E-05;9.91E-05;5.44E-05;
REE;16/06/2025;9;8.97E-05;1.23E-04;9.03E-05;
REE;16/06/2025;10;9.64E-05;1.42E-04;1.04E-04;
REE;16/06/2025;11;0.000102017;1.52E-04;0.00012908;
REE;16/06/2025;12;0.000105455;0.000156719;0.000149951;
REE;16/06/2025;13;0.000111378;0.000160639;0.000143996;
REE;16/06/2025;14;0.00012193;0.000157388;0.000138639;
REE;16/06/2025;15;0.000124993;0.000145407;0.000158115;
REE;16/06/2025;16;0.000116279;0.000138614;0.000134594;
REE;16/06/2025;17;0.000110663;0.000137448;0.000132427;
REE;16/06/2025;18;0.00011022;1.37E-04;0.00013388;
REE;16/06/2025;19;0.000111105;1.31E-04;0.000142019;
REE;16/06/2025;20;0.000114339;0.000125091;0.000152293;
REE;16/06/2025;21;0.000123019;0.000117513;0.000123972;
REE;16/06/2025;22;0.000133742;0.000110965;0.000119147;
REE;16/06/2025;23;0.000133912;0.000111783;8.88E-05;
REE;16/06/2025;24;0.000115156;0.000100706;7.37171E-05;
REE;17/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;17/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;17/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;17/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;17/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;17/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;17/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;17/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;17/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;17/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;17/06/2025;11;1.03E-04;0.000156565;0.000134294;
REE;17/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;17/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;17/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;17/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;17/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;17/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;17/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;17/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;17/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;17/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;17/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;17/06/2025;23;0.000132817;0.000117682;1.08E-04;
REE;17/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;18/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;18/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;18/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;18/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;18/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;18/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;18/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;18/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;18/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;18/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;18/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;18/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;18/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;18/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;18/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;18/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;18/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;18/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;18/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;18/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;18/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;18/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;18/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;18/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;19/06/2025;1;9.72E-05;9.51E-05;5.66E-05;
REE;19/06/2025;2;8.32E-05;8.90E-05;4.35E-05;
REE;19/06/2025;3;7.48E-05;8.57E-05;4.41E-05;
REE;19/06/2025;4;7.04E-05;8.42E-05;2.95E-05;
REE;19/06/2025;5;6.83E-05;8.39E-05;3.14E-05;
REE;19/06/2025;6;6.88E-05;8.63E-05;3.60E-05;
REE;19/06/2025;7;7.22E-05;9.09E-05;3.03E-05;
REE;19/06/2025;8;8.10E-05;0.000102619;5.19E-05;
REE;19/06/2025;9;9.18E-05;0.00012666;7.39E-05;
REE;19/06/2025;10;9.79E-05;0.000145398;1.11E-04;
REE;19/06/2025;11;0.00010302;0.000156565;0.000134294;
REE;19/06/2025;12;0.000106413;0.000162007;0.000142001;
REE;19/06/2025;13;0.00011254;0.000166613;0.000141615;
REE;19/06/2025;14;0.000122993;0.000163835;0.000142288;
REE;19/06/2025;15;0.000125695;0.000151751;0.000151492;
REE;19/06/2025;16;0.000117211;0.000144936;0.000143384;
REE;19/06/2025;17;0.000112037;0.000143104;0.00013595;
REE;19/06/2025;18;0.000111629;0.000141975;0.000141523;
REE;19/06/2025;19;0.000112257;0.000135653;0.000138265;
REE;19/06/2025;20;0.000114719;0.000130354;0.000156447;
REE;19/06/2025;21;0.000122071;0.000123594;0.000147792;
REE;19/06/2025;22;0.000131937;0.000117064;0.000125986;
REE;19/06/2025;23;0.000132817;0.000117682;0.000108484;
REE;19/06/2025;24;0.0001152;0.000105159;8.47E-05;
REE;20/06/2025;1;9.75E-05;9.70E-05;5.99E-05;
REE;20/06/2025;2;8.38E-05;8.99E-05;4.70E-05;
REE;20/06/2025;3;7.52E-05;8.63E-05;4.38E-05;
REE;20/06/2025;4;7.06E-05;8.44E-05;5.42E-05;
REE;20/06/2025;5;6.85E-05;8.41E-05;3.07E-05;
REE;20/06/2025;6;6.89E-05;8.64E-05;3.13E-05;
REE;20/06/2025;7;7.20E-05;9.06E-05;4.50E-05;
REE;20/06/2025;8;8.05E-05;0.000101974;6.06E-05;
REE;20/06/2025;9;9.17E-05;0.000125185;8.74E-05;
REE;20/06/2025;10;9.86E-05;0.000143276;1.10E-04;
REE;20/06/2025;11;0.000104287;0.000154567;0.000150169;
REE;20/06/2025;12;0.000107806;0.000160785;0.000141789;
REE;20/06/2025;13;0.000113776;0.000166113;0.000151495;
REE;20/06/2025;14;0.000123705;0.000163562;0.000152361;
REE;20/06/2025;15;0.000126784;0.000150031;0.000150184;
REE;20/06/2025;16;0.000119243;0.00013983;0.000165486;
REE;20/06/2025;17;0.000113965;0.000135858;0.000188362;
