CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE;
REE;01/01/2025;1;0.000131078;8.82E-05;5.88E-05;
REE;01/01/2025;2;0.000112503;8.25E-05;4.96E-05;
REE;01/01/2025;3;9.78E-05;7.94E-05;3.71E-05;
REE;01/01/2025;4;8.87E-05;7.76E-05;3.34E-05;
REE;01/01/2025;5;8.40E-05;7.68E-05;3.65E-05;
REE;01/01/2025;6;8.27E-05;7.74E-05;2.83E-05;
REE;01/01/2025;7;8.45E-05;8.06E-05;2.52E-05;
REE;01/01/2025;8;8.96E-05;8.51E-05;3.08E-05;
REE;01/01/2025;9;9.81E-05;7.98E-05;4.29E-05;
REE;01/01/2025;10;0.000121489;7.84E-05;6.53E-05;
REE;01/01/2025;11;0.000144837;8.42E-05;9.51E-05;
REE;01/01/2025;12;0.000155113;8.91E-05;0.000125486;
REE;01/01/2025;13;0.000158144;9.33E-05;0.000149651;
REE;01/01/2025;14;0.000165669;9.43E-05;0.000155746;
REE;01/01/2025;15;0.000166292;9.19E-05;0.000153407;
REE;01/01/2025;16;0.000149717;8.81E-05;0.000146163;
REE;01/01/2025;17;0.000140279;8.45E-05;0.000140456;
REE;01/01/2025;18;0.000140816;8.43E-05;0.000137781;
REE;01/01/2025;19;0.000160531;0.000101709;0.000142953;
REE;01/01/2025;20;0.000177945;0.000108625;0.000150863;
REE;01/01/2025;21;0.000190543;0.000108424;0.000131518;
REE;01/01/2025;22;0.000191575;0.000103634;0.000110452;
REE;01/01/2025;23;0.000171237;9.62E-05;8.66E-05;
REE;01/01/2025;24;0.000142988;8.78E-05;5.92E-05;
REE;02/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;02/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;02/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;02/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;02/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;02/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;02/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;02/01/2025;8;0.00012078;0.000127068;4.22E-05;
REE;02/01/2025;9;0.00013241;0.000158168;7.80E-05;
REE;02/01/2025;10;0.000138538;0.000176285;0.000125709;
REE;02/01/2025;11;0.000144751;0.00018449;0.000152206;
REE;02/01/2025;12;0.000144364;0.000183005;0.000156368;
REE;02/01/2025;13;0.000146116;0.000180098;0.000149903;
REE;02/01/2025;14;0.000154887;0.000169823;0.000148214;
REE;02/01/2025;15;0.000159295;0.00014932;0.000145371;
REE;02/01/2025;16;0.000151501;0.00013982;0.000156394;
REE;02/01/2025;17;0.000144944;0.000138595;0.000152382;
REE;02/01/2025;18;0.000147116;0.000140693;0.000164063;
REE;02/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;02/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;02/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;02/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;02/01/2025;23;0.00017874;0.000103989;0.000102752;
REE;02/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;03/01/2025;1;0.000123248;8.64E-05;5.89E-05;
REE;03/01/2025;2;0.000102416;8.24E-05;4.44E-05;
REE;03/01/2025;3;9.04E-05;8.03E-05;3.74E-05;
REE;03/01/2025;4;8.44E-05;7.94E-05;3.12E-05;
REE;03/01/2025;5;8.23E-05;7.98E-05;3.33E-05;
REE;03/01/2025;6;8.49E-05;8.34E-05;2.80E-05;
REE;03/01/2025;7;9.67E-05;9.73E-05;3.09E-05;
REE;03/01/2025;8;0.000122245;0.000127581;4.85E-05;
REE;03/01/2025;9;0.000134574;0.000157707;9.21E-05;
REE;03/01/2025;10;0.000141778;0.000175732;0.000126363;
REE;03/01/2025;11;0.000148351;0.000184164;0.000163084;
REE;03/01/2025;12;0.000147979;0.000183252;0.000167189;
REE;03/01/2025;13;0.000149131;0.00018078;0.000185164;
REE;03/01/2025;14;0.000157003;0.000170153;0.000174328;
REE;03/01/2025;15;0.000161942;0.000146945;0.000168403;
REE;03/01/2025;16;0.000155035;0.000133135;0.000179148;
REE;03/01/2025;17;0.000148611;0.000129399;0.000175452;
REE;03/01/2025;18;0.000149688;0.00013129;0.000169055;
REE;03/01/2025;19;0.000165172;0.000146608;0.000179864;
REE;03/01/2025;20;0.000180138;0.000149414;0.00018675;
REE;03/01/2025;21;0.000190498;0.00014119;0.000179674;
REE;03/01/2025;22;0.000194434;0.000127274;0.000144266;
REE;03/01/2025;23;0.000178726;0.000113259;0.000116134;
REE;03/01/2025;24;0.000154069;1.01E-04;9.56E-05;
REE;04/01/2025;1;0.000130935;9.00E-05;7.32E-05;
REE;04/01/2025;2;0.000109694;8.37E-05;4.92E-05;
REE;04/01/2025;3;9.56E-05;8.06E-05;4.25E-05;
REE;04/01/2025;4;8.79E-05;7.89E-05;3.47E-05;
REE;04/01/2025;5;8.44E-05;7.83E-05;3.51E-05;
REE;04/01/2025;6;8.46E-05;7.97E-05;3.25E-05;
REE;04/01/2025;7;8.82E-05;8.47E-05;3.09E-05;
REE;04/01/2025;8;9.74027E-05;9.34655E-05;3.74E-05;
REE;04/01/2025;9;0.000112331;9.47117E-05;6.70E-05;
REE;04/01/2025;10;0.000138919;0.000102004;0.000107282;
REE;04/01/2025;11;0.000157152;0.000115649;0.00012543;
REE;04/01/2025;12;0.000160271;0.000120147;0.000154106;
REE;04/01/2025;13;0.000159639;0.000122124;0.000178414;
REE;04/01/2025;14;0.000167549;0.000118286;0.000187819;
REE;04/01/2025;15;0.00017052;0.000108644;0.000178505;
REE;04/01/2025;16;0.000156854;0.000103141;0.000169345;
REE;04/01/2025;17;0.00014642;9.93096E-05;0.000162749;
REE;04/01/2025;18;0.000144934;0.00010043;0.000154097;
REE;04/01/2025;19;0.000159751;0.000118015;0.000154169;
REE;04/01/2025;20;0.000173565;0.000128031;0.000161689;
REE;04/01/2025;21;0.000183331;0.000128983;0.000148833;
REE;04/01/2025;22;0.000188493;0.000121222;0.000128646;
REE;04/01/2025;23;0.000174419;0.000111057;0.000107898;
REE;04/01/2025;24;0.000152435;1.01E-04;7.93E-05;
REE;05/01/2025;1;0.000131078;8.82E-05;5.88E-05;
REE;05/01/2025;2;0.000112503;8.25E-05;4.96E-05;
REE;05/01/2025;3;9.78E-05;7.94E-05;3.71E-05;
REE;05/01/2025;4;8.87E-05;7.76E-05;3.34E-05;
REE;05/01/2025;5;8.40E-05;7.68E-05;3.65E-05;
REE;05/01/2025;6;8.27E-05;7.74E-05;2.83E-05;
REE;05/01/2025;7;8.45E-05;8.06E-05;2.52E-05;
REE;05/01/2025;8;8.96495E-05;8.50905E-05;3.08E-05;
REE;05/01/2025;9;9.80555E-05;7.97896E-05;4.29E-05;
REE;05/01/2025;10;0.000121489;7.84328E-05;6.53472E-05;
REE;05/01/2025;11;0.000144837;8.42141E-05;9.50519E-05;
REE;05/01/2025;12;0.000155113;8.90538E-05;0.000125486;
REE;05/01/2025;13;0.000158144;9.33462E-05;0.000149651;
REE;05/01/2025;14;0.000165669;9.4303E-05;0.000155746;
REE;05/01/2025;15;0.000166292;9.18669E-05;0.000153407;
REE;05/01/2025;16;0.000149717;8.80989E-05;0.000146163;
REE;05/01/2025;17;0.000140279;8.44628E-05;0.000140456;
REE;05/01/2025;18;0.000140816;8.4281E-05;0.000137781;
REE;05/01/2025;19;0.000160531;0.000101709;0.000142953;
REE;05/01/2025;20;0.000177945;0.000108625;0.000150863;
REE;05/01/2025;21;0.000190543;0.000108424;0.000131518;
REE;05/01/2025;22;0.000191575;0.000103634;0.000110452;
REE;05/01/2025;23;0.000171237;9.61689E-05;8.66488E-05;
REE;05/01/2025;24;0.000142988;8.78022E-05;5.92363E-05;
REE;06/01/2025;1;0.000131078;8.82E-05;5.88E-05;
REE;06/01/2025;2;0.000112503;8.25E-05;4.96E-05;
REE;06/01/2025;3;9.78E-05;7.94E-05;3.71E-05;
REE;06/01/2025;4;8.87E-05;7.76E-05;3.34E-05;
REE;06/01/2025;5;8.40E-05;7.68E-05;3.65E-05;
REE;06/01/2025;6;8.27E-05;7.74E-05;2.83E-05;
REE;06/01/2025;7;8.45E-05;8.06E-05;2.52E-05;
REE;06/01/2025;8;8.96E-05;8.51E-05;3.08E-05;
REE;06/01/2025;9;9.81E-05;7.98E-05;4.29E-05;
REE;06/01/2025;10;0.000121489;7.84E-05;6.53E-05;
REE;06/01/2025;11;0.000144837;8.42E-05;9.51E-05;
REE;06/01/2025;12;0.000155113;8.91E-05;0.000125486;
REE;06/01/2025;13;0.000158144;9.33E-05;0.000149651;
REE;06/01/2025;14;0.000165669;9.43E-05;0.000155746;
REE;06/01/2025;15;0.000166292;9.19E-05;0.000153407;
REE;06/01/2025;16;0.000149717;8.81E-05;0.000146163;
REE;06/01/2025;17;0.000140279;8.45E-05;0.000140456;
REE;06/01/2025;18;0.000140816;8.43E-05;0.000137781;
REE;06/01/2025;19;0.000160531;0.000101709;0.000142953;
REE;06/01/2025;20;0.000177945;0.000108625;0.000150863;
REE;06/01/2025;21;0.000190543;0.000108424;0.000131518;
REE;06/01/2025;22;0.000191575;0.000103634;0.000110452;
REE;06/01/2025;23;0.000171237;9.62E-05;8.66E-05;
REE;06/01/2025;24;0.000142988;8.78E-05;5.92E-05;
REE;07/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;07/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;07/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;07/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;07/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;07/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;07/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;07/01/2025;8;1.21E-04;1.27E-04;4.22E-05;
REE;07/01/2025;9;1.32E-04;1.58E-04;7.80E-05;
REE;07/01/2025;10;0.000138538;1.76E-04;1.26E-04;
REE;07/01/2025;11;0.000144751;1.84E-04;1.52E-04;
REE;07/01/2025;12;0.000144364;1.83E-04;0.000156368;
REE;07/01/2025;13;0.000146116;1.80E-04;0.000149903;
REE;07/01/2025;14;0.000154887;1.70E-04;0.000148214;
REE;07/01/2025;15;0.000159295;1.49E-04;0.000145371;
REE;07/01/2025;16;0.000151501;1.40E-04;0.000156394;
REE;07/01/2025;17;0.000144944;1.39E-04;0.000152382;
REE;07/01/2025;18;0.000147116;1.41E-04;0.000164063;
REE;07/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;07/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;07/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;07/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;07/01/2025;23;0.00017874;1.04E-04;1.03E-04;
REE;07/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;08/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;08/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;08/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;08/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;08/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;08/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;08/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;08/01/2025;8;0.00012078;0.000127068;4.22E-05;
REE;08/01/2025;9;0.00013241;0.000158168;7.80E-05;
REE;08/01/2025;10;0.000138538;0.000176285;0.000125709;
REE;08/01/2025;11;0.000144751;0.00018449;0.000152206;
REE;08/01/2025;12;0.000144364;0.000183005;0.000156368;
REE;08/01/2025;13;0.000146116;0.000180098;0.000149903;
REE;08/01/2025;14;0.000154887;0.000169823;0.000148214;
REE;08/01/2025;15;0.000159295;0.00014932;0.000145371;
REE;08/01/2025;16;0.000151501;0.00013982;0.000156394;
REE;08/01/2025;17;0.000144944;0.000138595;0.000152382;
REE;08/01/2025;18;0.000147116;0.000140693;0.000164063;
REE;08/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;08/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;08/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;08/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;08/01/2025;23;0.00017874;1.04E-04;1.03E-04;
REE;08/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;09/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;09/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;09/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;09/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;09/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;09/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;09/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;09/01/2025;8;0.00012078;0.000127068;4.22E-05;
REE;09/01/2025;9;0.00013241;0.000158168;7.80E-05;
REE;09/01/2025;10;0.000138538;0.000176285;0.000125709;
REE;09/01/2025;11;0.000144751;0.00018449;0.000152206;
REE;09/01/2025;12;0.000144364;0.000183005;0.000156368;
REE;09/01/2025;13;0.000146116;0.000180098;0.000149903;
REE;09/01/2025;14;0.000154887;0.000169823;0.000148214;
REE;09/01/2025;15;0.000159295;0.00014932;0.000145371;
REE;09/01/2025;16;0.000151501;0.00013982;0.000156394;
REE;09/01/2025;17;0.000144944;0.000138595;0.000152382;
REE;09/01/2025;18;0.000147116;0.000140693;0.000164063;
REE;09/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;09/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;09/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;09/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;09/01/2025;23;0.00017874;0.000103989;0.000102752;
REE;09/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;10/01/2025;1;0.000123248;8.64E-05;5.89E-05;
REE;10/01/2025;2;0.000102416;8.24E-05;4.44E-05;
REE;10/01/2025;3;9.04E-05;8.03E-05;3.74E-05;
REE;10/01/2025;4;8.44E-05;7.94E-05;3.12E-05;
REE;10/01/2025;5;8.23E-05;7.98E-05;3.33E-05;
REE;10/01/2025;6;8.49E-05;8.34E-05;2.80E-05;
REE;10/01/2025;7;9.67E-05;9.73E-05;3.09E-05;
REE;10/01/2025;8;0.000122245;0.000127581;4.85E-05;
REE;10/01/2025;9;0.000134574;0.000157707;9.21E-05;
REE;10/01/2025;10;0.000141778;0.000175732;0.000126363;
REE;10/01/2025;11;0.000148351;0.000184164;0.000163084;
REE;10/01/2025;12;0.000147979;0.000183252;0.000167189;
REE;10/01/2025;13;0.000149131;0.00018078;0.000185164;
REE;10/01/2025;14;0.000157003;0.000170153;0.000174328;
REE;10/01/2025;15;0.000161942;0.000146945;0.000168403;
REE;10/01/2025;16;0.000155035;0.000133135;0.000179148;
REE;10/01/2025;17;0.000148611;0.000129399;0.000175452;
REE;10/01/2025;18;0.000149688;0.00013129;0.000169055;
REE;10/01/2025;19;0.000165172;0.000146608;0.000179864;
REE;10/01/2025;20;0.000180138;0.000149414;0.00018675;
REE;10/01/2025;21;0.000190498;0.00014119;0.000179674;
REE;10/01/2025;22;0.000194434;0.000127274;0.000144266;
REE;10/01/2025;23;0.000178726;0.000113259;0.000116134;
REE;10/01/2025;24;0.000154069;1.01E-04;9.56E-05;
REE;11/01/2025;1;0.000130935;9.00E-05;7.32E-05;
REE;11/01/2025;2;0.000109694;8.37E-05;4.92E-05;
REE;11/01/2025;3;9.56E-05;8.06E-05;4.25E-05;
REE;11/01/2025;4;8.79E-05;7.89E-05;3.47E-05;
REE;11/01/2025;5;8.44E-05;7.83E-05;3.51E-05;
REE;11/01/2025;6;8.46E-05;7.97E-05;3.25E-05;
REE;11/01/2025;7;8.82E-05;8.47E-05;3.09E-05;
REE;11/01/2025;8;9.74027E-05;9.34655E-05;3.74E-05;
REE;11/01/2025;9;0.000112331;9.47117E-05;6.70E-05;
REE;11/01/2025;10;0.000138919;0.000102004;0.000107282;
REE;11/01/2025;11;0.000157152;0.000115649;0.00012543;
REE;11/01/2025;12;0.000160271;0.000120147;0.000154106;
REE;11/01/2025;13;0.000159639;0.000122124;0.000178414;
REE;11/01/2025;14;0.000167549;0.000118286;0.000187819;
REE;11/01/2025;15;0.00017052;0.000108644;0.000178505;
REE;11/01/2025;16;0.000156854;0.000103141;0.000169345;
REE;11/01/2025;17;0.00014642;9.93096E-05;0.000162749;
REE;11/01/2025;18;0.000144934;0.00010043;0.000154097;
REE;11/01/2025;19;0.000159751;0.000118015;0.000154169;
REE;11/01/2025;20;0.000173565;0.000128031;0.000161689;
REE;11/01/2025;21;0.000183331;0.000128983;0.000148833;
REE;11/01/2025;22;0.000188493;0.000121222;0.000128646;
REE;11/01/2025;23;0.000174419;0.000111057;0.000107898;
REE;11/01/2025;24;0.000152435;1.01E-04;7.93E-05;
REE;12/01/2025;1;0.000131078;8.82E-05;5.88E-05;
REE;12/01/2025;2;0.000112503;8.25E-05;4.96E-05;
REE;12/01/2025;3;9.78E-05;7.94E-05;3.71E-05;
REE;12/01/2025;4;8.87E-05;7.76E-05;3.34E-05;
REE;12/01/2025;5;8.40E-05;7.68E-05;3.65E-05;
REE;12/01/2025;6;8.27E-05;7.74E-05;2.83E-05;
REE;12/01/2025;7;8.45E-05;8.06E-05;2.52E-05;
REE;12/01/2025;8;8.96495E-05;8.50905E-05;3.08E-05;
REE;12/01/2025;9;9.80555E-05;7.97896E-05;4.29E-05;
REE;12/01/2025;10;0.000121489;7.84328E-05;6.53472E-05;
REE;12/01/2025;11;0.000144837;8.42141E-05;9.50519E-05;
REE;12/01/2025;12;0.000155113;8.90538E-05;0.000125486;
REE;12/01/2025;13;0.000158144;9.33462E-05;0.000149651;
REE;12/01/2025;14;0.000165669;9.4303E-05;0.000155746;
REE;12/01/2025;15;0.000166292;9.18669E-05;0.000153407;
REE;12/01/2025;16;0.000149717;8.80989E-05;0.000146163;
REE;12/01/2025;17;0.000140279;8.44628E-05;0.000140456;
REE;12/01/2025;18;0.000140816;8.4281E-05;0.000137781;
REE;12/01/2025;19;0.000160531;0.000101709;0.000142953;
REE;12/01/2025;20;0.000177945;0.000108625;0.000150863;
REE;12/01/2025;21;0.000190543;0.000108424;0.000131518;
REE;12/01/2025;22;0.000191575;0.000103634;0.000110452;
REE;12/01/2025;23;0.000171237;9.61689E-05;8.66488E-05;
REE;12/01/2025;24;0.000142988;8.78022E-05;5.92363E-05;
REE;13/01/2025;1;0.000117437;8.11E-05;4.73E-05;
REE;13/01/2025;2;9.7859E-05;7.80E-05;3.71E-05;
REE;13/01/2025;3;8.71E-05;7.64E-05;3.41E-05;
REE;13/01/2025;4;8.16E-05;7.59E-05;2.61E-05;
REE;13/01/2025;5;7.98E-05;7.65E-05;2.75E-05;
REE;13/01/2025;6;8.25E-05;8.00E-05;2.53E-05;
REE;13/01/2025;7;9.45E-05;9.42E-05;2.56E-05;
REE;13/01/2025;8;1.21E-04;1.25E-04;4.29E-05;
REE;13/01/2025;9;0.000131937;1.57E-04;7.94E-05;
REE;13/01/2025;10;0.000137744;0.000176739;0.000124877;
REE;13/01/2025;11;0.000144834;0.000185247;0.000150362;
REE;13/01/2025;12;0.000145009;0.000183596;0.000154847;
REE;13/01/2025;13;0.000146788;0.000179856;0.000165134;
REE;13/01/2025;14;0.000155425;0.000168737;0.000136267;
REE;13/01/2025;15;0.000160151;0.00014769;0.000144198;
REE;13/01/2025;16;0.000152449;0.000138145;0.000146824;
REE;13/01/2025;17;0.000145213;1.37E-04;0.000148711;
REE;13/01/2025;18;0.000147168;1.39E-04;0.000154513;
REE;13/01/2025;19;0.000165141;0.000150147;0.000159645;
REE;13/01/2025;20;0.000185885;0.000145952;0.000171;
REE;13/01/2025;21;0.000201787;0.000130743;0.000159154;
REE;13/01/2025;22;0.000203129;0.000113909;0.000119488;
REE;13/01/2025;23;0.000179233;9.91621E-05;8.99242E-05;
REE;13/01/2025;24;0.000146088;8.89838E-05;6.99E-05;
REE;14/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;14/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;14/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;14/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;14/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;14/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;14/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;14/01/2025;8;1.21E-04;1.27E-04;4.22E-05;
REE;14/01/2025;9;1.32E-04;1.58E-04;7.80E-05;
REE;14/01/2025;10;0.000138538;1.76E-04;1.26E-04;
REE;14/01/2025;11;0.000144751;1.84E-04;1.52E-04;
REE;14/01/2025;12;0.000144364;1.83E-04;0.000156368;
REE;14/01/2025;13;0.000146116;1.80E-04;0.000149903;
REE;14/01/2025;14;0.000154887;1.70E-04;0.000148214;
REE;14/01/2025;15;0.000159295;1.49E-04;0.000145371;
REE;14/01/2025;16;0.000151501;1.40E-04;0.000156394;
REE;14/01/2025;17;0.000144944;1.39E-04;0.000152382;
REE;14/01/2025;18;0.000147116;1.41E-04;0.000164063;
REE;14/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;14/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;14/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;14/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;14/01/2025;23;0.00017874;1.04E-04;1.03E-04;
REE;14/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;15/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;15/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;15/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;15/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;15/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;15/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;15/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;15/01/2025;8;0.00012078;0.000127068;4.22E-05;
REE;15/01/2025;9;0.00013241;0.000158168;7.80E-05;
REE;15/01/2025;10;0.000138538;0.000176285;0.000125709;
REE;15/01/2025;11;0.000144751;0.00018449;0.000152206;
REE;15/01/2025;12;0.000144364;0.000183005;0.000156368;
REE;15/01/2025;13;0.000146116;0.000180098;0.000149903;
REE;15/01/2025;14;0.000154887;0.000169823;0.000148214;
REE;15/01/2025;15;0.000159295;0.00014932;0.000145371;
REE;15/01/2025;16;0.000151501;0.00013982;0.000156394;
REE;15/01/2025;17;0.000144944;0.000138595;0.000152382;
REE;15/01/2025;18;0.000147116;0.000140693;0.000164063;
REE;15/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;15/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;15/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;15/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;15/01/2025;23;0.00017874;1.04E-04;1.03E-04;
REE;15/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;16/01/2025;1;0.000120339;8.46E-05;5.35E-05;
REE;16/01/2025;2;9.97539E-05;8.11E-05;3.95E-05;
REE;16/01/2025;3;8.82E-05;7.93E-05;2.88E-05;
REE;16/01/2025;4;8.24E-05;7.85E-05;2.50E-05;
REE;16/01/2025;5;8.06E-05;7.90E-05;2.41E-05;
REE;16/01/2025;6;8.31E-05;8.26E-05;2.09E-05;
REE;16/01/2025;7;9.52E-05;9.67E-05;2.65E-05;
REE;16/01/2025;8;0.00012078;0.000127068;4.22E-05;
REE;16/01/2025;9;0.00013241;0.000158168;7.80E-05;
REE;16/01/2025;10;0.000138538;0.000176285;0.000125709;
REE;16/01/2025;11;0.000144751;0.00018449;0.000152206;
REE;16/01/2025;12;0.000144364;0.000183005;0.000156368;
REE;16/01/2025;13;0.000146116;0.000180098;0.000149903;
REE;16/01/2025;14;0.000154887;0.000169823;0.000148214;
REE;16/01/2025;15;0.000159295;0.00014932;0.000145371;
REE;16/01/2025;16;0.000151501;0.00013982;0.000156394;
REE;16/01/2025;17;0.000144944;0.000138595;0.000152382;
REE;16/01/2025;18;0.000147116;0.000140693;0.000164063;
REE;16/01/2025;19;0.000164766;0.000152554;0.000167661;
REE;16/01/2025;20;0.00018433;0.000149394;0.000174271;
REE;16/01/2025;21;0.000199271;0.000135808;0.000163027;
REE;16/01/2025;22;0.000200798;0.000119202;0.000128465;
REE;16/01/2025;23;0.00017874;0.000103989;0.000102752;
REE;16/01/2025;24;0.00014718;9.23E-05;7.45E-05;
REE;17/01/2025;1;0.000123248;8.64E-05;5.89E-05;
REE;17/01/2025;2;0.000102416;8.24E-05;4.44E-05;
REE;17/01/2025;3;9.04E-05;8.03E-05;3.74E-05;
REE;17/01/2025;4;8.44E-05;7.94E-05;3.12E-05;
REE;17/01/2025;5;8.23E-05;7.98E-05;3.33E-05;
REE;17/01/2025;6;8.49E-05;8.34E-05;2.80E-05;
REE;17/01/2025;7;9.67E-05;9.73E-05;3.09E-05;
REE;17/01/2025;8;0.000122245;0.000127581;4.85E-05;
REE;17/01/2025;9;0.000134574;0.000157707;9.21E-05;
REE;17/01/2025;10;0.000141778;0.000175732;0.000126363;
REE;17/01/2025;11;0.000148351;0.000184164;0.000163084;
REE;17/01/2025;12;0.000147979;0.000183252;0.000167189;
REE;17/01/2025;13;0.000149131;0.00018078;0.000185164;
REE;17/01/2025;14;0.000157003;0.000170153;0.000174328;
REE;17/01/2025;15;0.000161942;0.000146945;0.000168403;
REE;17/01/2025;16;0.000155035;0.000133135;0.000179148;
REE;17/01/2025;17;0.000148611;0.000129399;0.000175452;
REE;17/01/2025;18;0.000149688;0.00013129;0.000169055;
REE;17/01/2025;19;0.000165172;0.000146608;0.000179864;
REE;17/01/2025;20;0.000180138;0.000149414;0.00018675;
REE;17/01/2025;21;0.000190498;0.00014119;0.000179674;
REE;17/01/2025;22;0.000194434;0.000127274;0.000144266;
REE;17/01/2025;23;0.000178726;0.000113259;0.000116134;
REE;17/01/2025;24;0.000154069;1.01E-04;9.56E-05;
REE;18/01/2025;1;0.000130935;9.00E-05;7.32E-05;
REE;18/01/2025;2;0.000109694;8.37E-05;4.92E-05;
REE;18/01/2025;3;9.56E-05;8.06E-05;4.25E-05;
REE;18/01/2025;4;8.79E-05;7.89E-05;3.47E-05;
REE;18/01/2025;5;8.44E-05;7.83E-05;3.51E-05;
REE;18/01/2025;6;8.46E-05;7.97E-05;3.25E-05;
REE;18/01/2025;7;8.82E-05;8.47E-05;3.09E-05;
REE;18/01/2025;8;9.74027E-05;9.34655E-05;3.74E-05;
REE;18/01/2025;9;0.000112331;9.47117E-05;6.70E-05;
REE;18/01/2025;10;0.000138919;0.000102004;0.000107282;
REE;18/01/2025;11;0.000157152;0.000115649;0.00012543;
REE;18/01/2025;12;0.000160271;0.000120147;0.000154106;
REE;18/01/2025;13;0.000159639;0.000122124;0.000178414;
REE;18/01/2025;14;0.000167549;0.000118286;0.000187819;
REE;18/01/2025;15;0.00017052;0.000108644;0.000178505;
REE;18/01/2025;16;0.000156854;0.000103141;0.000169345;
REE;18/01/2025;17;0.00014642;9.93096E-05;0.000162749;
REE;18/01/2025;18;0.000144934;0.00010043;0.000154097;
REE;18/01/2025;19;0.000159751;0.000118015;0.000154169;
REE;18/01/2025;20;0.000173565;0.000128031;0.000161689;
REE;18/01/2025;21;0.000183331;0.000128983;0.000148833;
REE;18/01/2025;22;0.000188493;0.000121222;0.000128646;
